NPC显示类型	战斗站立	警戒站立	普通站立	行走	奔跑	被击	格档	闪避	击退	击倒	死亡	爬起	攻击1	攻击2	暴击
客户端树桩	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
血咒祭坛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
坟墓	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
泥人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
甑子丹	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
赵有德	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
田不光	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐峰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐礼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蒙面人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
田不光	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
窃贼头目	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
天阴杀手头领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明智和尚	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
法正	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
乌盟部祭祀	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
流氓大牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
无赖李三	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
葡国女巫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
九尾妖狐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武二	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
张杨	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑狂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫虚道长	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐肥	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
百年尸妖	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
萧霸	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
歹徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
歹徒头目	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
上古火麒麟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鱼怪头目	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
伏牛山大王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
泰宏绝的尸体	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火教徒的尸体	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手11	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手12	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手13	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手14	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手15	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手21	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手22	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手23	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手24	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手25	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手31	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手32	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手33	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手34	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手35	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手41	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手42	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手43	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手44	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手45	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手51	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手52	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手53	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手54	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手55	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手61	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手62	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手63	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手64	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手65	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手71	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手72	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手73	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手74	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手75	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手81	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手82	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手83	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手84	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手85	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手91	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手92	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手93	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手同伴90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手11	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手12	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手13	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手14	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手15	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手21	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手22	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手23	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手24	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手25	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手31	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手32	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手33	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手34	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手35	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手41	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手42	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手43	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手44	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手45	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手51	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手52	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手53	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手54	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手55	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手61	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手62	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手63	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手64	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手65	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手71	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手72	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手73	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手74	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手75	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手81	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手82	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手83	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手84	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手85	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手91	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手92	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手93	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手94	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
顶级杀手95	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝藏妖怪90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金刚门僧人90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当弃徒90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
采花贼90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
扶桑武士90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探10	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
六扇门密探90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
木柱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台30	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台40	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑台对话	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
盘龙柱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级藏剑护院	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级藏剑护院	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级藏剑护院	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级老女仆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级老女仆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级老女仆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级铜剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级铜剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级铜剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级银剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级银剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级银剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级金剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级金剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级金剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级圣剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级圣剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级圣剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级天剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级天剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级天剑护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级魔剑之魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级魔剑之魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级魔剑之魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级万剑之魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级万剑之魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级万剑之魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级剑魔之徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级剑魔之徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级剑魔之徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
低级燃命剑魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中级燃命剑魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级燃命剑魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
北绿林山贼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
北绿林山大王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
心腹密探	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
绿林高手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
幻影武士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
枪神赢天	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
枪神赢天？	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
冷香菱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
修罗恶鬼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鹰戈部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
德夷部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
伊达部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
敖狄部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鄂罗部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
法岚部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
梅利部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
伊本部落武师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西摩	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
倭寇	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
倭寇士兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
倭寇水兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
倭寇陆兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
倭寇武士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑灵50	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑灵60	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑灵70	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑灵80	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑灵90	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
内院总管对话	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剑魂对话	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
透明人打不动	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
马王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨业	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨延昭	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨排风	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨宗保	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
穆桂英	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大表姐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
二表姐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
三表姐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
四表姐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五表姐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
花灯1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
花灯2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
花灯3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大礼品盒1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中礼品盒1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小礼品盒1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大礼品盒2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中礼品盒2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小礼品盒2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大礼品盒3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中礼品盒3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小礼品盒3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大礼品盒4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中礼品盒4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小礼品盒4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
礼品圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
特大圣诞树	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖旗对话	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镖旗战斗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大年兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小年兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
毒甲虫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
毒蜈蚣	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小毒蜂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
毒蚊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
剧毒食人草	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
毒蜥	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火黑教徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火白教徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火赤教徒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火使者	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
毒蝠	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火护法	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
啼血鸦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭巡寨	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭野牦牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭护印	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭夫人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭土司	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
白头雕	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
子夜虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
傀儡人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火长老	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火坛主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黑猩猩	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
野毛象	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
叛军巡逻	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
叛军卫兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
叛军武士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
千寻武僧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
千寻法僧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
摩尼僧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
陀罗尼僧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
持刀护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
持矛护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火妖妇	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
血鳞毒蟒	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
腐骨毒人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
驭毒阴姬	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
半蝶人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
狱火人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火大护法	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭勇士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭力士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
苗岭首领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
狱火狂人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
迦楼罗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火大长老	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
蚩火教总坛主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
阿修罗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
摩呼罗迦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
段承恩	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大理二皇子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
护卫队长	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
乾达婆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
千寻衲师	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紧那罗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
龙象法僧	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大理三皇子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花红	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花黄	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
