CÊp	T¨ng søc m¹nh v« lé tuyÕn	T¨ng linh ho¹t v« lé tuyÕn	T¨ng néi c«ng v« lé tuyÕn	T¨ng g©n cèt v« lé tuyÕn	T¨ng Linh ho¹t v« lé tuyÕn	T¨ng søc m¹nh ThiÕu L©m	T¨ng linh ho¹t ThiÕu L©m	T¨ng néi c«ng ThiÕu L©m	T¨ng g©n cèt ThiÕu L©m	T¨ng Linh ho¹t ThiÕu L©m	T¨ng søc m¹nh ThiÕu L©m tôc gia	T¨ng linh ho¹t ThiÕu L©m tôc gia	T¨ng néi c«ng ThiÕu L©m tôc gia	T¨ng g©n cèt ThiÕu L©m tôc gia	T¨ng Linh ho¹t ThiÕu L©m tôc gia	T¨ng søc m¹nh ThiÕu L©m thiÒn t¨ng	T¨ng linh ho¹t ThiÕu L©m thiÒn t¨ng	T¨ng néi c«ng ThiÕu L©m thiÒn t¨ng	T¨ng g©n cèt ThiÕu L©m thiÒn t¨ng	T¨ng Linh ho¹t ThiÕu L©m thiÒn t¨ng	T¨ng søc m¹nh ThiÕu L©m vâ t¨ng	T¨ng linh ho¹t ThiÕu L©m vâ t¨ng	T¨ng néi c«ng ThiÕu L©m vâ t¨ng	T¨ng g©n cèt ThiÕu L©m vâ t¨ng	T¨ng Linh ho¹t ThiÕu L©m vâ t¨ng	T¨ng søc m¹nh §­êng M«n	T¨ng linh ho¹t §­êng M«n	T¨ng néi c«ng §­êng M«n	T¨ng g©n cèt §­êng M«n	T¨ng Linh ho¹t §­êng M«n	T¨ng søc m¹nh phô §­êng M«n	T¨ng linh ho¹t phô §­êng M«n	T¨ng néi c«ng phô §­êng M«n	T¨ng c¨n c¬ phô §­êng M«n	T¨ng Linh ho¹t phô §­êng M«n	T¨ng søc m¹nh Nga My	T¨ng linh ho¹t Nga My	T¨ng néi c«ng Nga My	T¨ng g©n cèt Nga My	T¨ng Linh ho¹t Nga My	T¨ng søc m¹nh Nga My PhËt Gia	T¨ng linh ho¹t Nga My PhËt Gia	T¨ng néi c«ng Nga My PhËt Gia	T¨ng g©n cèt Nga My PhËt Gia	T¨ng Linh ho¹t Nga My PhËt Gia	T¨ng søc m¹nh Nga My Tôc Gia	T¨ng linh ho¹t Nga My Tôc Gia	T¨ng néi c«ng Nga My Tôc Gia	T¨ng g©n cèt Nga My Tôc Gia	T¨ng Linh ho¹t Nga My Tôc Gia	T¨ng søc m¹nh C¸i Bang	T¨ng linh ho¹t C¸i Bang	T¨ng néi c«ng C¸i Bang	T¨ng g©n cèt C¸i Bang	T¨ng Linh ho¹t C¸i Bang	T¨ng søc m¹nh C¸i Bang TÜnh y	T¨ng linh ho¹t C¸i Bang TÜnh y	T¨ng néi c«ng C¸i Bang TÜnh y	T¨ng g©n cèt C¸i Bang TÜnh y	T¨ng Linh ho¹t C¸i Bang TÜnh y	T¨ng søc m¹nh C¸i Bang ¤ Y	T¨ng linh ho¹t C¸i Bang ¤ Y	T¨ng néi c«ng C¸i Bang ¤ Y	T¨ng g©n cèt C¸i Bang ¤ Y	T¨ng Linh ho¹t C¸i Bang ¤ Y	T¨ng søc m¹nh Vâ §ang	T¨ng linh ho¹t Vâ §ang	T¨ng néi c«ng Vâ §ang	T¨ng g©n cèt Vâ §ang	T¨ng Linh ho¹t Vâ §ang	T¨ng søc m¹nh Vâ §ang ®¹o gia	T¨ng linh ho¹t Vâ §ang ®¹o gia	T¨ng néi c«ng Vâ §ang ®¹o gia	T¨ng g©n cèt Vâ §ang ®¹o gia	T¨ng Linh ho¹t Vâ §ang ®¹o gia	T¨ng søc m¹nh Vâ §ang tôc gia	T¨ng linh ho¹t Vâ §ang tôc gia	T¨ng néi c«ng Vâ §ang tôc gia	T¨ng g©n cèt Vâ §ang tôc gia	T¨ng Linh ho¹t Vâ §ang tôc gia	T¨ng søc m¹nh D­¬ng M«n	T¨ng linh ho¹t D­¬ng M«n	T¨ng néi c«ng D­¬ng M«n	T¨ng g©n cèt D­¬ng M«n	T¨ng Linh ho¹t D­¬ng M«n	T¨ng søc m¹nh D­¬ng M«n th­¬ng kþ	T¨ng linh ho¹t D­¬ng M«n th­¬ng kþ	T¨ng néi c«ng D­¬ng M«n th­¬ng kþ	T¨ng g©n cèt D­¬ng M«n th­¬ng kþ	T¨ng Linh ho¹t D­¬ng M«n th­¬ng kþ	T¨ng søc m¹nh D­¬ng M«n cung kþ	T¨ng linh ho¹t D­¬ng M«n cung kþ	T¨ng néi c«ng D­¬ng M«n cung kþ	T¨ng g©n cèt D­¬ng M«n cung kþ	T¨ng Linh ho¹t D­¬ng M«n cung kþ	T¨ng søc m¹nh Ngò §éc	T¨ng linh ho¹t Ngò §éc	T¨ng néi c«ng Ngò §éc	T¨ng g©n cèt Ngò §éc	T¨ng Linh ho¹t Ngò §éc	T¨ng søc m¹nh Ngò §éc tµ hiÖp	T¨ng linh ho¹t Ngò §éc tµ hiÖp	T¨ng néi c«ng Ngò §éc tµ hiÖp	T¨ng g©n cèt Ngò §éc tµ hiÖp	T¨ng Linh ho¹t Ngò §éc tµ hiÖp	T¨ng søc m¹nh Ngò §éc cæ s­	T¨ng linh ho¹t Ngò §éc cæ s­	T¨ng néi c«ng Ngò §éc cæ s­	T¨ng g©n cèt Ngò §éc cæ s­	T¨ng Linh ho¹t Ngò §éc cæ s­	C«n L«n søc m¹nh t¨ng	C«n L«n nhanh nhÑn t¨ng	C«n L«n néi c«ng t¨ng	C«n L«n g©n cèt t¨ng	C«n L«n linh ho¹t t¨ng	C«n L«n Thiªn S­ søc m¹nh t¨ng	C«n L«n Thiªn S­ nhanh nhÑn t¨ng	C«n L«n Thiªn S­ néi c«ng t¨ng	C«n L«n Thiªn S­ g©n cèt t¨ng	C«n L«n Thiªn S­ linh ho¹t t¨ng	Minh Gi¸o søc m¹nh t¨ng	Minh Gi¸o nhanh nhÑn t¨ng	Minh Gi¸o néi c«ng t¨ng	Minh Gi¸o g©n cèt t¨ng	Minh Gi¸o linh ho¹t t¨ng	Minh Gi¸o Th¸nh ChiÕn søc m¹nh t¨ng	Minh Gi¸o Th¸nh ChiÕn nhanh nhÑn t¨ng	Minh Gi¸o Th¸nh ChiÕn néi c«ng t¨ng	Minh Gi¸o Th¸nh ChiÕn g©n cèt t¨ng	Minh Gi¸o Th¸nh ChiÕn linh ho¹t t¨ng	Minh Gi¸o TrËn Binh søc m¹nh t¨ng	Minh Gi¸o TrËn Binh nhanh nhÑn t¨ng	Minh Gi¸o TrËn Binh néi c«ng t¨ng	Minh Gi¸o TrËn Binh g©n cèt t¨ng	Minh Gi¸o TrËn Binh linh ho¹t t¨ng	Minh Gi¸o HuyÕt Nh©n søc m¹nh t¨ng	Minh Gi¸o HuyÕt Nh©n nhanh nhÑn t¨ng	Minh Gi¸o HuyÕt Nh©n néi c«ng t¨ng	Minh Gi¸o HuyÕt Nh©n g©n cèt t¨ng	Minh Gi¸o HuyÕt Nh©n linh ho¹t t¨ng	Thóy Yªn søc m¹nh t¨ng	Thóy Yªn nhanh nhÑn t¨ng	Thóy Yªn néi c«ng t¨ng	Thóy Yªn g©n cèt t¨ng	Thóy Yªn linh ho¹t t¨ng	Thóy Yªn Vò Tiªn søc m¹nh t¨ng	Thóy Yªn Vò Tiªn nhanh nhÑn t¨ng	Thóy Yªn Vò Tiªn néi c«ng t¨ng	Thóy Yªn Vò Tiªn g©n cèt t¨ng	Thóy Yªn Vò Tiªn linh ho¹t t¨ng	Thóy Yªn Linh N÷ søc m¹nh t¨ng	Thóy Yªn Linh N÷ nhanh nhÑn t¨ng	Thóy Yªn Linh N÷ néi c«ng t¨ng	Thóy Yªn Linh N÷ g©n cèt t¨ng	Thóy Yªn Linh N÷ linh ho¹t t¨ng	§­êng M«n NhËm HiÖp søc m¹nh t¨ng	§­êng M«n NhËm HiÖp nhanh nhÑn t¨ng	§­êng M«n NhËm HiÖp néi c«ng t¨ng	§­êng M«n NhËm HiÖp g©n cèt t¨ng	§­êng M«n NhËm HiÖp linh ho¹t t¨ng	C«n L«n KiÕm T«n søc m¹nh t¨ng	C«n L«n KiÕm T«n nhanh nhÑn t¨ng	C«n L«n KiÕm T«n néi c«ng t¨ng	C«n L«n KiÕm T«n g©n cèt t¨ng	C«n L«n KiÕm T«n linh ho¹t t¨ng
71	0	0	0	0	0	0	0	0	0	0	14	9	0	38	0	0	0	36	18	10	0	19	28	13	0	0	0	0	0	0	8	40	17	0	0	0	0	0	0	0	0	0	28	18	18	0	28	26	10	0	0	0	0	0	0	36	10	10	10	0	0	29	8	9	17	0	0	0	0	0	0	0	38	10	17	0	18	17	0	28	0	0	0	0	0	40	0	17	8	0	8	40	8	8	0	0	0	0	0	0	17	28	17	0	0	0	0	17	17	28	0	0	0	0	0	0	0	38	10	17	0	0	0	0	0	36	10	0	10	10	0	18	17	0	28	0	40	8	17	0	0	0	0	0	0	17	40	0	8	0	8	0	0	17	40	17	0	0	8	40	8	40	0	17	0
72	0	0	0	0	0	0	0	0	0	0	14	9	0	39	0	0	0	37	18	10	0	19	29	13	0	0	0	0	0	0	9	40	17	0	0	0	0	0	0	0	0	0	29	18	18	0	29	26	10	0	0	0	0	0	0	37	10	10	10	0	0	29	9	9	17	0	0	0	0	0	0	0	39	10	17	0	18	17	0	29	0	0	0	0	0	40	0	17	9	0	9	40	9	9	0	0	0	0	0	0	17	29	17	0	0	0	0	17	17	29	0	0	0	0	0	0	0	39	10	17	0	0	0	0	0	37	10	0	10	10	0	18	17	0	29	0	40	9	17	0	0	0	0	0	0	17	40	0	9	0	9	0	0	17	40	17	0	0	9	40	9	40	0	17	0
73	0	0	0	0	0	0	0	0	0	0	15	9	0	39	0	0	0	38	18	10	0	19	30	13	0	0	0	0	0	0	9	41	17	0	0	0	0	0	0	0	0	0	30	18	18	0	30	26	10	0	0	0	0	0	0	38	10	10	10	0	0	30	9	9	17	0	0	0	0	0	0	0	39	10	18	0	18	17	0	30	0	0	0	0	0	41	0	17	9	0	9	41	9	9	0	0	0	0	0	0	17	30	17	0	0	0	0	17	17	30	0	0	0	0	0	0	0	39	10	18	0	0	0	0	0	38	10	0	10	10	0	18	17	0	30	0	41	9	17	0	0	0	0	0	0	17	41	0	9	0	9	0	0	17	41	17	0	0	9	41	9	41	0	17	0
74	0	0	0	0	0	0	0	0	0	0	15	9	0	40	0	0	0	39	18	10	0	19	30	14	0	0	0	0	0	0	9	41	18	0	0	0	0	0	0	0	0	0	30	19	18	0	30	27	10	0	0	0	0	0	0	39	10	10	10	0	0	30	9	9	18	0	0	0	0	0	0	0	40	10	18	0	18	18	0	30	0	0	0	0	0	41	0	18	9	0	9	41	9	9	0	0	0	0	0	0	18	30	18	0	0	0	0	18	18	30	0	0	0	0	0	0	0	40	10	18	0	0	0	0	0	39	10	0	10	10	0	18	18	0	30	0	41	9	18	0	0	0	0	0	0	18	41	0	9	0	9	0	0	18	41	18	0	0	9	41	9	41	0	18	0
75	0	0	0	0	0	0	0	0	0	0	15	9	0	41	0	0	0	40	18	10	0	20	30	14	0	0	0	0	0	0	9	42	18	0	0	0	0	0	0	0	0	0	30	19	19	0	30	28	10	0	0	0	0	0	0	40	10	10	10	0	0	31	9	9	18	0	0	0	0	0	0	0	41	10	18	0	19	18	0	30	0	0	0	0	0	42	0	18	9	0	9	42	9	9	0	0	0	0	0	0	18	30	18	0	0	0	0	18	18	30	0	0	0	0	0	0	0	41	10	18	0	0	0	0	0	40	10	0	10	10	0	19	18	0	30	0	42	9	18	0	0	0	0	0	0	18	42	0	9	0	9	0	0	18	42	18	0	0	9	42	9	42	0	18	0
76	0	0	0	0	0	0	0	0	0	0	16	9	0	41	0	0	0	41	18	10	0	20	31	14	0	0	0	0	0	0	9	43	18	0	0	0	0	0	0	0	0	0	31	19	19	0	31	28	10	0	0	0	0	0	0	41	10	10	10	0	0	31	9	10	18	0	0	0	0	0	0	0	41	10	19	0	19	18	0	31	0	0	0	0	0	43	0	18	9	0	9	43	9	9	0	0	0	0	0	0	18	31	18	0	0	0	0	18	18	31	0	0	0	0	0	0	0	41	10	19	0	0	0	0	0	41	10	0	10	10	0	19	18	0	31	0	43	9	18	0	0	0	0	0	0	18	43	0	9	0	9	0	0	18	43	18	0	0	9	43	9	43	0	18	0
77	0	0	0	0	0	0	0	0	0	0	16	9	0	42	0	0	0	42	18	10	0	20	31	15	0	0	0	0	0	0	9	43	19	0	0	0	0	0	0	0	0	0	31	20	19	0	31	29	10	0	0	0	0	0	0	42	10	10	10	0	0	31	9	10	19	0	0	0	0	0	0	0	42	10	19	0	19	19	0	31	0	0	0	0	0	43	0	19	9	0	9	43	9	9	0	0	0	0	0	0	19	31	19	0	0	0	0	19	19	31	0	0	0	0	0	0	0	42	10	19	0	0	0	0	0	42	10	0	10	10	0	19	19	0	31	0	43	9	19	0	0	0	0	0	0	19	43	0	9	0	9	0	0	19	43	19	0	0	9	43	9	43	0	19	0
78	0	0	0	0	0	0	0	0	0	0	16	9	0	43	0	0	0	43	18	10	0	21	31	15	0	0	0	0	0	0	9	44	19	0	0	0	0	0	0	0	0	0	31	20	20	0	31	29	10	0	0	0	0	0	0	43	10	10	10	0	0	32	9	10	19	0	0	0	0	0	0	0	43	10	19	0	20	19	0	31	0	0	0	0	0	44	0	19	9	0	9	44	9	9	0	0	0	0	0	0	19	31	19	0	0	0	0	19	19	31	0	0	0	0	0	0	0	43	10	19	0	0	0	0	0	43	10	0	10	10	0	20	19	0	31	0	44	9	19	0	0	0	0	0	0	19	44	0	9	0	9	0	0	19	44	19	0	0	9	44	9	44	0	19	0
79	0	0	0	0	0	0	0	0	0	0	17	9	0	43	0	0	0	44	18	10	0	21	32	15	0	0	0	0	0	0	10	44	19	0	0	0	0	0	0	0	0	0	32	20	20	0	32	29	10	0	0	0	0	0	0	44	10	10	10	0	0	32	10	10	19	0	0	0	0	0	0	0	43	10	20	0	20	19	0	32	0	0	0	0	0	44	0	19	10	0	10	44	10	10	0	0	0	0	0	0	19	32	19	0	0	0	0	19	19	32	0	0	0	0	0	0	0	43	10	20	0	0	0	0	0	44	10	0	10	10	0	20	19	0	32	0	44	10	19	0	0	0	0	0	0	19	44	0	10	0	10	0	0	19	44	19	0	0	10	44	10	44	0	19	0
80	0	0	0	0	0	0	0	0	0	0	17	9	0	44	0	0	0	45	18	10	0	21	33	15	0	0	0	0	0	0	10	45	19	0	0	0	0	0	0	0	0	0	33	20	20	0	33	29	10	0	0	0	0	0	0	45	10	10	10	0	0	33	10	10	19	0	0	0	0	0	0	0	44	10	20	0	20	19	0	33	0	0	0	0	0	45	0	19	10	0	10	45	10	10	0	0	0	0	0	0	19	33	19	0	0	0	0	19	19	33	0	0	0	0	0	0	0	44	10	20	0	0	0	0	0	45	10	0	10	10	0	20	19	0	33	0	45	10	19	0	0	0	0	0	0	19	45	0	10	0	10	0	0	19	45	19	0	0	10	45	10	45	0	19	0
81	0	0	0	0	0	0	0	0	0	0	17	9	0	45	0	0	0	45	19	10	0	21	34	15	0	0	0	0	0	0	10	45	20	0	0	0	0	0	0	0	0	0	34	20	20	0	34	29	10	0	0	0	0	0	0	45	10	10	10	0	0	33	10	10	20	0	0	0	0	0	0	0	45	10	20	0	20	19	0	34	0	0	0	0	0	45	0	20	10	0	10	45	10	10	0	0	0	0	0	0	20	34	20	0	0	0	0	20	20	34	0	0	0	0	0	0	0	45	10	20	0	0	0	0	0	45	10	0	10	10	0	20	19	0	34	0	45	10	20	0	0	0	0	0	0	20	45	0	10	0	10	0	0	19	45	19	0	0	10	45	10	45	0	19	0
82	0	0	0	0	0	0	0	0	0	0	18	9	0	45	0	0	0	45	19	10	0	21	35	15	0	0	0	0	0	0	10	46	20	0	0	0	0	0	0	0	0	0	35	20	20	0	35	29	10	0	0	0	0	0	0	45	10	10	10	0	0	34	10	10	20	0	0	0	0	0	0	0	45	10	20	0	20	19	0	35	0	0	0	0	0	46	0	20	10	0	10	46	10	10	0	0	0	0	0	0	20	35	20	0	0	0	0	20	20	35	0	0	0	0	0	0	0	45	10	20	0	0	0	0	0	45	10	0	10	10	0	20	19	0	35	0	46	10	20	0	0	0	0	0	0	20	46	0	10	0	10	0	0	19	46	19	0	0	10	46	10	46	0	19	0
83	0	0	0	0	0	0	0	0	0	0	18	10	0	45	0	0	0	46	19	10	0	22	35	15	0	0	0	0	0	0	10	46	20	0	0	0	0	0	0	0	0	0	35	20	20	0	35	30	10	0	0	0	0	0	0	46	10	10	10	0	0	35	10	10	20	0	0	0	0	0	0	0	45	10	20	0	20	20	0	35	0	0	0	0	0	46	0	20	10	0	10	46	10	10	0	0	0	0	0	0	20	35	20	0	0	0	0	20	20	35	0	0	0	0	0	0	0	45	10	20	0	0	0	0	0	46	10	0	10	10	0	20	20	0	35	0	46	10	20	0	0	0	0	0	0	20	46	0	10	0	10	0	0	20	46	20	0	0	10	46	10	46	0	20	0
84	0	0	0	0	0	0	0	0	0	0	18	10	0	46	0	0	0	46	19	10	0	22	36	15	0	0	0	0	0	0	10	47	20	0	0	0	0	0	0	0	0	0	36	20	20	0	36	30	10	0	0	0	0	0	0	46	10	10	10	0	0	35	10	10	20	0	0	0	0	0	0	0	46	10	20	0	20	20	0	36	0	0	0	0	0	47	0	20	10	0	10	47	10	10	0	0	0	0	0	0	20	36	20	0	0	0	0	20	20	36	0	0	0	0	0	0	0	46	10	20	0	0	0	0	0	46	10	0	10	10	0	20	20	0	36	0	47	10	20	0	0	0	0	0	0	20	47	0	10	0	10	0	0	20	47	20	0	0	10	47	10	47	0	20	0
85	0	0	0	0	0	0	0	0	0	0	19	10	0	46	0	0	0	46	19	10	0	23	36	15	0	0	0	0	0	0	10	47	20	0	0	0	0	0	0	0	0	0	36	20	20	0	36	30	10	0	0	0	0	0	0	46	10	10	10	0	0	36	10	10	20	0	0	0	0	0	0	0	46	10	20	0	20	20	0	37	0	0	0	0	0	47	0	20	10	0	10	47	10	10	0	0	0	0	0	0	20	37	20	0	0	0	0	20	20	37	0	0	0	0	0	0	0	46	10	20	0	0	0	0	0	46	10	0	10	10	0	20	20	0	37	0	47	10	20	0	0	0	0	0	0	20	47	0	10	0	10	0	0	20	47	20	0	0	10	47	10	47	0	20	0
86	0	0	0	0	0	0	0	0	0	0	19	10	0	47	0	0	0	47	19	10	0	23	37	15	0	0	0	0	0	0	10	47	20	0	0	0	0	0	0	0	0	0	37	20	20	0	37	30	10	0	0	0	0	0	0	47	10	10	10	0	0	36	10	10	20	0	0	0	0	0	0	0	47	10	20	0	20	20	0	37	0	0	0	0	0	47	0	20	10	0	10	47	10	10	0	0	0	0	0	0	20	37	20	0	0	0	0	20	20	37	0	0	0	0	0	0	0	47	10	20	0	0	0	0	0	47	10	0	10	10	0	20	20	0	37	0	47	10	20	0	0	0	0	0	0	20	47	0	10	0	10	0	0	20	47	20	0	0	10	47	10	47	0	20	0
87	0	0	0	0	0	0	0	0	0	0	19	10	0	47	0	0	0	47	20	10	0	24	37	15	0	0	0	0	0	0	10	47	20	0	0	0	0	0	0	0	0	0	37	20	20	0	37	30	10	0	0	0	0	0	0	47	10	10	10	0	0	37	10	10	20	0	0	0	0	0	0	0	47	10	20	0	20	20	0	38	0	0	0	0	0	47	0	20	10	0	10	47	10	10	0	0	0	0	0	0	20	38	20	0	0	0	0	20	20	38	0	0	0	0	0	0	0	47	10	20	0	0	0	0	0	47	10	0	10	10	0	20	20	0	38	0	47	10	20	0	0	0	0	0	0	20	47	0	10	0	10	0	0	20	47	20	0	0	10	47	10	47	0	20	0
88	0	0	0	0	0	0	0	0	0	0	20	10	0	47	0	0	0	47	20	10	0	24	38	15	0	0	0	0	0	0	10	48	20	0	0	0	0	0	0	0	0	0	38	20	20	0	38	30	10	0	0	0	0	0	0	47	10	10	10	0	0	37	10	10	20	0	0	0	0	0	0	0	47	10	20	0	20	20	0	38	0	0	0	0	0	48	0	20	10	0	10	48	10	10	0	0	0	0	0	0	20	38	20	0	0	0	0	20	20	38	0	0	0	0	0	0	0	47	10	20	0	0	0	0	0	47	10	0	10	10	0	20	20	0	38	0	48	10	20	0	0	0	0	0	0	20	48	0	10	0	10	0	0	20	48	20	0	0	10	48	10	48	0	20	0
89	0	0	0	0	0	0	0	0	0	0	20	10	0	48	0	0	0	48	20	10	0	25	38	15	0	0	0	0	0	0	10	48	20	0	0	0	0	0	0	0	0	0	38	20	20	0	38	30	10	0	0	0	0	0	0	48	10	10	10	0	0	38	10	10	20	0	0	0	0	0	0	0	48	10	20	0	20	20	0	39	0	0	0	0	0	48	0	20	10	0	10	48	10	10	0	0	0	0	0	0	20	39	20	0	0	0	0	20	20	39	0	0	0	0	0	0	0	48	10	20	0	0	0	0	0	48	10	0	10	10	0	20	20	0	39	0	48	10	20	0	0	0	0	0	0	20	48	0	10	0	10	0	0	20	48	20	0	0	10	48	10	48	0	20	0
90	0	0	0	0	0	0	0	0	0	0	20	10	0	48	0	0	0	48	20	10	0	25	38	15	0	0	0	0	0	0	10	48	20	0	0	0	0	0	0	0	0	0	38	20	20	0	38	30	10	0	0	0	0	0	0	48	10	10	10	0	0	38	10	10	20	0	0	0	0	0	0	0	48	10	20	0	20	20	0	39	0	0	0	0	0	48	0	20	10	0	10	48	10	10	0	0	0	0	0	0	20	39	20	0	0	0	0	20	20	39	0	0	0	0	0	0	0	48	10	20	0	0	0	0	0	48	10	0	10	10	0	20	20	0	39	0	48	10	20	0	0	0	0	0	0	20	48	0	10	0	10	0	0	20	48	20	0	0	10	48	10	48	0	20	0
91	0	0	0	0	0	0	0	0	0	0	20	10	0	48	0	0	0	48	20	10	0	25	39	15	0	0	0	0	0	0	10	48	20	0	0	0	0	0	0	0	0	0	39	20	20	0	39	30	10	0	0	0	0	0	0	48	10	10	10	0	0	38	10	10	20	0	0	0	0	0	0	0	48	10	20	0	20	20	0	39	0	0	0	0	0	48	0	20	10	0	10	48	10	10	0	0	0	0	0	0	20	39	20	0	0	0	0	20	20	39	0	0	0	0	0	0	0	48	10	20	0	0	0	0	0	48	10	0	10	10	0	20	20	0	39	0	48	10	20	0	0	0	0	0	0	20	48	0	10	0	10	0	0	20	48	20	0	0	10	48	10	48	0	20	0
92	0	0	0	0	0	0	0	0	0	0	20	10	0	49	0	0	0	49	20	10	0	25	39	15	0	0	0	0	0	0	10	49	20	0	0	0	0	0	0	0	0	0	39	20	20	0	39	30	10	0	0	0	0	0	0	49	10	10	10	0	0	39	10	10	20	0	0	0	0	0	0	0	49	10	20	0	20	20	0	39	0	0	0	0	0	49	0	20	10	0	10	49	10	10	0	0	0	0	0	0	20	39	20	0	0	0	0	20	20	39	0	0	0	0	0	0	0	49	10	20	0	0	0	0	0	49	10	0	10	10	0	20	20	0	39	0	49	10	20	0	0	0	0	0	0	20	49	0	10	0	10	0	0	20	49	20	0	0	10	49	10	49	0	20	0
93	0	0	0	0	0	0	0	0	0	0	20	10	0	49	0	0	0	49	20	10	0	25	39	15	0	0	0	0	0	0	10	49	20	0	0	0	0	0	0	0	0	0	39	20	20	0	39	30	10	0	0	0	0	0	0	49	10	10	10	0	0	39	10	10	20	0	0	0	0	0	0	0	49	10	20	0	20	20	0	39	0	0	0	0	0	49	0	20	10	0	10	49	10	10	0	0	0	0	0	0	20	39	20	0	0	0	0	20	20	39	0	0	0	0	0	0	0	49	10	20	0	0	0	0	0	49	10	0	10	10	0	20	20	0	39	0	49	10	20	0	0	0	0	0	0	20	49	0	10	0	10	0	0	20	49	20	0	0	10	49	10	49	0	20	0
94	0	0	0	0	0	0	0	0	0	0	20	10	0	49	0	0	0	49	20	10	0	25	39	15	0	0	0	0	0	0	10	49	20	0	0	0	0	0	0	0	0	0	39	20	20	0	39	30	10	0	0	0	0	0	0	49	10	10	10	0	0	39	10	10	20	0	0	0	0	0	0	0	49	10	20	0	20	20	0	39	0	0	0	0	0	49	0	20	10	0	10	49	10	10	0	0	0	0	0	0	20	39	20	0	0	0	0	20	20	39	0	0	0	0	0	0	0	49	10	20	0	0	0	0	0	49	10	0	10	10	0	20	20	0	39	0	49	10	20	0	0	0	0	0	0	20	49	0	10	0	10	0	0	20	49	20	0	0	10	49	10	49	0	20	0
95	0	0	0	0	0	0	0	0	0	0	20	10	0	50	0	0	0	50	20	10	0	25	40	15	0	0	0	0	0	0	10	50	20	0	0	0	0	0	0	0	0	0	40	20	20	0	40	30	10	0	0	0	0	0	0	50	10	10	10	0	0	40	10	10	20	0	0	0	0	0	0	0	50	10	20	0	20	20	0	40	0	0	0	0	0	50	0	20	10	0	10	50	10	10	0	0	0	0	0	0	20	40	20	0	0	0	0	20	20	40	0	0	0	0	0	0	0	50	10	20	0	0	0	0	0	50	10	0	10	10	0	20	20	0	40	0	50	10	20	0	0	0	0	0	0	20	50	0	10	0	10	0	0	20	50	20	0	0	10	50	10	50	0	20	0
96	0	0	0	0	0	0	0	0	0	0	20	10	0	50	0	0	0	50	20	10	0	25	40	15	0	0	0	0	0	0	10	50	20	0	0	0	0	0	0	0	0	0	40	20	20	0	40	30	10	0	0	0	0	0	0	50	10	10	10	0	0	40	10	10	20	0	0	0	0	0	0	0	50	10	20	0	20	20	0	40	0	0	0	0	0	50	0	20	10	0	10	50	10	10	0	0	0	0	0	0	20	40	20	0	0	0	0	20	20	40	0	0	0	0	0	0	0	50	10	20	0	0	0	0	0	50	10	0	10	10	0	20	20	0	40	0	50	10	20	0	0	0	0	0	0	20	50	0	10	0	10	0	0	20	50	20	0	0	10	50	10	50	0	20	0
97	0	0	0	0	0	0	0	0	0	0	20	10	0	50	0	0	0	50	20	10	0	25	40	15	0	0	0	0	0	0	10	50	20	0	0	0	0	0	0	0	0	0	40	20	20	0	40	30	10	0	0	0	0	0	0	50	10	10	10	0	0	40	10	10	20	0	0	0	0	0	0	0	50	10	20	0	20	20	0	40	0	0	0	0	0	50	0	20	10	0	10	50	10	10	0	0	0	0	0	0	20	40	20	0	0	0	0	20	20	40	0	0	0	0	0	0	0	50	10	20	0	0	0	0	0	50	10	0	10	10	0	20	20	0	40	0	50	10	20	0	0	0	0	0	0	20	50	0	10	0	10	0	0	20	50	20	0	0	10	50	10	50	0	20	0
98	0	0	0	0	0	0	0	0	0	0	20	10	0	50	0	0	0	50	20	10	0	25	40	15	0	0	0	0	0	0	10	50	20	0	0	0	0	0	0	0	0	0	40	20	20	0	40	30	10	0	0	0	0	0	0	50	10	10	10	0	0	40	10	10	20	0	0	0	0	0	0	0	50	10	20	0	20	20	0	40	0	0	0	0	0	50	0	20	10	0	10	50	10	10	0	0	0	0	0	0	20	40	20	0	0	0	0	20	20	40	0	0	0	0	0	0	0	50	10	20	0	0	0	0	0	50	10	0	10	10	0	20	20	0	40	0	50	10	20	0	0	0	0	0	0	20	50	0	10	0	10	0	0	20	50	20	0	0	10	50	10	50	0	20	0
99	0	0	0	0	0	0	0	0	0	0	20	10	0	50	0	0	0	50	20	10	0	25	40	15	0	0	0	0	0	0	10	50	20	0	0	0	0	0	0	0	0	0	40	20	20	0	40	30	10	0	0	0	0	0	0	50	10	10	10	0	0	40	10	10	20	0	0	0	0	0	0	0	50	10	20	0	20	20	0	40	0	0	0	0	0	50	0	20	10	0	10	50	10	10	0	0	0	0	0	0	20	40	20	0	0	0	0	20	20	40	0	0	0	0	0	0	0	50	10	20	0	0	0	0	0	50	10	0	10	10	0	20	20	0	40	0	50	10	20	0	0	0	0	0	0	20	50	0	10	0	10	0	0	20	50	20	0	0	10	50	10	50	0	20	0
