Index	Level	TaskID	TaskValue	TaskInfo
196	10	150	18	<color=green>Nh.vô Ph¹m Träng Yªm<color>: B»ng h÷u muèn Tèng Giang tiÕt lé, xem ra ph¶i ®¸nh b¹i 3 vÞ h¶o h¸n bªn c¹nh Tèng Giang (189.172) lµ <color=yellow>Tèng V¹n, Lý LËp, Cè §¹i TÈu<color>.
197	10	150	20	<color=green>Nh.vô Ph¹m Träng Yªm<color>: Tèng Giang nghi ngê TrÇn Phi D­¬ng ®· tiÕt lé bÝ mËt liÖn quan ®Õn b¶n S¬n Hµ X· T¾c, b»ng h÷u h·y lªn ThiÕu L©m gÆp <color=yellow>HuyÒn Tõ Ph­¬ng Tr­îng (199.198)<color> hái vÒ chuyÖn cña TrÇn Phi D­¬ng.
198	10	150	21	<color=green>Nh.vô Ph¹m Träng Yªm<color>: TrÇn Phi D­¬ng th­êng ®Õn ThiÕu L©m mËt thÊt? B»ng h÷u sao kh«ng ®Õn ®ã xem xem cã thÓ t×m thÊy manh mèi tõ <color=yellow>§ång nh©n<color> kh«ng
199	10	150	22	<color=green>Nh.vô Ph¹m Träng Yªm<color>: §¸nh b¹i §ång nh©n nhËn ®­îc nh÷ng m¶nh vì cã ghi ch÷, e r»ng chØ cã <color=yellow>Gia C¸t Kú (197.197)<color> míi nhËn ra, b»ng h÷u h·y vÒ gÆp l·o tiÒn bèi!
200	10	150	23	<color=green>Nh.vô Ph¹m Träng Yªm<color>: Gia C¸t Kú (197.197) ®ang ®ãi, xem ra b»ng h÷u ph¶i t×m <color=yellow>2 dÜa m¨ng xµo vµ 4 c¸i b¸nh Ng«<color>. (Kü n¨ng nÊu n­íng vµ kü n¨ng giang hå)
201	10	150	24	<color=green>Nh.vô Ph¹m Träng Yªm<color>: Kh«ng ngê <color=yellow>TrÇn Phi D­¬ng (160.184)<color> cÊu kÕt víi T©y H¹, b»ng h÷u h·y thö anh ta xem ph¶n øng nh­ thÕ nµo!
202	10	150	25	<color=green>Nh.vô Ph¹m Träng Yªm<color>: Kh«ng ngê  TrÇn Phi D­¬ng lµ néi gi¸n cña T©y H¹, tr­íc m¾t b»ng h÷u h·y h¹ <color=yellow>10 tªn §ao tuyÖt vµ 8 tªn KiÕm cuång<color>.
203	10	150	30	<color=green>Nh.vô Ph¹m Träng Yªm<color>: ¤i, thËt tiÕc cho TrÇn Phi D­¬ng c¶ ®êi hµnh hiÖp, b»ng h÷u h·y gióp TrÇn Phi D­¬ng göi th­ cho <color=yellow>HuyÒn Tõ Ph­¬ng Tr­îng (199.198)<color>.
204	10	150	31	<color=green>Nh.vô Ph¹m Träng Yªm<color>: ¤i, thËt tiÕc cho TrÇn Phi D­¬ng c¶ ®êi hµnh hiÖp, b»ng h÷u h·y gióp TrÇn Phi D­¬ng göi th­ cho <color=yellow>Bang chñ C¸i Bang Long T¹i Thiªn (193.198)<color>.
205	10	150	32	<color=green>Nh.vô Ph¹m Träng Yªm<color>: ViÖc ®· xong, b»ng h÷u h·y mau vÒ Nam Thµnh §« gÆp <color=yellow>Gia C¸t Kú (197.197)<color>.
206	10	119	6	<color=green>Nh.vô H¹ HÇu CÇm<color>: <color=yellow>H¹ HÇu CÇm (223.197) ë D­¬ng Ch©u<color>, d­êng nh­ cã chuyÖn g×, phiÒn b»ng h÷u ®i hái th¨m.
207	10	119	7	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u kh«ng ph¶i høa víi H¹ HÇu CÇm ®Õn D­¬ng Ch©u hái ®¹i phu TrÇn MÉn 214.201) chøng bÖnh H¹ HÇu Liªn ®ã sao?
208	10	119	8	<color=green>Nh.vô H¹ HÇu CÇm<color>: §Ó trÞ bÖnh cho H¹ HÇu Liªn, B»ng h÷u kh«ng ph¶i høa víi <color=yellow>§¹i phu TrÇn MÉn 214.201)<color> t×m <color=yellow>mét hoµng hæ linh cèt<color> ®ã sao? (®¸nh hæ d÷ ë ThiÕu L©m, Linh B¶o S¬n)
209	10	119	9	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· lÊy ®­îc hoµng hæ linh cèt, h·y mau vÒ gÆp <color=yellow>®¹i phu TrÇn MÉn 214.201)<color>.
210	10	119	10	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· bµo chÕ xong hoµng cèt linh phÊn, h·y mau t×m <color=yellow>H¹ HÇu Liªn (202.195)<color> khuyªn nµng uèng.
211	10	119	11	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· ®­a thuèc cho H¹ HÇu CÇm uèng, sÏ mau chãng b×nh phôc, h·y vÒ gÆp <color=yellow>H¹ HÇu CÇm (223.197)<color>.
212	10	119	13	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u kh«ng ph¶i høa víi H¹ HÇu CÇm ®Õn D­¬ng Ch©u gÆp <color=yellow>Thî rÌn M·nh Nham  (196.196)<color> hái xem t¹i sao gi¸ vò khÝ Giang Nam t¨ng cao?
213	10	119	14	<color=green>Nh.vô H¹ HÇu CÇm<color>: M·nh Nham  bÞ Ðp lµm vò khÝ, hiÖn giê thiÕu vËt liÖu, xem ra muèn biÕt tin tøc, chØ cßn c¸ch gióp t×m vËt liÖu chÕ t¹o. B»ng h÷u h·y ®Õn <color=yellow>Long TuyÒn th«n ®¸nh b¹i Th¶o KhÊu<color> lÊy vÒ <color=yellow>20 Sinh thiÕt<color>.
214	10	119	15	<color=green>Nh.vô H¹ HÇu CÇm<color>: Th× ra ng­êi Ðp M·nh Nham rÌn vò khÝ lµ <color=yellow>H­íng Ty Thanh ë Long TuyÒn th«n (167.185)<color> b»ng h÷u h·y ®i hái râ.
215	10	119	16	<color=green>Nh.vô H¹ HÇu CÇm<color>: H­íng Ty Thanh nãi cã c¸ch trÞ bÖnh H¹ HÇu Liªn, b»ng h÷u h·y ®Õn V©n Méng Tr¹ch (phÝa T©y D­¬ng Ch©u) nghÜ c¸ch tiªu diÖt <color=yellow>Cãc d÷<color> lÊy <color=yellow>3 chÐn thiÒm t«<color>.
216	10	119	17	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· nhËn ®­îc thuèc gi¶i cña H­íng Ty Thanh, mau vÒ D­¬ng Ch©u gÆp <color=yellow>®¹i phu TrÇn MÉn 214.201)<color> kiÓm tra xem cã vÊn ®Ò kh«ng
217	10	119	18	<color=green>Nh.vô H¹ HÇu CÇm<color>: §¹i phu TrÇn MÉn ®· kiÓm tra thuèc gi¶i kh«ng cã vÊn ®Ò, b»ng h÷u h·y ®i hái <color=yellow>H¹ HÇu CÇm (223.197)<color> nghÜ thÕ nµo?
218	10	119	19	<color=green>Nh.vô H¹ HÇu CÇm<color>: H¹ HÇu CÇm ®· ®ång ý, b»ng h÷u mau ®­a Thiªn thiÒm hoa ®éc cao cho <color=yellow>H¹ HÇu Liªn (202.195)<color> uèng.
219	10	119	20	<color=green>Nh.vô H¹ HÇu CÇm<color>: Sau khi H¹ HÇu Liªn uèng thuèc gi¶i cã ph¶n øng g× h·y th«ng b¸o cho <color=yellow>H¹ HÇu CÇm (223.197)<color> biÕt ®Ó yªn t©m phÇn nµo, nh©n tiÖn xem cßn cã viÖc g× n÷a kh«ng
220	10	119	21	<color=green>Nh.vô H¹ HÇu CÇm<color>: L«i Th¾ng, Xi Háa gi¸o ®Çu môc n­¬ng nhê Tr­êng Ca m«n, bÞ truy s¸t, hiÖn t¹i ®ang Èn nÊp ë Long TuyÒn th«n trong Thanh Khª §éng <color=yellow>täa ®é (231.180)<color>, b»ng h÷u h·y mau ®Õn cøu.
221	10	119	22	<color=green>Nh.vô H¹ HÇu CÇm<color>: Kh«ng ngê L«i Th¾ng vÉn ch­a tõ bá thñ ®o¹n th©m ®éc, b»ng h÷u mau vÒ D­¬ng Ch©u gÆp <color=yellow>H¹ HÇu CÇm (223.197)<color>. §¸nh b¹i L«i Th¾ng t×m ®­îc <color=yellow>mËt th­ vµ kim ch©m<color> cã thÓ lµ manh mèi 
222	10	119	23	<color=green>Nh.vô H¹ HÇu CÇm<color>: Trªn ng­êi L«i Th¾ng cßn cã vËt quan träng, b»ng h÷u h·y quay trë l¹i Thanh Khª §éng lôc so¸t <color=yellow>thi thÓ (231.180)<color>.
223	10	119	24	<color=green>Nh.vô H¹ HÇu CÇm<color>: Nöa tÊm b¶n ®å bªn ph¶i ®· bÞ Thiªn ¢m vâ sÜ ®o¹t mÊt, b»ng h÷u h·y mau ®Õn Thanh Khª §éng ®¸nh b¹i <color=yellow>Thiªn ¢m vâ sÜ<color> lÊy l¹i.
224	10	119	25	<color=green>Nh.vô H¹ HÇu CÇm<color>: Cuèi cïng ®· t×m ®ñ tÊm b¶n ®å, b»ng h÷u h·y ®Õn T¹p hãa mua Cuèc, sau ®ã ®Õn <color=yellow>miÕu thê trªn Vò Di S¬n (167.195)<color> ®µo thö xem!
225	10	119	26	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· t×m ®­îc thÇn bÝ b¶o vËt, h·y mau vÒ D­¬ng Ch©u gÆp <color=yellow>H¹ HÇu CÇm (223.197)<color>.
226	10	119	27	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u kh«ng ph¶i høa gióp H¹ HÇu CÇm (223.197) mang thÇn bÝ b¶o vËt giao cho <color=yellow>§­êng Ninh trªn Vò Di s¬n (177.183)<color> ®ã sao?
227	10	119	28	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· giao thÇn bÝ b¶o vËt cho §­êng Ninh, h·y mau vÒ D­¬ng Ch©u gÆp <color=yellow>H¹ HÇu CÇm (223.197)<color> b¸o tin.
228	10	147	1	<color=green>Nh.vô H¹ HÇu CÇm<color>: Phi béc kim ch©m nµy th× ra lµ cña §­êng M«n. H·y ®Õn §­êng M«n thØnh gi¸o <color=yellow>§­êng M«n L·o L·o (199.176)<color>.
229	10	147	2	<color=green>Nh.vô H¹ HÇu CÇm<color>: §­êng M«n L·o L·o tuy ®· høa gióp ®iÒu tra, nh­ng b»ng h÷u còng ph¶i t×m <color=yellow>20 Bß c¹p vÜ ch©m<color> chø (®¸nh Bß c¹p ë V©n Méng Tr¹ch)
230	10	147	3	<color=green>Nh.vô H¹ HÇu CÇm<color>: §­êng M«n L·o L·o ®ang ®iÒu tra, nh­ng xem ra ph¶i <color=yellow>chê míi cã tin tøc<color>, b»ng h÷u h·y lµm viÖc kh¸c ®i.
231	10	148	1	<color=green>Nh.vô H¹ HÇu CÇm<color>: Ta nghe nãi <color=yellow>Tr­¬ng B¸ H¸n ë D­¬ng Ch©u (213.194)<color> ®ang gÆp phiÒn phøc, phiÒn b»ng h÷u ®Õn ®ã 1 chuyÕn.
232	10	148	2	<color=green>Nh.vô H¹ HÇu CÇm<color>: <color=yellow>Tr­¬ng B¸ H¸n bÞ mÊt gãi ®å (196.183)<color>ë Vò Di S¬n, phiÒn b»ng h÷u t×m vÒ.
233	10	148	3	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u kh«ng ph¶i ®Õn D­¬ng Ch©u gÆp <color=yellow>Lý TiÕn Dòng (220.194)<color> hái gÇn ®©y rÊt nhiÒu dÞ thó xuÊt hiÖn ®ã sao?
234	10	148	4	<color=green>Nh.vô H¹ HÇu CÇm<color>: §Ó gióp Lý TiÕn Dòng ®iÒu tra dÞ thó xuÊt hiÖn, h·y lªn Vò Di S¬n ®¸nh <color=yellow>Th­¬ng Viªn<color> lÊy 1 tÊm da vÒ.
235	10	148	5	<color=green>Nh.vô H¹ HÇu CÇm<color>: ChØ cã da Th­¬ng Viªn, xem ra Lý TiÕn Dòng kh«ng thÓ ®o¸n ®Þnh. H·y lªn Vò Di S¬n lÊy thªm 1 sîi l«ng <color=yellow>Ng©n hå<color>!
236	10	148	6	<color=green>Nh.vô H¹ HÇu CÇm<color>: Lý TiÕn Dòng còng kh«ng thÓ ®o¸n ®­îc viÖc nµy lµ tèt hay xÊu, nhê b»ng h÷u ®Õn D­¬ng Ch©u gÆp b¹n lµ <color=yellow>L­u HuyÒn Thanh (197.194)<color> hái xem.
237	10	148	7	<color=green>Nh.vô H¹ HÇu CÇm<color>: Xem ra ph¶i hái L­u HuyÒn Thanh, tr­íc lµm L­u HuyÒn Thanh bít giËn, b»ng h÷u h·y lªn L­ìng Thñy §éng trªn Phôc Ng­u s¬n gi¸o huÊn <color=yellow>30 tªn Th­¬ng ThÇn<color>.
238	10	148	8	<color=green>Nh.vô H¹ HÇu CÇm<color>:B»ng h÷u ®· gi¸o huÊn xong, vÒ gÆp <color=yellow>L­u HuyÒn Thanh (197.194)<color>.
239	10	148	9	<color=green>Nh.vô H¹ HÇu CÇm<color>:B»ng h÷u kh«ng ph¶i høa víi L­u HuyÒn Thanh mang ®Êt sÐt ë L­ìng Thñy §éng vÒ sao? <color=yellow>(§Õn tÇng 1 L­ìng Thñy ®éng (211.186), sö dông kh«ng b×nh tö)<color>
240	10	148	10	<color=green>Nh.vô H¹ HÇu CÇm<color>: Th× ra cã liªn quan ®Õn Xi Háa gi¸o, b»ng h÷u h·y ®Õn D­¬ng Ch©u hái <color=yellow>Thu Dung (209.189)<color>.
241	10	148	11	<color=green>Nh.vô H¹ HÇu CÇm<color>: Muèn Thu Dung nãi vÒ Xi Háa Gi¸o, ph¶i cã Thiªn H­¬ng YÕt ChØ, b»ng h÷u h·y ®Õn D­¬ng Ch©u gÆp <color=yellow>T­ëng Duy (209.202)<color>.
242	10	148	12	<color=green>Nh.vô H¹ HÇu CÇm<color>: Muèn lµm Thiªn H­¬ng YÕt ChØ, b»ng h÷u ph¶i ®Õn <color=yellow>Giang T©n Th«n ®¸nh ¢m hån lÊy ¸m yªn, lµm 1 phÇn Chu sa, ®Õn H¹nh Hoa Th«n ®¸nh Ong vµng lÊy tæ ong, cuèi cïng vµo tÇng 2 ThÊt Tinh ®éng ®¸nh N÷ KiÕm hµo lÊy hép trang ®iÓm<color> giao cho T­ëng Duy.
243	10	148	13	<color=green>Nh.vô H¹ HÇu CÇm<color>: B»ng h÷u ®· lµm xong Thiªn H­¬ng YÕt ChØ, h·y mang ®Õn cho <color=yellow>Thu Dung (209.189)<color> ë D­¬ng Ch©u ®Ó ®æi lÊy tin tøc cña Xi Háa Gi¸o.
244	10	148	14	<color=green>Nh.vô H¹ HÇu CÇm<color>: Xem ra muèn Thu Dung nãi hµnh ®éng cña Xi Háa Gi¸o, b»ng h÷u h·y lªn tÇng 2 L­ìng Thñy ®éng ®¸nh <color=yellow>Xi Háa gi¸o ®å<color>®o¹t lÊy <color=yellow>Tö phông kim xoa<color>.
245	10	148	15	<color=green>Nh.vô H¹ HÇu CÇm<color>: Th× ra Xi Háa gi¸o ©m m­u gäi hån Th­îng Cæ Háa Kú L©n, ®Þnh chiÕm ®o¹t §¹i Tèng, b»ng h÷u h·y mau ®Õn tÇng 2 L­ìng Thñy ®éng ®¸nh b¹i <color=yellow>Th­îng cæ Háa Kú L©n<color>.
246	10	148	16	<color=green>Nh.vô H¹ HÇu CÇm<color>: Chóc mõng, cuèi cïng B»ng h÷u ®· ®¸nh b¹i th­îng cæ Háa Kú L©n, h·y vÒ D­¬ng Ch©u th«ng b¸o cho <color=yellow>Thu Dung (209.189)<color>.
247	10	147	4	<color=green>Nh.vô H¹ HÇu CÇm<color>: Truy t×m nguån gèc cña ¸m khÝ gÇn cã kÕt qu¶, b»ng h÷u h·y ®Õn §­êng M«n gÆp <color=yellow>§­êng M«n L·o L·o (199.176)<color> hái xem ai sö dông ¸m khÝ ®ã
248	10	147	5	<color=green>Nh.vô H¹ HÇu CÇm<color>: TÊt c¶ ¸m khÝ cña §­êng M«n ®Òu cã ghi l¹i, chØ cã cña s¸t thñ ph¶n béi §­êng M«n lµ §­êng Ninh lµ kh«ng cã, b»ng h÷u h·y lªn Vò Di S¬n gÆp <color=yellow>§­êng Ninh (177.183)<color> hái râ.
249	10	147	6	<color=green>Nh.vô H¹ HÇu CÇm<color>: L«i Th¾ng qu¶ nhiªn lµ do §­êng Ninh giÕt, nh­ng t¹i sao H¹ HÇu CÇm giao m¶nh vì b¶n S¬n Hµ X· T¾c cho §­êng Ninh vËy? Xem ra b»ng h÷u ®µnh ®Õn D­¬ng Ch©u hái <color=yellow>H¹ HÇu CÇm (223.197)<color>.
250	10	147	7	<color=green>Nh.vô H¹ HÇu CÇm<color>: TÊt c¶ bÝ Èn ®· ®­îc hÐ më, b»ng h÷u ®Þnh gi÷ l¹i Háa Kú L©n huyÕt <color=yellow>sö dông<color>, hay giao cho <color=yellow>H¹ HÇu CÇm trÞ bÖnh H¹ HÇu Liªn<color>
251	10	146	1	<color=green>Nh.vô H¹ HÇu CÇm<color>: Th× ra ®©y lµ bøc th­ cña L«i Th¾ng viÕt cho vî lµ <color=yellow>Phïng §ång Nhi (208.199)<color>, phiÒn b»ng h÷u h·y gióp göi th­.
252	10	1300	0	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183) ë §¹i Lý<color> d­êng nh­ cã viÖc cÇn gióp, b»ng h÷u h·y ®Õn ®ã 1 chuyÕn.
253	10	1300	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: D­îc liÖu cña bµ chñ TrÞnh Qu¸n Chi (198.183) ®· bÞ ng­êi Xi Háa gi¸o r¾c lªn ong ngäc, B»ng h÷u kh«ng ph¶i høa gióp h¹ <color=yellow>ong ngäc lÊy l¹u 15 d­îc liÖu<color> ®ã sao?
254	10	1300	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa gióp TrÞnh Qu¸n Chi (198.183) lÊy l¹i hãa ®¬n bÞ <color=yellow>Xi Háa Yªu N÷ (167.196)<color> ë Thóy Yªn c­íp mÊy ®ã sao?
255	10	1300	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· lÊy l¹i ®­îc hãa ®¬n, h·y mau vÒ §¹i Lý gÆp <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183)<color>.
256	10	1300	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i ®Õn §¹i Lý gÆp <color=yellow>Quèc c«ng Cao Th¨ng TuyÒn (192.190)<color> t×m hiÓu vÒ Xi Háa gi¸o ®ã sao?
257	10	1301	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Cao Quèc C«ng (192.190) ch¼ng ph¶i nhê b»ng h÷u ®iÒu tra Ngò §éc Gi¸o, nh©n tiÖn tiªu diÖt <color=yellow>20 con RÕt ®éc<color> ®ã sao?
258	10	1301	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®iÒu tra xong, ®· h¹ 20 con RÕt ®éc, v× sao vÉn ch­a vÒ §¹i Lý gÆp <color=yellow>Quèc c«ng Cao Th¨ng TuyÒn (192.190)<color> vËy?
259	10	1301	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Cao Th¨ng TuyÒn (192.190) lªn <color=yellow>Ngò §éc Gi¸o<color> dïng d­îc huyÕt gäi ra <color=yellow>HuyÕt l©n ®éc m·ng<color> ®Ó diÖt trõ ®ã sao?
260	10	1301	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· tiªu diÖt xong, mau vÒ §¹i Lý gÆp <color=yellow>Quèc c«ng Cao Th¨ng TuyÒn (192.190)<color>
261	10	1301	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: DiÖt trõ xong, nh­ng vÉn kh«ng thÓ x¸c nhËn Ngò §éc Gi¸o vµ Xi Háa gi¸o cã liªn quan. §¹t ®Õn <color=yellow>cÊp 30<color> sÏ tÝnh tiÕp.
262	10	1302	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Cao quèc c«ng ch¼ng ph¶i nhê b»ng h÷u lªn Ngò §éc Gi¸o gÆp <color=yellow>gi¸o chñ B¹ch Doanh Doanh (201.198)<color> hái chÊt ®éc h¹i ng­êi ®ã sao?
263	10	1302	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Gi¸o chñ B¹ch Doanh Doanh (201.198) ch¼ng ph¶i nhê b»ng h÷u lªn Ngò §éc Gi¸o vµo <color=yellow>mª cung tÇng 2<color> tiªu diÖt <color=yellow>§éc th¶o<color> lÊy <color=yellow>20 ®éc chñng<color>
264	10	1302	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Xem ra muèn Gi¸o chñ B¹ch Doanh Doanh (201.198) x¸c nhËn quan hÖ víi Xi Háa gi¸o, cÇn ph¶i vµo <color=yellow>Mª Cung tÇng 2<color> ®¸nh b¹i <color=yellow>Ngù §éc ¢m C¬ (221.195)<color>.
265	10	1302	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §· trõ ®­îc Ngù §éc ¢m C¬, h·y vÒ b¸o tin cho <color=yellow>Gi¸o chñ B¹ch Doanh Doanh (201.198)<color>!
266	10	1302	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Th× ra Ngù ®éc ©m c¬ lµ ng­êi cña Xi Háa gi¸o, Ngò §éc gi¸o kh«ng cã liªn quan g×, b»ng h÷u mau vÒ §¹i Lý gÆp <color=yellow>Cao Th¨ng TuyÒn (192.190)<color>.
267	10	1302	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Cao Quèc C«ng ph¸i th¸m tö ®i ®iÒu tra Ngò §éc Gi¸o, sÏ nhanh chãng cã tin tøc, b»ng h÷u h·y ®¹t ®Õn <color=yellow>cÊp 35<color> råi quay l¹i.
268	10	1303	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Cao Th¨ng TuyÒn (192.190) ®Õn <color=yellow>Ch©n nói Vò L¨ng<color> lÇn l­ît ®¸nh b¹i <color=yellow>10 Xi Háa B¹ch Gi¸o §å vµ H¾c gi¸o ®å<color> ®ã sao?
269	10	1303	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· hoµn thµnh viÖc <color=yellow>Cao Th¨ng TuyÒn (192.190)<color> giao phã, h·y mau vÒ gÆp.
270	10	1305	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Cao Th¨ng TuyÒn (192.190) lªn Vò L¨ng S¬n ®¸nh b¹i <color=yellow>15 tªn Xi Háa XÝch Gi¸o §å<color> ®ã sao?
271	10	1303	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i ®Õn BiÖn Kinh gÆp <color=yellow>B¸ch HiÓu Sinh (217.228)<color> hái viÖc cã liªn quan ®Õn 6 ®¹i gia téc cña §¹i Lý ®ã sao?
272	10	1306	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §Ó t×m hiÓu viÖc thay ®æi hoµng téc §¹i Lý, b»ng h÷u h·y vÒ BiÖn Kinh gÆp <color=yellow>TriÖu Diªn Niªn (161.179)<color>
273	10	1306	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi TriÖu Diªn Niªn lªn Miªu LÜnh hái <color=yellow>Téc tr­ëng Miªu LÜnh (162.196)<color> viÖc liªn quan ®Õn Xi Háa Gi¸o ®ã sao?
274	10	1306	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Th× ra muèn Téc tr­ëng Miªu LÜnh tiÕt lé, cÇn lªn tr¹i Miªu LÜnh ®¸nh b¹i <color=yellow>Miªu LÜnh Dòng SÜ (165.187)<color>
275	10	1306	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®¸nh b¹i Miªu LÜnh Dòng SÜ, mau vÒ Miªu LÜnh gÆp <color=yellow>Téc tr­ëng Miªu LÜnh (162.196)<color>.
276	10	1306	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Xem ra Téc tr­ëng Miªu LÜnh cã c¸ch nh×n kh¸c vÒ Xi Háa gi¸o, h·y mau vÒ BiÖn Kinh gÆp <color=yellow>TriÖu Diªn Niªn (161.179)<color>
277	10	1306	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Môc ®Ých cña Xi Háa gi¸o qu¶ nhiªn cã liªn quan viÖc vua míi ®¨ng c¬, b»ng h÷u h·y vÒ §¹i Lý hái <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183)<color> nghÜ thÕ nµo, vµ ®îi ®¹t ®Õn <color=yellow>cÊp 45<color> råi tÝnh tiÕp.
278	10	1307	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §Ó chÕ t¹o tÝn tiªu Miªu LÜnh, b»ng h÷u h·y gióp Bµ chñ TrÞnh Qu¸n Chi (198.183) lªn Miªu LÜnh vµo <color=yellow>TÇng 1 YÕn Tö ®éng<color> ®¸nh b¹i <color=yellow>Miªu LÜnh hé Ên<color> lÊy <color=yellow>10 miÕng Da h­¬u<color>
279	10	1307	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i ®· nhËn ®­îc tÝn tiªu Miªu LÜnh ®ã sao? H·y vµo <color=yellow>TÇng 1 YÕn Tö ®éng<color> dïng tÝn tiªu gäi vµ ®¸nh b¹i <color=yellow>Miªu LÜnh lùc sÜ<color>!
280	10	1307	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®¸nh b¹i Miªu LÜnh lùc sÜ, lÊy ®­îc mËt th­, h·y mau vÒ §¹i Lý gÆp <color=yellow>TrÞnh Qu¸n Chi (198.183)<color>
281	10	1307	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: TrÞnh Qu¸n Chi muèn dÞch mËt th­, b»ng h÷u h·y ®¹t ®Õn <color=yellow>cÊp 50<color> råi quay l¹i.
282	10	1308	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: <color=yellow>TrÇn LËp Hoµnh ë §¹i Lý (183.177)<color> cã thÓ ®äc ®­îc ch÷ cña Xi Háa Gi¸o, B»ng h÷u kh«ng ph¶i muèn gÆp mÆt ®ã sao?
283	10	1308	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: <color=yellow>Miªu LÜnh thæ ty<color> ë tÇng 2 YÕn Tö ®éng, rÊt lµ tµn ¸c, B»ng h÷u kh«ng ph¶i høa víi TrÇn LËp Hoµnh (183.177) trõng trÞ bän chóng sao? §õng quªn mang vÒ <color=yellow>10 thanh béi ®ao<color>.
284	10	1308	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Th× ra bøc th­ nµy lµ cña Téc tr­ëng Miªu LÜnh göi cho Xi Háa gi¸o, B»ng h÷u kh«ng ph¶i lªn Miªu LÜnh t×m <color=yellow>Téc tr­ëng Miªu LÜnh (162.196)<color> hái cho râ sao?
285	10	1308	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Xem ra ®Ó Téc tr­ëng Miªu LÜnh nãi sù thËt, b»ng h÷u h·y lªn tÇng 2 YÕn Tö ®éng ®¸nh b¹i <color=yellow>Miªu LÜnh Thñ LÜnh (196.216)<color> lÊy Miªu LÜnh lÖnh bµi vÒ.
286	10	1308	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®¸nh b¹i Miªu LÜnh Thñ LÜnh, lÊy vÒ Miªu LÜnh lÖnh bµi, h·y vÒ gÆp <color=yellow>Téc tr­ëng Miªu LÜnh (162.196)<color> hái viÖc Xi Háa gi¸o.
