Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
29	get_talk	NpcName: tèt l¾m, tèt l¾m. Ta ¢u D­¬ng Häa nhÊt ng«n cöu ®Ønh, ®©y lµ bøc häa §¹i M¹c C« Yªn Trùc do chİnh tay ta ph¸c häa, <sex> h·y nhËn lÊy.	PlayerName: V« cïng ®a t¹ ®¹i s­, v·n bèi nhÊt ®Şnh sÏ b¶o qu¶ bøc danh häa nµy thËt tèt.	NpcName: hi väng <sex> ­ng ı.	PlayerName: v·n bèi c¸o tõ.																			
29	finish_talk	PlayerName: §¬n tiÒn bèi, ®©y chİnh lµ t¸c phÈm §¹i M¹c C« Yªn Trùc do chİnh ta ¢u D­¬ng Häa s¸ng t¸c.																						
30	get_talk	NpcName: h·y mau ®­a ta xem nµo... å,  qu¶ lµ mét t¸c phÈm tuyÖt ®Ønh. ThËt ®a t¹ <sex> ®· gióp ta thu thËp ®­îc mét tuyÖt t¸c nh­ thÕ nµy, ¢u D­¬ng Häa cã g©y g× cho <sex> kh«ng?	PlayerName: thËt ra chuyÖn lµ nh­ thÕ nµy...	NpcName: å, ¢u D­¬ng tiªn sinh qu¶ thËt kh¼ng kh¸i, cã c¬ héi ta nhÊt ®Şnh sÏ b¸i gÆp «ng ta giao l­u t¸c häa t©m ®¾c. Haha, thËt ra c¸c h¹ ®· th«ng qua cuéc kh¶o nghiÖm cña ta råi, ®©y h·y cÇm tİn vËt cña ta mµ ®Õn gÆp tam ca Tó Bót ¤ng cña ta ®i.	PlayerName: å thÕ th× tèt qu¸, ®a t¹ §¬n tiÒn bèi.																			
30	finish_talk	PlayerName#b¸i kiÕn Tó tiÒn bèi, ®©y lµ tİn vËt §¬n tiÒn bèi giao cho ng­êi.																						
31	get_talk	NpcName: Ng­¬i chİnh lµ vŞ <sex> mµ l·o tø ®· nãi sao, kh«ng ng­êi cã thÓ v­ît qua kh¶o nghiÖm cña tø ®Ö ta nhanh nh­ thÕ, xem ra ta ph¶i ra thö th¸ch khã h¬n cho ng­¬i råi	PlayerName: kh«ng d¸m, v·n bèi chØ lµ gÆp may m¾n th«i, kh«ng biÕt tiÒn bèi sÏ thö th¸ch v·n bèi nh­ thÕ nµo?	NpcName: ta v« cïng yªu thİch th­ ph¸p, v× thÕ yªu cÇu vÒ chÊt l­îng cña bót l«ng rÊt cao, v× chØ cã bót tèt míi cã thÓ viÕt ra th­ ph¸p ®Ñp. Ta nghe nãi r»ng cã vŞ thî lµm bót Tr­¬ng §¹i H÷u t¹i thµnh D­¬ng Ch©u tay nghÒ tuyÖt ®Ønh, bót mµ «ng ta lµm ra kh«ng ai s¸nh b»ng. Ta muèn c¸c h¹ gióp ta ®Õn t×m Tr­¬ng §¹i H÷u nhê «ng ta lµm gióp ta mét c©y Long Hµo Bót	PlayerName: V·n bèi ®· râ, thÕ vŞ cao nh©n Tr­¬ng §¹i H÷u nµy c­ ngô t¹i n¬i nµo trong D­¬ng Ch©u Thµnh?	NpcName: ta chØ biÕt mçi mét tªn lµ Tr­¬ng §¹i H÷u th«i, n¬i ë cô thÓ cña «ng ta th× kh«ng râ. D­¬ng Ch©u Thµnh cã mét vŞ V¹n Sù Th«ng v« cïng th«ng th¸i, <sex> cã thÓ ®Õn t×m «ng ta gióp ®ì.	PlayerName: t¹i h¹ lËp tøc ®i t×m V¹n Sù Th«ng.																	
31	finish_talk	PlayerName: Xin hái, c¸c h¹ cã ph¶i lµ nhµ th«ng th¸i V¹n Sù Th«ng?																						
32	get_talk	NpcName: ®óng thÕ, ta chİnh lµ V¹n Sù Th«ng kh«ng g× trªn gian hå nµy mµ ta kh«ng biÕt râ. <sex> cã ®iÒu chi tr¨ng trë?	PlayerName: tèt qu¸, V¹n tiÒn bèi cã biÕt vŞ bót tr­îng Tr­¬ng §¹i H÷u kh«ng?	NpcName: Tr­¬ng §¹i H÷u µ, ®­¬ng nhiªn lµ biÕt råi, c¸c h¹ cã viÖc g× cÇn t×m «ng ta?	PlayerName: taŞ h¹ muèn thØnh cÇu «ng ta lµm gióp mét c©y Long Hµo Bót.	NpcName: haha, th«ng tin cña ta kh«ng ph¶i lµ miÔn phİ ®©u, ta sÏ nãi cho <sex> biÕt n¬i ë cña Tr­¬ng §¹i H÷u nÕu nh­ hoµn thµnh gióp ta mét viÖc.	PlayerName: xin tiÒn bèi cø nãi.	NpcName: <sex> qu¶ thËt kh¼ng kh¸i. Vèn lµ quª h­¬ng H¹nh Hoa Th«n cña ta gÇn ®©y gÆp ph¶i n¹n ¸c tÆc liªn tôc ®Õn quÊy nhiÔu c­íp bèc. Ta hi väng c¸c h¹ cã thÓ gióp ta ®i trõng trŞ bän ng­êi nµy, ®ång thêi ®o¹t l¹i nh÷ng tiÒn tµi mµ chóng c­íp cña d©n lµng giao l¹i cho Th«n Tr­ëng cña chóng ta,hoµn thµnh c«ng viÖc h·y quay l¹i t×m ta.	PlayerName: th× ra lµ thÕ, bän ¸c tÆc nµy thËt kh«ng thÓ dung thø, v·n bèi lËp tøc lªn ®­êng trõng trŞ bän chóng.	NpcName: ®a t¹, ta mong chê tin tèt lµnh tõ <sex> 	PlayerName: tiÒn bèi qu¸ kh¸ch khİ, t¹i h¹ lËp tøc lªn ®­êng ®Õn H¹nh Hoa Th«n													
32	finish_talk	PlayerName: b¸i kiÕn th«n tr­ëng. §©y chİnh lµ tiÒn tµi cña d©n lµng bŞ c­íp, phiÒn th«n tr­ëng mang ph©n ph¸t tr¶ l¹i d©n lµng.																						
33	get_talk	NpcName: ¤i thËt lµ tèt qu¸, xin ®a t¹ <sex>. Nh÷ng th¸ng ngµy gÇn ®©y th«n lµng cña chóng t«i qu¶ thËt lµ v« cïng ®au khæ. May nhê cã <sex> ®©y gióp ®ì thËt v« cïng c¶m t¹	PlayerName: Th«ng tr­ëng qu¸ kh¸ khİ, ng­êi mµ ngµi nªn c¶m t¹ chİnh lµ V¹n Sù Th«ng, chİnh V¹n tiÒn bèi ®· nhê t¹i h¹ ®Õn gióp ®ì mäi ng­êi ®Êy.	NpcName: å, th× ra lµ l·o V¹n µ, tuy th©n tha h­¬ng nh­ng l¹i lu«n nhung nhí quª nhµ, qu¶ thËt cã lßng	PlayerName: t¹i h¹ nhÊt ®Şnh sÏ truyÒn l¹i lêi c¶m t¹ cña tr­ëng th«n, nh­ng t¹i h¹ cßn cã mét viÖc cÇn nhê	NpcName: <sex> cø nãi.	PlayerName: V¹n tiÒn bèi nãi r»ng sau khi trõng trŞ bän Quan Sø, cÇn tr­ëng th«n ghi cho «ng ta mét phong th­ x¸c ®Şnh.	NpcName: tÊt nhiªn råi, thÕ xin <sex> ®îi trong gi©y l¸t	PlayerName: lµm phiÒn th«n tr­ëng	NpcName: <sex>, th­ x¸c nhËn ®­îc ®­îc hoµn tÊt. Cßn ®©y lµ MËt Ong Chóa ngh×n n¨m mµ d©n lµng tÆng <sex> tá lßng biÕt ¬n, <sex> h·y nhËn cho.	PlayerName: å, d©n lµng thËt th¸ch s¸o, thÕ th× xin ®a t¹ tr­ëng l·o.	NpcName: thÕ th× chóc <sex> th­îng lé b×nh an, cã dŞp xin ghĞ l¹i th¨m chóng t«i.												
33	finish_talk	PlayerName: V¹n tiÒn bèi, t¹i h¹ ®· quay l¹i, ®©y lµ th­ cña tr­ëng th«n göi ng­êi.																						
34	get_talk	NpcName: å, thËt ®a t¹ <sex> qu¸. ThÕ lµ d©n lµng cña chóng ta sÏ l¹i cã ®­îc nh÷ng ngµy th¸ng b×nh yªn råi.	PlayerName: V¹n tiÒn bèi qu¸ kh¸ch khİ råi, tr­ëng th«n cã lêi c¶m t¹ ®Õn V¹n tiÒn bèi. Kh«ng biÕt hiÖn t¹i tiÒn bèi cã thÓ cho t¹i h¹ biÕt n¬i c­ ngô cña Tr­¬ng §¹i H÷u ch­a?	NpcName: µ, m·i lo c¶m t¹, xem tİ quªn viÖc chİnh. V©ng Tr­¬ng §¹i H÷u chİnh lµ ng­êi thî lµm bót tµi ba cña D­¬ng Ch©u Thµnh nµy, nh­ng mét n¨m tr­íc kh«ng râ nguyªn nh©n v× sao mµ «ng ta ®· rêi khái D­¬ng Ch©u vÒ quªn nhµ t¹i Long TuyÒn Th«n sinh sèng råi.	PlayerName: Th× ra «ng ta ®· kh«ng cßn ë D­¬ng Ch©u Thµnh n÷a, th«i ®­îc, ®a t¹ tiÒn bèi chØ dÉn, t¹i ph¶i ph¶i ®Õn Long TuyÒn Th«n mét chuyÕn.	NpcName: ThÕ th× ta kh«ng lµm phiÒn <sex> n÷a, hi väng <sex> cã thÓ thuËn lîi t×m ®­îc Tr­¬ng §¹i H÷u.																		
34	finish_talk	PlayerName: Xin chµo, xin hái cã ph¶i Tr­¬ng §¹i H÷u?																						
35	get_talk	NpcName: v©ng, chİnh lµ ta ®©y, <sex> t×m ta cã viÖc chi chØ b¶o?	PlayerName: Tr­¬ng ®¹i ca, cuèi cïng còng t×m ®­îc huynh råi, tèt qu¸.Vèn lµ t¹i h¹ hiÖn ®ang rÊt cÇn mét c©y Long Hµo Bót, ng©n l­îng kh«ng thµnh vÊn ®Ò, hi väng Tr­¬ng ®¹i ca cã thÓ gióp t¹i h¹ viÖc nµy.	NpcName: Haizz!! <sex> cã ®iÒu kh«ng biÕt, tr­íc ®©y ta lµ thî lµm bót danh tiÕng t¹i Thµnh D­¬ng Ch©u vèn lµ do ®İch th©n ta ®i thu thËp vµ tuyÓn chän nguyªn liÖu míi cho ra nh÷ng c©y bót h¶o h¹ng. Nh­ng n¨m tr­íc phô th©n ta ®ét nhiªn ng· bÖnh, ta ph¶i quay vÒ ch¨m sãc phông d­ìng ®au cßn t©m trİ b«n ba lµm bót n÷a.	PlayerName: thÕ l·o b¸ hiÖn t¹i ®· kháe h¬n ch­a?	NpcName: ®­îc ta ch¨m sãc bÊy l©u nay, nªn ®· kháe h¬n nhiÒu so víi tr­íc.	PlayerName: Tr­¬ng ®¹i ca, ®©y lµ b×nh MËt Ong Chóa ngh×n n¨m v« cïng cã İch cho ng­êi cao tuæi. Ta tÆng cho l·o b¸, hi väng l·o b¸ cã thÓ nhanh chãng kháe l¹i.																	
35	finish_talk	NpcName: ta thËt kh«ng biÕt c¶m t¹ <sex> thÕ nµo ®©y, <sex> qu¶ l¹i ©n nh©n cøu m¹ng cña phô th©n ta.																						
36	get_talk	PlayerName: Tr­¬ng ®¹i ca kh¸ch khİ qu¸. NÕu ®­îc huynh cã thÓ b¸o tiÒu ®Ö biÕt nguyªn liÖu lµm Long Hµo Bót cÇn nh÷ng thø g×? T¹i h¹ cã thÓ ®i thu thËp vÒ phiÒn huynh lµm gióp.	NpcName: Nh­ thÕ còng tèt. Long Hµo Bót lµ lo¹i bót th­îng h¶o h¹ng, v× thÕ nguyªn liÖu yªu cÇu còng rÊt g¾t gao, c¸c h¹ cÇn ®Õn Cæ D­¬ng §éng tÇng 2 thu thËp 5 nh¸nh Long Tu cña liÖt Nham Li Long, sau ®ã ®Õn V­¬ng MÉu §éng tÇng 3 tiªu diÖt 5 §Şch Tiªn Tö, thu vÒ 5 nh¸nh T­¬ng Phi Tróc	PlayerName: V©ng, t¹i h¹ lËp tøc lªn ®­êng thu thËp nguyªn liÖu.																				
36	finish_talk	PlayerName: Tr­¬ng ®¹i ca, huynh xem ®©y cã ph¶i lµ nguyªn liÖu anh cÇn kh«ng?																						
37	get_talk	NpcName: §ñng råi, ®©y chİnh lµ nh÷ng nguyªn liÖu ta cÇn, <sex> h·y t¹m nghÜ ng¬i ta vµo trong chuÈn bŞ lµm bót ngµi cÇn.	PlayerName: lµm phiÒn Tr­¬ng ®¹i ca.	NpcName#<sex>, ®©y chİnh lµ Long Hµo Bót ngµi cÇn	PlayerName: Waa, qu¶ thËt lµ tuyÖt mü, thñ c«ng cña Tr­¬ng ®¹i ca qu¶ thËt kh«ng ®¬n gi¶n xin ®a t¹.	NpcName: <sex> kh«ng nªn nãi thÕ, chİnh ta ph¶i c¶m t¹ ngµi míi ph¶i.	PlayerName: thêi gian kh«ng cßn sím, t¹i h¹ cã viÖc gÊp trong ng­êi. Tr­¬ng ®¹i ca, xin c¸o tõ.																	
37	finish_talk	PlayerName: Tó tiÒn bèi, ng­êi xem, ®©y cã ph¶i lµ Long Hµo Bót mµ ng­êi cÇn.																						
38	get_talk	NpcName:å, ®Ó ta xem nµo. §©y qu¶ nhiªn lµ tuyÖt phÈm Long Hµo Bót do Tr­¬ng nghÖ nh©n lµm ra. Kh«ng ngê <sex> l¹i cã thÓ t×m ®­îc «ng ta.	PlayerName: chuyÖn nµy nãi ra còng lµ nh­ vËy....	NpcName: th× ra lµ thÕ, nhäc cho <sex> rßi, vèn chØ muèn thö th¸ch c¸c h¹ gÆp chót khã kh¨n ®Ó tõ bá, nµo ngê c¸c h¹ l¹i cã 1 ı chİ kiªn c­êng nh­ thÕ. Th«i ®­îc, ®©y lµ c©y bót tİn vËt cña ta, ng­¬i h·y mang theo ®Õn gÆp nhŞ ca H¾c B¹ch Tö ®i	PlayerName: ®a t¹ Tó tiÒn bèi																			
38	finish_talk	PlayerName: B¸ch B¹i Tö tiÒn bèi, ®©y lµ tİn vËt Tó Bót ¤ng tiÒn bèi giao cho ngµi.																						
39	get_talk	NpcName: <sex> qu¶ nhiªn lîi h¹i, cã thÓ qua ®­îc thö th¸ch cña 2 vŞ tiÓu ®Ö cña ta. Nh­ng kh«ng biÕt kh¶ n¨ng h¹ cê cña <sex> th× nh­ thÕ nµo ®©y?	PlayerName: V·n bèi chØ biÕt s¬ qua, tr×nh ®é nhÊt ®Şnh kh«ng b»ng tiÒn bèi. LÇn nµy ®Õn ®©y chØ mong ®­îc tiÒn bèi chØ d¹y thªm.	NpcName: <sex> chí qu¸ khiªm tèn. Ta vèn yªu thİch ®¸nh cê, th­êng xuyªn nghiªn cøu c¸c thÕ cê nan gi¶i cïng víi mét ng­êi b¹n t©m giao chİnh lµ Hµn Phi Tö. TuÇn sau sÏ lµ 60 ®¹i thä cña Hµn Phi Tö. Ta ®©y cã mét quyÓn kú phæ do ta nghiªn cøu l©u nay mong ®­îc lµm quµ chóc thä, <sex> h·y thay ta mang tÆng Hµn Phi Tö ®ång thêi nhê cËy «ng ta h­íng dÉn ch¬i cê, sau ®ã h·y quay l¹i t×m ta.	PlayerName: ThÕ th× tèt qu¸, H¾c tiÒn bèi xin yªn t©m, t¹i h¹ nhÊt ®Şnh hoµn thµnh c«ng viÖc ngµi giao.	NpcName: ®­îc råi, <sex> h·y mau lªn ®­êng ®Õn §¹i Lı ®i.	PlayerName: vËy t¹i h¹ xin t¹m cao tõ.	NpcName: chóc <sex> may m¾n																
39	finish_talk	PlayerName: Hµn tiÒn bèi, t¹i h¹ phông lÖnh H¾c B¹ch Tö tiÒn bèi mang ®Õn tÆng kú phæ do chİnh ng­êi nghiªn cøu l©u n¨m lµm quµ chóc thä cña tiÒn bèi.																						
40	get_talk	NpcName: Haha, lµ quµ cña tiÓu H¾c sao, <sex> h·y thay ta c¶m t¹ «ng ta nhĞ.	PlayerName: T¹i h¹ nhÊt ®Şnh chuyÓn l¹i lêi c¶m t¹ cña tiÒn bèi. S½n ®©y kh«ng biÕt tiÒn bèi cña phiÒn lßng chØ d¹y t¹i h¹ ®¸nh cê?	NpcName: å, <sex> còng yªu thİch h¹ cê sao, th«i th× thÕ nµy, tr­íc tiªn <sex> h·y gióp ta ®Õn Thanh Khª §éng tiªu diÖt con §¹i Niªn Thó, trë vÒ ®©y ta sÏ d¹y c¸c h¹ mét m«n cê thuËt ®éc m«n cña ta.	PlayerName: §a t¹ tiÒn bèi cho c¬ héi t¹i h¹, t¹i h¹ nhÊt ®Şnh kh«ng lµm ngµi thÊt väng.	NpcName#bªn trong Thanh Khª §éng cã 4 c«ng t¾c bİ Èn, cïng víi 4 c©u th¬ 'Phİa ®«ng trêi n¾ng phİa t©y m­a, n¬i phñ m©y s­¬ng n¬i xuÊt thÇn' ; 'NguyÖt tá tinh mê, ¤ th­íc nam phi', h·y ngÉm l¹i 4 c©u th¬ nµy thËt kü, sÏ gióp cho <sex>  rÊt nhiÒu ®Êy.	PlayerName: nghe cã vÎ rÊt thó vŞ, t¹i h¹ lËp tøc lªn ®­êng	PlayerName#(nghÜ trong lßng) 4 c©u th¬ qu¸i gëm, ph¶i ch¨ng ®©y chİnh lµ tuÇn tù më 4 c«ng t¾c bİ Èn? Th«i th× h·y t×m ra c«ng t¾c bİ Èn tr­íc ®·.																
40	finish_talk	NpcName: Haha, chóc mõng <sex> ®· tho¸t khái mª cung thµnh c«ng.																						
41	get_talk	PlayerName: còng may nhê cã tiÒn bèi chØ d¹y, nÕu nh­ kh«ng cã 4 c©u th¬ cña tiÒn bèi, t¹i h¹ ch¾c ®· ch«n ch©n trong ®éng råi.	NpcName: <sex> chí qu¸ khiªm tèn, thËt sù lµ do ngé tİnh cña <sex> qu¸ cao. Cã thÓ gi¶i ®­îc bİ Èn cña 4 c©u th¬. Nh­ ta ®· høa chóng ta h·y vµo trong nhµ b¾t ®Çu h¹ cê nµo.	PlayerName: tiÒn bèi quyÕt ®Şnh d¹y ®éc m«n cê thuËt cho t¹i h¹ sao, ThËt lµ vinh h¹nh qu¸.	NpcName: §óng thÕ, ta tin r»ng víi ngé tİnh cña <sex> nhÊt ®Şnh sÏ nhanh chãng lÜnh héi ®­îc	PlayerName: ®a t¹ tiÒn bèi, t¹i h¹ nhÊt ®Şnh sÏ kh«ng phô lßng ngµi																		
41	finish_talk	NpcName: Haha, kh¶ n¨ng lÜnh héi cña <sex> qu¶ lµ phi th­êng, cã thÓ nhanh chãng hoµn thµnh bé ®éc m«n cê thuËt cña ta.																						
42	get_talk	PlayerName: còng lµ ®­îc Hµn tiÒn bèi chØ d¹y tèt. V·n bèi cÇn ph¶i quay vÒ bÈm b¸o víi H¾c B¹ch Tö tiÒn bèi nªn kh«ng tiÖn ë l©u, xin cao tõ.	NpcName: th«i ®­îc, cã thêi gian nhÊt ®Şnh ph¶i quay l¹i t×m ta h¹ cê ®Êy.	PlayerName: t¹i h¹ ghi nhí trong lßng.	NpcName: c¸o tõ																			
42	finish_talk	PlayerName: tiÒn bèi, t¹i h¹ ®· trë vÒ råi ®©y.																						
43	get_talk	NpcName: Aha, <sex> mÊy ngµy nay thÕ nµo, ®· lÜnh héi ®­îc huyÒn c¬ cña cê v©y ch­a?	PlayerName: t¹i h¹ ®· ®­îc Hµn tiÒn bèi truyÒn thô mét m«n ®éc m«n kú thuËt, cßn dÆn t¹i h¹ nhÊt ®Şnh ph¶i quay trë l¹i tû thİ cê thuËt víi tiÒn bèi.	NpcName: §éc m«n kú thuËt? Kh«ng lÏ <sex> ®· tiªu diÖt ®­îc §¹i Niªn Thó råi sao? 	PlayerName: §óng thÕ, hang ®éng ®ã thËt lµ phøc t¹p, nh­ng cã sù chØ dÉn cña Hµn tiÒn bèi, cuèi cïng chØ cÇn 1 ngµy lµ cã thÓ t×m ra ®­îc §¹i Niªn Thó råi.	NpcName: Haha, th«i ®­îc, thÕ th× chóng ta cïng tû thİ 1 v¸n xem nµo.	PlayerName: VËy t¹i h¹ ®µnh træ tµi män.																	
43	finish_talk	NpcName: ... <sex> qu¶ thËt lîi h¹i, ta xin chŞu thua, c¸c h¹ kh«ng nh÷ng vâ c«ng cao c­êng, mµ cßn th«ng minh lanh lîi, kh«ng uæng c«ng s­ phô ®· truyÒn d¹y kú thuËt.																						
44	get_talk	PlayerName: tiÒn bèi qu¸ lêi, t¹i h¹ chØ gÆp may.	NpcName: ThËt ra Hµn Phi Tö chİnh lµ s­ phô cña ta, vèn lµ tr­íc ®©y khi b¸i s­ häc cê s­ phô b¶o ta ®i ®¸nh niªn thó, nh­ng cuèi cïng ta l¹i tèn ®Õn 7 ngµy ®Ó t×m ra niªn thó, cã thÓ thÊy r»ng ngé tİnh cña ta kh«ng b»ng <sex>, thËt lµ hËu sinh kh¶ óy	PlayerName: th× ra nh­ thÕ, Hµn Phi Tö tiÒn bèi l¹i lµ s­ phô cña H¾c tiÒn bèi, qu¶ lµ danh s­ xuÊt cao ®å.	NpcName: haha, nay hai ta l¹i lµ ®ång m«n s­ huynh ®Ö råi	PlayerName#v·n bèi nµo d¸m xung <tbro_tsis> víi tiÒn bèi.	NpcName: Haha, th«i ®­îc råi, ®¹i ca cña ta ®ang g·y ®µn chê <sex> ®Õn gÆp mÆt, <sex> chØ cÇn lÇn theo tiÕng nh¹c lµ cã thÓ t×m ®­îc anh ta th«i. §©y h·y cÇm lÊy nh÷ng con cê nµy nh­ lµ tİn vËt cña ta.	PlayerName: ®a t¹ s­ huynh.																
44	finish_talk	PlayerName:B¸i kiÕn Hoµng tiÒn bèi, ®©y chİnh lµ tİn vËt cña H¾c tiÒn bèi giao ngµi.																						
45	get_talk	NpcName: 3 vŞ hiÒn ®Ö cña ta ®Òu kh«ng lµm n¶n chİ <sex>, cã thÓ thÊy <sex> qu¶ thËt kh«ng hÒ ®¬n gi¶n. ThÕ th× h·y th­ëng thøc 'ThÊt HuyÒn V« ¶nh KiÕm' cña ta ®©y.																						
45	finish_talk	NpcName: Hahaha, kh«ng ngê vâ c«ng <sex> l¹i cao c­êng nh­ thÕ, cã thÓ dÔ dµng ®¸nh b¹i 'ThÊt HuyÒn V« H×nh KiÕm' cña ta. B¸i phôc b¸i phôc																						
46	get_talk	PlayerName: kh«ng d¸m, v·n bèi khæ c«ng tu luyÖn vâ c«ng nhiÒu n¨m, kü n¨ng vÉn ch­a ®¹t tÇm víi, mong tiÒn bèi chí chª c­êi.	NpcName: ta thËt c¶m thÊy xÊu hæ khi nghe <sex> nãi thÕ. Ta luyÖn cÇm h¬n 10 n¨m nay míi nghiªn cøu ®­îc tuyÖt kü ThÊt HuyÒn V« H×nh KiÕm nµy, kh«ng ngê c¸c h¹ l¹i cã thÓ nhanh chãng kh¾c chÕ bé kiÕm ph¸p nµy.	PlayerName: TiÒn bèi qu¸ khen råi, h«m nay ®­îc tiÕp chiªu cña tiÒn bèi, thùc ra chİnh lµ niÒm vinh h¹nh cña t¹i h¹. Tù cæ nói cao cßn cã nói cao h¬n, thiªn h¹ ®ån r»ng KhÊp Tinh §¹i Ph¸p cña NhËm Ng· Hµnh v« cïng lîi h¹i, tõ l©u v·n bèi ®· mong ®­¬c so tµi cïng NhËm Ng· Hµnh chØ tiÕc r»ng h¾n ®· ®¹i b¹i d­íi tay §«ng Ph­¬ng gi¸o chñ råi. Qu¶ thËt ®¸ng tiÕc.	NpcName: kh«ng ngê khÈu khİ cña <sex> còng kh«ng nhá, muèn khiªu chiÕn lu«n c¶ NhËm Ng· Hµnh, xem ra vâ c«ng nhÊt ®Şnh cùc cao. ThÕ nµy nhĞ, ta cã mét vŞ b»ng h÷u vâ c«ng cao c­êng, ®Õn nay vÉn ch­a ai ®¸nh b¹i ®­îc «ng ta, kh«ng biÕt <sex> cã muèn khiªu chiÕn kh«ng?	PlayerName: §­îc tiÕp chiªu víi cao thñ th× tuyÖt kh«ng g× b»ng. Ngoµi ra cßn ®­îc häc hái thªm vµ tù c¶i thiÖn b¶n th©n.	NpcName# th× ra <sex> cßn cã mét lßng cÇu tiÕn n÷a, thÕ th× vŞ b»ng h÷u cña ta rÊt thİch hîp cho <sex> tiÕp chiªu råi. HiÖn t¹i «ng ta ®ang ë trong mËt ®éng, c¸c h¹ cã thÓ ®i vµo gÆp «ng Êy.	PlayerName: ®­îc th«i																
46	finish_talk	NpcName: bän tiÓu nh©n bØ æi, h·y mau th¶ ta ra, ta sÏ cho c¸c ng­¬i biÕt NhËm Ng· Hµnh ta lîi h¹i thÕ nµo.																						
47	get_talk	PlayerName: tiÒn bèi chİnh lµ NhËm Ng· Hµnh sao, v·n bèi ®Õn cøu ng­êi ®©y.	NpcName: hõ, bän ng­êi nham hiÓm c¸c ng­¬i, chí mong gië trß víi ta, h«m nay ta sÏ giÕt chÕt ng­¬i, xem ai cßn c¶ gan vµo ®©y n÷a kh«ng.	PlayerName: khoan, NhËm tiÒn bèi, v·n bèi thËt sù lµ ®Õn ®Ó gi¶i cøu ngµi, ®©y chİnh lµ tİn vËt mµ H­íng ®¹i ca giao cho t¹i h¹																				
47	finish_talk	NpcName: A thanh Trñy Thñ nµy lµ cña ta tÆng cho VÊn Thiªn, sao ng­¬i l¹i cã ®­îc nã?																						
48	get_talk	PlayerName:sù t×nh lµ nh­ thÕ nµy....	NpcName: th× ra lµ thÕ, ta ®· hiÓu lÇm <sex> råi.	PlayerName: chØ cÇn NhËm tiÒn bèi hiÓu lµ tèt råi, t¹i h¹ lËp tøc dïng thanh trñy thñ nµy chĞm vì xİch s¾t gi¶i cøu ngµi ®©y.	NpcName: kh«ng thÓ nµo ®©u, <sex> ta còng chİnh v× nh÷ng lo¹i xİch s¾t kiªn cè nµy giam cÇm ta bao l©u nay. Trïy thñ kh«ng thÓ ph¸ vì chóng.	PlayerName: vËy ph¶i lµm thÕ nµo ®©y? T¹i h¹ nhÊt ®Şnh ph¶i gi¶i cøu tiÒn bèi ra khái chèn nµy.	NpcName: GÆp ®­îc <sex> qu¶ thËt lµ ®iÒu may m¾n cña ta. Nh÷ng th¸ng ngµy bŞ giam cÇm trong nµy Mai Trang Tø H÷u th­êng ®Õn Ğp ta uèng 1 lo¹i ®éc d­îc khiÕn ta toµn th©n mÊt søc, kh«ng thÓ vËn c«ng. Ta biÕt r»ng chóng lÊy m¸u ®éc cña qu¸i thó trong ®éng ®iÒu chÕ ra ®éc d­îc, <sex> cã thÓ gióp ta t×m con Qu¸i Thó trong ®éng nµy ®o¹t lÊy mËt cña nã ®Ó ta phôc dïng kh«ng, hi väng cã thÓ gióp ta phôc håi néi c«ng kĞo ra xİch s¾t tho¸t khái n¬i nµy. 	PlayerName: t¹i h¹ ®· hiÓu, t¹i h¹ nhÊt ®Şnh t×m ra qu¸i thó ®o¹t lÊy mËt cña nã cho tiÒn bèi.																
48	finish_talk	PlayerName: NhËm gi¸o chñ, trong ®Şa lao qu¶ nhiªn cã qu¸i thó, chİnh lµ mét con ®éc m·ng. §©y lµ mËt cña nã tiÒn bèi h·y dïng thö xem.																						
49	get_talk	NpcName: hay qu¸, mau ®­a ta dïng, ®©y chØ cßn c¸ch duy nhÊt dïng ®éc gi¶i ®éc th«i. (NhËm Ng· Hµnh ¨n mËt r¾n xong, lËp tøc vËn c«ng l«i sîi xİch s¾t to khái mÆt ®Êt) Haha, «ng trêi cã m¾t, NhËm Ng· Hµnh ta l¹i cã thÓ t¸i xuÊt giang hå råi, hahaha!	PlayerName#NhËm gi¸o chñ qu¶ nhiªn thÇn c«ng c¸i thÕ, nh­ng chóng ta vÉn kh«ng thÓ ph¸ vì nh÷ng vßng xİch quanh tay ng­êi.	NpcName#GÆp ®­îc <sex> qu¶ thËt lµ ®iÒu may m¾n cña ta. ThÕ th× lµm phiªn <sex> råi.	PlayerName#gi¸o chñ kh¸ch khİ qu¸ råi.																			
49	finish_talk	NpcName: ng­¬i vÉn ch­a chÕt, sao l¹i thÕ ®­îc, sao l¹i thÕ ®­îc.																						
50	get_talk	PlayerName: hõ, bæn <sex> sao cã thÓ chÕt dÔ dµng nh­ thÕ.	NpcName: h«m nay ng­¬i chí mong rêi khái n¬i nµy.	PlayerName: vËy th× ®õng tr¸ch ta.	NpcName: h·y xem sù lîi h¹i cña Hoµn Chung C«ng ta ®©y.																			
