TaskID	NpcID	EventID	Attrib	TaskValueBase	TaskValueExt	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
50010138	§­êng M«n L·o L·o	1138	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	§­êng M«n L·o L·o	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng M«n L·o L·o<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010139	§­êng Thiªn TiÕu	1139	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	§­êng Thiªn TiÕu	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng Thiªn TiÕu<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010140	§­êng Thiªn H¶i	1140	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	40	40	40	40	40	40	§­êng Thiªn H¶i	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng Thiªn H¶i<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010141	§­êng Kþ	1141	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	45	45	40	40	40	40	§­êng Kþ	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng Kþ<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010142	§­êng Ng¹o	1142	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	45	45	40	40	40	40	§­êng Ng¹o	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng Ng¹o<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010143	§­êng Xu©n	1143	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	45	45	40	40	40	40	§­êng Xu©n	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng Xu©n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010144	§­êng V©n	1144	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	45	45	40	40	40	40	§­êng V©n	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng V©n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010145	§­êng UyÓn Nhi	1145	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	45	45	40	40	40	40	§­êng UyÓn Nhi	H·y ®Õn <color=yellow>§­êng M«n<color> gÆp <color=yellow>§­êng UyÓn Nhi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010146	Xa phu §¹i Lý	1146	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Xa phu §¹i Lý	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Xa Phu<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010147	Chñ Kim hoµn	1147	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ Kim hoµn	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Chñ Kim hoµn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010148	Thñ khè	1148	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Thñ khè	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Thñ khè<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010149	Chñ töu lÇu	1149	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ töu lÇu	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Chñ Töu lÇu<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010150	LÔ quan	1150	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	LÔ quan	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>LÔ Quan<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010151	Chñ T¹p hãa	1151	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ T¹p hãa	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Chñ tiÖm t¹p hãa<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010152	Chñ D­îc ®iÕm	1152	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ D­îc ®iÕm	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Chñ D­îc ®iÕm<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010153	Sø gi¶ m«n ph¸i	1153	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Sø gi¶ m«n ph¸i	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Sø gi¶ m«n ph¸i<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010154	Chñ TiÖm Nam phôc	1154	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm Nam phôc	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Chñ TiÖm Nam phôc<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010155	Chñ TiÖm N÷ phôc	1155	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm N÷ phôc	H·y ®Õn <color=yellow>§¹i Lý<color> gÆp <color=yellow>Chñ TiÖm N÷ phôc<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010156	B¹ch Doanh Doanh	1156	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	B¹ch Doanh Doanh	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>B¹ch Doanh Doanh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010157	C©u S¸ch	1157	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	C©u S¸ch	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>C©u S¸ch<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010158	Ph­¬ng Viªn	1158	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Ph­¬ng Viªn	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>Ph­¬ng ViÖn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010159	V­u Dung	1159	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	V­u Dung	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>V­u Dung<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010160	T©y §å	1160	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	T©y §å	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>T©y §å<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010161	LiÔu T©n Tróc	1161	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	LiÔu T©n Tróc	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>LiÔu T©n Tróc<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010162	Ng« Ng«n	1162	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Ng« Ng«n	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>Ng« Ng«n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010163	Hïng LËp	1163	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Hïng LËp	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>Hïng LËp<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010164	Th¸i Quang	1164	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Th¸i Quang	H·y ®Õn <color=yellow>Ngò §éc Gi¸o<color> gÆp <color=yellow>TÇn Quang<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010165	Sµi Hoµng Nhi	1165	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Sµi Hoµng Nhi	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>Sµi Hoµng Nhi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010166	Hé MÉn	1166	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Hé MÉn	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>Hé MÉn<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010167	L­u Thanh Mi	1167	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	L­u Thanh Mi	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>L­u Thanh Mi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010168	Chu Tö V¨n	1168	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Chu Tö V¨n	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>Chu Tö V¨n<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010169	Hå Man Thµnh	1169	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Hå Man Thµnh	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>Hå Man Thµnh<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010170	Hµ Hµi	1170	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	Hµ Hµi	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>Hµ Hµi<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010171	X¶o X¶o	1171	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	40	40	40	40	X¶o X¶o	H·y ®Õn <color=yellow>Thóy Yªn<color> gÆp <color=yellow>X¶o X¶o<color> nãi hµng ®Õn råi, cã r¶nh ®Õn lÊy.	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010172	Vi ¦ng	1172	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Vi ¦ng	Xin gióp ta ®Õn <color=yellow>H¹nh Hoa th«n<color> nãi víi <color=yellow>Vi øng<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010173	Tr­¬ng V©n	1173	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Tr­¬ng V©n	Xin gióp ta ®Õn <color=yellow>H¹nh Hoa th«n<color> nãi víi <color=yellow>Tr­¬ng V©n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010174	B¸ch Thóy B×nh	1174	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	B¸ch Thóy B×nh	Xin gióp ta ®Õn <color=yellow>H¹nh Hoa th«n<color> nãi víi <color=yellow>B¸ch Thóy B×nh<color> ®Õn nhËn hµng!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, d­îc liÖu ng­êi cÇn ®· cã!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010175	Th­ sinh kú qu¸i	1175	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Th­ sinh kú qu¸i	Xin gióp ta ®Õn <color=yellow>T©y BiÖn Kinh<color> nãi víi <color=yellow>Th­ sinh kú qu¸i<color> ®Õn nhËn s¸ch!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, s¸ch ng­êi cÇn ®· cã!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010176	Hµ Tó C«	1176	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Hµ Tó C«	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>Hµ Tó C«<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010177	TiÓu Hæ	1177	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	TiÓu Hæ	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>TiÓu Hæ<color> ®Õn nhËn hµng!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, ngùa gç ng­êi cÇn L­u NhÊt Phñ ®· lµm xong!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010178	Th«n tr­ëng	1178	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Th«n tr­ëng	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>Th«n tr­ëng<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010179	Hµ Th¹c Cö	1179	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Hµ Th¹c Cö	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>Hµ Th¹c Cö<color> ®Õn nhËn s¸ch!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, s¸ch ng­êi cÇn ®· cã!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010180	NhÞ Hçn	1180	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	NhÞ Hçn	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>NhÞ Hçn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010181	L·nh ®¹i phu	1181	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	L·nh ®¹i phu	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>L·nh ®¹i phu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010182	Tèng Giang	1182	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Tèng Giang	Xin gióp ta ®Õn <color=yellow>L­¬ng S¬n B¹c<color> nãi víi <color=yellow>Tèng Giang<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010183	Th­ §ång	1183	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Th­ §ång	Xin gióp ta ®Õn <color=yellow>Linh B¶o s¬n<color> nãi víi <color=yellow>Th­ ®ång<color> ®Õn lÊy hµng!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, chuyÕn xe ng­êi muèn ®ãn s¾p ®Õn, xin h·y ®îi thªm mét thêi gian.	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010184	Th«n d©n	1184	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Th«n d©n	Xin gióp ta ®Õn <color=yellow>T©y Thµnh §«<color> nãi víi <color=yellow>Th«n d©n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010185	Ph¹m Träng Yªm	1185	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Ph¹m Träng Yªm	Xin gióp ta ®Õn <color=yellow>Nam Thµnh §«<color> nãi víi <color=yellow>Ph¹m Träng Yªm<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010186	Gia C¸t Kú	1186	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Gia C¸t Kú	Xin gióp ta ®Õn <color=yellow>Nam Thµnh §«<color> nãi víi <color=yellow>Gia C¸t Kú<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010187	Binh sÜ	1187	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Binh sÜ	Xin gióp ta ®Õn <color=yellow>Nam Thµnh §«<color> nãi víi <color=yellow>Binh sÜ<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010188	§éi tr­ëng Binh sÜ	1188	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	§éi tr­ëng Binh sÜ	Xin gióp ta ®Õn <color=yellow>Nam Thµnh §«<color> nãi víi <color=yellow>Binh sÜ ®éi tr­ëng<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010189	Tr­¬ng §×nh	1189	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Tr­¬ng §×nh	Xin gióp ta ®Õn <color=yellow>Giang T©n th«n<color> nãi víi <color=yellow>Tr­¬ng §×nh<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010190	LiÖp Hé	1190	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	LiÖp Hé	Xin gióp ta ®Õn <color=yellow>B¾c Thµnh §«<color> nãi víi <color=yellow>Thî s¨n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010191	§øa bÐ ®¸ng th­¬ng	1191	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	§øa bÐ ®¸ng th­¬ng	Xin gióp ta ®Õn <color=yellow>§«ng BiÖn Kinh<color> nãi víi <color=yellow>TiÓu Hæ Tö<color> ®Õn nhËn ngùa gç!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, ngùa gç ng­êi cÇn L­u NhÊt Phñ ®· lµm xong!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010192	Chñ tiÖm nhá	1192	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Chñ tiÖm nhá	Xin gióp ta ®Õn <color=yellow>B¾c Thµnh §«<color> nãi víi <color=yellow>Chñ tiÖm nhá<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010193	TrÇn Phi D­¬ng	1193	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	TrÇn Phi D­¬ng	Xin gióp ta ®Õn <color=yellow>KiÕm C¸c Thôc §¹o<color> nãi víi <color=yellow>TrÇn Phi D­¬ng<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010194	Th¸c B¹t Kú	1194	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Th¸c B¹t Kú	Xin gióp ta ®Õn <color=yellow>KiÕm M«n Quan<color> nãi víi <color=yellow>Th¸c B¹t Kú<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010195	L¹c Ph¸ch S¬n tÆc	1195	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	L¹c Ph¸ch S¬n tÆc	Xin gióp ta ®Õn <color=yellow>Phôc Ng­u s¬n<color> nãi víi <color=yellow>S¬n tÆc<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010196	Lam D· Quû	1196	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Lam D· Quû	Xin gióp ta ®Õn <color=yellow>TÇng 1 Phong Ma ®éng<color> ë Giang T©n th«n nãi víi <color=yellow>Lam D· Quû<color> ®Õn nhËn §Þa Phñ Håi Phï!	§Þa phñ håi phï ®· vÏ xong, cã r¶nh h·y ®Õn lÊy, h·y nhí ban ®ªm míi cã thÓ ®Õn lÊy.	Xin ®a t¹! Cuèi cïng ®· cã thÓ vÒ nhµ råi.
50010197	Kim Phông	1197	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Kim Phông	Xin gióp ta ®Õn <color=yellow>Mé TuyÕt S¬n Trang<color> nãi víi <color=yellow>Cöu §Çu Kim Phông<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010198	ThuyÒn Phu §µo Hoa ®¶o	1198	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	ThuyÒn Phu §µo Hoa ®¶o	Xin gióp ta ®Õn <color=yellow>§µo Hoa ®¶o<color> nãi víi <color=yellow>ThuyÒn phu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010199	ThuyÒn phu H¶i T©n	1199	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	ThuyÒn phu H¶i T©n	Xin gióp ta ®Õn <color=yellow>§«ng H¶i H¶i T©n<color> nãi víi <color=yellow>ThuyÒn phu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010200	H­íng Ty Thanh	1200	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	H­íng Ty Thanh	Xin gióp ta ®Õn <color=yellow>Long TuyÒn th«n<color> nãi víi <color=yellow>H­íng Ti Thanh<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010201	§­êng Ninh	1201	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	§­êng Ninh	Xin gióp ta ®Õn <color=yellow>Vò Di s¬n<color> nãi víi <color=yellow>§­êng Ninh<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
