EnhanceID	SuccessRate	_type	Item_Count	Item_GDP	NeedMoney	Stuff_1_Need	Stuff_1_Count	Stuff_1_GDP	SampleItem_1	StuffName_1	Stuff_2_Need	Stuff_2_Count	Stuff_2_GDP	SampleItem_2	StuffName_2	Stuff_3_Need	Stuff_3_Count	Stuff_3_GDP	SampleItem_3	StuffName_3	Stuff_4_Need	Stuff_4_Count	Stuff_4_GDP	SampleItem_4	StuffName_4
525	100	shimen4	1	0;5;1234	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
526	100	shimen4	1	0;2;1431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
527	100	shimen4	1	0;2;1432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
528	100	shimen4	1	0;2;1433	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
529	100	shimen4	1	0;2;1434	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
530	100	shimen4	1	0;9;1531	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
531	100	shimen4	1	0;9;1532	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
532	100	shimen4	1	0;9;1533	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
533	100	shimen4	1	0;9;1534	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
534	100	shimen4	1	0;6;1731	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
535	100	shimen4	1	0;6;1732	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
536	100	shimen4	1	0;6;1733	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
537	100	shimen4	1	0;6;1734	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
538	100	shimen4	1	0;4;1831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
539	100	shimen4	1	0;4;1832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
540	100	shimen4	1	0;4;1833	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
541	100	shimen4	1	0;4;1834	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
542	100	shimen4	1	0;7;2031	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
543	100	shimen4	1	0;7;2032	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
544	100	shimen4	1	0;7;2033	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
545	100	shimen4	1	0;7;2034	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
546	100	shimen4	1	0;11;2131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
547	100	shimen4	1	0;11;2132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
548	100	shimen4	1	0;11;2133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
549	100	shimen4	1	0;11;2134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
550	100	shimen4	1	0;103;231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
551	100	shimen4	1	0;103;232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
552	100	shimen4	1	0;103;331	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
553	100	shimen4	1	0;103;332	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
554	100	shimen4	1	0;103;431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
555	100	shimen4	1	0;103;432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
556	100	shimen4	1	0;103;631	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
557	100	shimen4	1	0;103;632	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
558	100	shimen4	1	0;103;633	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
559	100	shimen4	1	0;103;634	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
560	100	shimen4	1	0;103;831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
561	100	shimen4	1	0;103;832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
562	100	shimen4	1	0;103;931	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
563	100	shimen4	1	0;103;932	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
564	100	shimen4	1	0;103;1131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
565	100	shimen4	1	0;103;1132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
566	100	shimen4	1	0;103;1133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
567	100	shimen4	1	0;103;1134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
568	100	shimen4	1	0;103;1231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
569	100	shimen4	1	0;103;1232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
570	100	shimen4	1	0;103;1233	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
571	100	shimen4	1	0;103;1234	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
572	100	shimen4	1	0;103;1431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
573	100	shimen4	1	0;103;1432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
574	100	shimen4	1	0;103;1433	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
575	100	shimen4	1	0;103;1434	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
576	100	shimen4	1	0;103;1531	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
577	100	shimen4	1	0;103;1532	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
578	100	shimen4	1	0;103;1533	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
579	100	shimen4	1	0;103;1534	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
580	100	shimen4	1	0;103;1731	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
581	100	shimen4	1	0;103;1732	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
582	100	shimen4	1	0;103;1733	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
583	100	shimen4	1	0;103;1734	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
584	100	shimen4	1	0;103;1831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
585	100	shimen4	1	0;103;1832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
586	100	shimen4	1	0;103;1833	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
587	100	shimen4	1	0;103;1834	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
588	100	shimen4	1	0;103;2031	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
589	100	shimen4	1	0;103;2032	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
590	100	shimen4	1	0;103;2033	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
591	100	shimen4	1	0;103;2034	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
592	100	shimen4	1	0;103;2131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
593	100	shimen4	1	0;103;2132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
594	100	shimen4	1	0;103;2133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
595	100	shimen4	1	0;103;2134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
596	100	shimen4	1	0;100;231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
597	100	shimen4	1	0;100;232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
598	100	shimen4	1	0;100;331	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
599	100	shimen4	1	0;100;332	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
600	100	shimen4	1	0;100;431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
601	100	shimen4	1	0;100;432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
602	100	shimen4	1	0;100;631	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
603	100	shimen4	1	0;100;632	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
604	100	shimen4	1	0;100;633	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
605	100	shimen4	1	0;100;634	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
606	100	shimen4	1	0;100;831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
607	100	shimen4	1	0;100;832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
608	100	shimen4	1	0;100;931	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
609	100	shimen4	1	0;100;932	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
610	100	shimen4	1	0;100;1131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
611	100	shimen4	1	0;100;1132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
612	100	shimen4	1	0;100;1133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
613	100	shimen4	1	0;100;1134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
614	100	shimen4	1	0;100;1231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
615	100	shimen4	1	0;100;1232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
616	100	shimen4	1	0;100;1233	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
617	100	shimen4	1	0;100;1234	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
618	100	shimen4	1	0;100;1431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
619	100	shimen4	1	0;100;1432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
620	100	shimen4	1	0;100;1433	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
621	100	shimen4	1	0;100;1434	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
622	100	shimen4	1	0;100;1531	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
623	100	shimen4	1	0;100;1532	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
624	100	shimen4	1	0;100;1533	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
625	100	shimen4	1	0;100;1534	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
626	100	shimen4	1	0;100;1731	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
627	100	shimen4	1	0;100;1732	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
628	100	shimen4	1	0;100;1733	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
629	100	shimen4	1	0;100;1734	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
630	100	shimen4	1	0;100;1831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
631	100	shimen4	1	0;100;1832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
632	100	shimen4	1	0;100;1833	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
633	100	shimen4	1	0;100;1834	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
634	100	shimen4	1	0;100;2031	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
635	100	shimen4	1	0;100;2032	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
636	100	shimen4	1	0;100;2033	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
637	100	shimen4	1	0;100;2034	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
638	100	shimen4	1	0;100;2131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
639	100	shimen4	1	0;100;2132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
640	100	shimen4	1	0;100;2133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
641	100	shimen4	1	0;100;2134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
642	100	shimen4	1	0;101;231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
643	100	shimen4	1	0;101;232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
644	100	shimen4	1	0;101;331	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
645	100	shimen4	1	0;101;332	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
646	100	shimen4	1	0;101;431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
647	100	shimen4	1	0;101;432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
648	100	shimen4	1	0;101;631	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
649	100	shimen4	1	0;101;632	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
650	100	shimen4	1	0;101;633	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
651	100	shimen4	1	0;101;634	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
652	100	shimen4	1	0;101;831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
653	100	shimen4	1	0;101;832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
654	100	shimen4	1	0;101;931	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
655	100	shimen4	1	0;101;932	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
656	100	shimen4	1	0;101;1131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
657	100	shimen4	1	0;101;1132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
658	100	shimen4	1	0;101;1133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
659	100	shimen4	1	0;101;1134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
660	100	shimen4	1	0;101;1231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
661	100	shimen4	1	0;101;1232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
662	100	shimen4	1	0;101;1233	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
663	100	shimen4	1	0;101;1234	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
664	100	shimen4	1	0;101;1431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
665	100	shimen4	1	0;101;1432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
666	100	shimen4	1	0;101;1433	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
667	100	shimen4	1	0;101;1434	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
668	100	shimen4	1	0;101;1531	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
669	100	shimen4	1	0;101;1532	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
670	100	shimen4	1	0;101;1533	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
671	100	shimen4	1	0;101;1534	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
672	100	shimen4	1	0;101;1731	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
673	100	shimen4	1	0;101;1732	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
674	100	shimen4	1	0;101;1733	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
675	100	shimen4	1	0;101;1734	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
676	100	shimen4	1	0;101;1831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
677	100	shimen4	1	0;101;1832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
678	100	shimen4	1	0;101;1833	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
679	100	shimen4	1	0;101;1834	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
680	100	shimen4	1	0;101;2031	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
681	100	shimen4	1	0;101;2032	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
682	100	shimen4	1	0;101;2033	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
683	100	shimen4	1	0;101;2034	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
684	100	shimen4	1	0;101;2131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
685	100	shimen4	1	0;101;2132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
686	100	shimen4	1	0;101;2133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
687	100	shimen4	1	0;101;2134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
688	100	shimen4	1	0;102;231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
689	100	shimen4	1	0;102;232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
690	100	shimen4	1	0;102;331	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
691	100	shimen4	1	0;102;332	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
692	100	shimen4	1	0;102;431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
693	100	shimen4	1	0;102;432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
694	100	shimen4	1	0;102;631	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
695	100	shimen4	1	0;102;632	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
696	100	shimen4	1	0;102;633	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
697	100	shimen4	1	0;102;634	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
698	100	shimen4	1	0;102;831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
699	100	shimen4	1	0;102;832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
700	100	shimen4	1	0;102;835	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
701	100	shimen4	1	0;102;836	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
702	100	shimen4	1	0;102;1131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
703	100	shimen4	1	0;102;1132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
704	100	shimen4	1	0;102;1133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
705	100	shimen4	1	0;102;1134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
706	100	shimen4	1	0;102;1231	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
707	100	shimen4	1	0;102;1232	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
708	100	shimen4	1	0;102;1233	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
709	100	shimen4	1	0;102;1234	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
710	100	shimen4	1	0;102;1431	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
711	100	shimen4	1	0;102;1432	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
712	100	shimen4	1	0;102;1433	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
713	100	shimen4	1	0;102;1434	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
714	100	shimen4	1	0;102;1531	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
715	100	shimen4	1	0;102;1532	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
716	100	shimen4	1	0;102;1533	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
717	100	shimen4	1	0;102;1534	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
718	100	shimen4	1	0;102;1731	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
719	100	shimen4	1	0;102;1732	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
720	100	shimen4	1	0;102;1733	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
721	100	shimen4	1	0;102;1734	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
722	100	shimen4	1	0;102;1831	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
723	100	shimen4	1	0;102;1832	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
724	100	shimen4	1	0;102;1833	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
725	100	shimen4	1	0;102;1834	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
726	100	shimen4	1	0;102;2031	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
727	100	shimen4	1	0;102;2032	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
728	100	shimen4	1	0;102;2033	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
729	100	shimen4	1	0;102;2034	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
730	100	shimen4	1	0;102;2131	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
731	100	shimen4	1	0;102;2132	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
732	100	shimen4	1	0;102;2133	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
733	100	shimen4	1	0;102;2134	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
734	100	shimen4	1	0;102;235	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
735	100	shimen4	1	0;102;236	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
736	100	shimen4	1	0;102;335	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
737	100	shimen4	1	0;102;336	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
738	100	shimen4	1	0;102;435	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
739	100	shimen4	1	0;102;436	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
740	100	shimen4	1	0;102;635	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
741	100	shimen4	1	0;102;636	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
742	100	shimen4	1	0;102;637	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
743	100	shimen4	1	0;102;638	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
744	100	shimen4	1	0;102;931	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
745	100	shimen4	1	0;102;932	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
746	100	shimen4	1	0;102;935	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
747	100	shimen4	1	0;102;936	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
748	100	shimen4	1	0;102;1135	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
749	100	shimen4	1	0;102;1136	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
750	100	shimen4	1	0;102;1137	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
751	100	shimen4	1	0;102;1138	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
752	100	shimen4	1	0;102;1235	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
753	100	shimen4	1	0;102;1236	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
754	100	shimen4	1	0;102;1237	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
755	100	shimen4	1	0;102;1238	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
756	100	shimen4	1	0;102;1435	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
757	100	shimen4	1	0;102;1436	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
758	100	shimen4	1	0;102;1437	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
759	100	shimen4	1	0;102;1438	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
760	100	shimen4	1	0;102;1535	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
761	100	shimen4	1	0;102;1536	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
762	100	shimen4	1	0;102;1537	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
763	100	shimen4	1	0;102;1538	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
764	100	shimen4	1	0;102;1735	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
765	100	shimen4	1	0;102;1736	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
766	100	shimen4	1	0;102;1737	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
767	100	shimen4	1	0;102;1738	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
768	100	shimen4	1	0;102;1835	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
769	100	shimen4	1	0;102;1836	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
770	100	shimen4	1	0;102;1837	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
771	100	shimen4	1	0;102;1838	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
772	100	shimen4	1	0;102;2035	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
773	100	shimen4	1	0;102;2036	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
774	100	shimen4	1	0;102;2037	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
775	100	shimen4	1	0;102;2038	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
776	100	shimen4	1	0;102;2135	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
777	100	shimen4	1	0;102;2136	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
778	100	shimen4	1	0;102;2137	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
779	100	shimen4	1	0;102;2138	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
780	100	xingke	1	0;0;8874	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
781	100	xingke	1	0;0;8875	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
782	100	xingke	1	0;1;8879	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
783	100	xingke	1	0;2;8884	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
784	100	xingke	1	0;2;8885	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
785	100	xingke	1	0;3;8892	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
786	100	xingke	1	0;4;8897	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
787	100	xingke	1	0;5;8900	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
788	100	xingke	1	0;6;8903	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
789	100	xingke	1	0;7;8906	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
790	100	xingke	1	0;8;8909	0	1	1	2;1;30470	2;1;30470	V¹n N¨ng Phï															
