ID	Name	MaxLevel	Faction	Route	Series	ExtraSeries	Type	Style1	Style2	DamageType	TargetType	WeaponLimit	HorseLimit	MoveType	CastInCity	CastInLeftKey	UseAR	Retrusive	FormerSkillID	FollowingSkillID	FollowingSkillBurstMode	FollowingSkillTargetType	NextSkillID	NextSkillWaitTime	MissleID	MissleWaitTime	SubSkill1ID	SubSkill2ID	PoisonFlag	PoisonSeries	MisslesForm	MissleReferenceFrame	MissleGenerateOrder	MissleRelativePosType	MissleGenerateData	MissleClientOnly	MissleStopWhenMove	ValidObject	UseRange	EffectRadius	BurstTime	BurstSpeed	AnkyloseTime	AnkyloseSpeed	MissleNum	LvlSetScript	LevelUpScript	DefaultAttrib1	DefaultValue1	DefaultAttrib2	DefaultValue2	DefaultAttrib3	DefaultValue3	DefaultAttrib4	DefaultValue4	PersistTimeEnhanceCoefficient	PersistTimeUpperLimitSec	SpecialStateLimit
813	Xİch M¹c Yªn Háa (cù)	20					50																		307	36					4		2		18	1					37	100			10	\script\skill\ÆäËû\ÑæÄ».lua		skill_param1	8	skill_param2	8							
814	Tranh M¹c Yªn Háa (cù)	20					50																		308	36					4		2		18	1					37	100			10	\script\skill\ÆäËû\ÑæÄ».lua		skill_param1	8	skill_param2	8							
815	§­êng M«n npc B¹o Vò Lª Hoa Ch©m	20	0	0	0		1	2	2	0	1	-1	1		0	0	1	0							33	4			1		2		2		1			456	500	1	27	100			11	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
816	Nga My npc g·y ®µn	20	0	0	0		1	4	2	1	1	-1	1		0	0	0	0							37	3					2		3		0			456	9999	1	18	100			6	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
817	Lam M¹c Yªn Háa (cù)	20					50																		311	36					4		2		18	1					37	100			10	\script\skill\ÆäËû\ÑæÄ».lua		skill_param1	8	skill_param2	8							
818	C¸i Bang npc BŞ §éng Tóy §iÖp	20	0	0	0		3	14	1		0	-1	0		1	0	0	0																				2								\script\skill\npc¼¼ÄÜ\Ø¤°ïnpc±»¶¯×íµú.lua												
819	C¸i Bang npc Khu Xµ c«n ph¸p	20	0	0	0		1	0	2	0	2	-1	1		0	0	1	1							69	2					1	1	2		4			456	144	1	22	100			3	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
820	Tranh S¾c Yªn Háa (cù)	20					50																		302	36					4		2		18	1					37	100			10	\script\skill\ÆäËû\Ñæ»ğ.lua		skill_param1	8	skill_param2	8							
821	C¸i Bang npc §¶ CÈu c«n ph¸p	20	0	0	0		1	2	2	0	2	-1	1		0	0	1	1							70	4					1	1	2		5			456	144	1	36	100			5	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
822	Vâ §ang npc Vâ §ang kiÕm ph¸p	20	0	0	0		1	4	2	1	2	-1	1		0	0	0	0							8	26					1		2		3			456	500	1	28	100			3	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
823	Lam S¾c Yªn Háa (cù)	20					50																		305	36					4		2		18	1					37	100			10	\script\skill\ÆäËû\Ñæ»ğ.lua		skill_param1	8	skill_param2	8							
824	Vâ §ang npc Tİch D­¬ng kiÕm khİ	20	0	0	0		1	5	2	1	2	-1	1		0	0	0	0							15	45					1		2					456	500	1	55	100			1	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
825	Vâ §ang npc Th¸i Thanh kiÕm khİ	20	0	0	0		1	5	2	1	1	-1	1		0	0	0	1							14	6					0	1	2		1			456	500	1	24	100			7	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
826	Vâ §ang npc ThÊt Tinh QuyÕt	20	0	0	0		1	1	2	0	2	-1	1		0	0	1	1							78	3					1	1	2		2			456	96	1	12	100			7	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
827	Vâ §ang npc ThiÕu D­¬ng quyÕt	20	0	0	0		1	1	2	0	2	-1	1		0	0	0	0							17	18					1		2					456	500	1	27	100			1	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
828	Vâ §ang npc Qu©n Tö C«ng	20	0	0	0		2	8	1		0	-1	1		0	0	0	0								12												456	500	1	18	100				\script\skill\npc¼¼ÄÜ\Îäµ±npc¾ı×Ó¹¦.lua												
829	D­¬ng M«n npc Ph¸ Phong Th­¬ng	20	0	0	0		1	0	2	0	2	-1	0		0	0	1	1							400	3					1	1	2		3			456	300	1	45	100			6	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
830	D­¬ng M«n npc Thiªn Hµnh Th­¬ng	20	0	0	0		1	1	2	0	1	-1	1		0	0	1	1							402	6					1		2		2			456	9999	1	36	100			5	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
831	D­¬ng M«n npc B«n Lang Th­¬ng	20					50																																																			
832	Tranh S¾c Yªn Háa (viªn)	20					50																		302	36					3		1			1					37	100			10	\script\skill\ÆäËû\Ñæ»ğ.lua		skill_param2	200									
833	D­¬ng M«n npc Liªn X¹ ThuËt	20	0	0	0		1	0	2	0	1	-1	0		0	0	1	0							406	8					2		3		3			456	500	1	27	100			9	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
834	Ngò §éc NPC V¹n §éc §o¹t MÖnh §ao	20	0	0	0		1	1	1	0	2	-1	1		0	0	1	1							117	3					1	1	2		2			456	144	1	27	100			6	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
835	Lam S¾c Yªn Háa (viªn)	20					50																		305	36					3		1			1					37	100			10	\script\skill\ÆäËû\Ñæ»ğ.lua		skill_param2	200									
836	Ngò §éc NPC Cuång Phong Tr¶o	20	0	0	0		1	4	2	1	2	-1	1		0	0	1	0							113	3					1	1	2		3			456	300	1	18	75			6	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
837	Ngò §éc NPC §éc Cæ	20					50																																																			
838	Tranh S¾c Yªn Háa (tuyÕn)	20					50																		302	36					0		2		18	1					37	100			10	\script\skill\ÆäËû\Ñæ»ğ.lua		skill_param1	50									
839	Ngò §éc NPC T©m Cæ	20					50																																																			
840	npc gi¶m khİ tÊn c«ng	20	0	0	0		1	0	1	0	2	-1	1		0	0	1	1							75	6					1	1	2					456	300	1	18	100			1	\script\skill\npc¼¼ÄÜ\npc¼õÆø¹¥»÷.lua												
841	Lam S¾c Yªn Háa (tuyÕn)	20					50																		305	36					0		2		18	1					37	100			10	\script\skill\ÆäËû\Ñæ»ğ.lua		skill_param1	50									
842	Tö S¾c Yªn Háa (tuyÕn)	20					50																																																			
843	§¹n tiÓu tuyÕt cÇu	1	0	0	0		1	0	2	2	1	32768	1		0	0	0	0							313	36					1		2					128	9999	1	37	-200			1	\script\skill\ÆÕÍ¨¹¥»÷\Ñ©ÇòÕ¨µ¯.lua		cost_goods_id	219	cost_goods_num	5							
844	§¹n trung tuyÕt cÇu	1	0	0	0		1	0	2	2	1	32768	1		0	0	0	0							314	36					1		2					128	9999	1	37	-200			1	\script\skill\ÆÕÍ¨¹¥»÷\Ñ©ÇòÕ¨µ¯.lua		cost_goods_id	220	cost_goods_num	5							
845	§¹n ®¹i TuyÕt cÇu	1	0	0	0		1	0	2	2	1	32768	1		0	0	0	0							315	36					1		2					128	9999	1	37	-200			1	\script\skill\ÆÕÍ¨¹¥»÷\Ñ©ÇòÕ¨µ¯.lua		cost_goods_id	221	cost_goods_num	5							
846	(NĞm) TiÓu tuyÕt cÇu g©y cho¸ng	1	0	0	0		1	0	2	2	2	32768	1		0	0	0	0							316	9					1		2					128	500	1	19	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\Í¶ÖÀĞ¡Ñ©Çò.lua		cost_goods_id	219	cost_goods_num	1	skill_cast_interval	36					
847	(NĞm) Trung tuyÕt cÇu g©y cho¸ng	1	0	0	0		1	0	2	2	2	32768	1		0	0	0	0							316	36					1		2					128	500	1	37	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\Í¶ÖÀÖĞÑ©Çò.lua		cost_goods_id	220	cost_goods_num	1	skill_cast_interval	36					
848	(NĞm) §¹i tuyÕt cÇu g©y cho¸ng	1	0	0	0		1	0	2	2	2	32768	1		0	0	0	0							316	54					1		2					128	500	1	55	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\Í¶ÖÀ´óÑ©Çò.lua		cost_goods_id	221	cost_goods_num	1	skill_cast_interval	36					
849	(Yªu) TiÓu tuyÕt cÇu mª d­îc	1	0	0	0		1	0	2	2	2	32768	1		0	0	0	0							316	9					1		2					128	500	1	19	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÎÒ°®Ğ¡Ñ©Çò.lua		cost_goods_id	219	cost_goods_num	1	skill_cast_interval	36					
850	(Yªu) Trung tuyÕt cÇu mª d­îc	1	0	0	0		1	0	2	2	2	32768	1		0	0	0	0							316	36					1		2					128	500	1	37	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÎÒ°®ÖĞÑ©Çò.lua		cost_goods_id	220	cost_goods_num	1	skill_cast_interval	36					
851	(Yªu) §¹i tuyÕt cÇu mª d­îc	1	0	0	0		1	0	2	2	2	32768	1		0	0	0	0							316	54					1		2					128	500	1	55	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÎÒ°®´óÑ©Çò.lua		cost_goods_id	221	cost_goods_num	1	skill_cast_interval	36					
852	Trõ cùu tuÕ	1	0	0	0		1	0	2	2	1	-1	1		1	0	0	0							317	18					1		2					1	500	1	54	-100			1			cost_goods_id	214	cost_goods_num	1							
853	Nghªnh t©n niªn	1	0	0	0		1	0	2	2	1	-1	1		1	0	0	0							318	18					1		2					1	500	1	54	-100			1			cost_goods_id	215	cost_goods_num	1							
854	Khai V©n ph¸o	1	0	0	0		1	0	1		2	32768	2		0	0	0	0							319	1					1		2					456	600	1	19	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\¿ªÔÆÅÚ.lua		skill_cast_interval	90									
855	Bİ Èn L«i	1	0	0	0		8	0	1		1	32768	2		0	0	0	0							320	1					1	1	2					456	32	1	19	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÃØÒşÀ×.lua		skill_cast_interval	18									
856	Xung Thiªn L·ng	1	0	0	0		19	0	2		1	32768	2		0	0	0	0								1					0	1	2						600	1	19	-100			9	\script\skill\ÆÕÍ¨¹¥»÷\³åÌìÀË.lua		skill_cast_interval	270									
857	V« Song S¸t	1	0	0	0		1	0	1		1	32768	2		0	0	0	0							321	1					1	0	2					456	9999	1	19	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÎŞË«É±.lua		skill_cast_interval	270									
858	Cuång Lam Kİch	1	0	0	0		1	0	1		1	32768	2		0	0	0	0							322	1					2		3					456	9999	1	19	-100			12	\script\skill\ÆÕÍ¨¹¥»÷\¿ñá°»÷.lua		skill_cast_interval	180									
859	Kú M«n §én	1	0	0	0		2	0	1		0	32768	2		0	0	0	0					860	6		6												2	9999	1	19	-100				\script\skill\ÆÕÍ¨¹¥»÷\ÆæÃÅ¶İ.lua		skill_cast_interval	540									
860	Kú M«n §én (Tö)	1	0	0	0		2	0	1		0	32768	2		0	0	0	0								1												2	9999	1		-100				\script\skill\ÆÕÍ¨¹¥»÷\ÆæÃÅ¶İ(×Ó).lua												
861	TriÖu gäi H»ng Nga	1	0	0	0		50	12	1		1	-1	0		1	0	0	0							323	1					1		2					6	9999	1	2	-100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÕÙ»½æÏ¶ğ.lua												
862	TriÖu gäi HËu NghÖ	1	0	0	0		50	2	1	0	1	-1	0		0	0	0	0					863	5	409	1					3	0	0		0			456	999	1	18	-100			12	\script\skill\ÆÕÍ¨¹¥»÷\ÕÙ»½ºóôà.lua												
863	TriÖu gäi HËu NghÖ (Tö)	1	0	0	0		1	2	1	0	1	-1	0		0	0	0	0					864	5	409	1					3	0	0		0			456	999	1		-100			12	\script\skill\ÆÕÍ¨¹¥»÷\ÕÙ»½ºóôà.lua												
864	TriÖu gäi HËu NghÖ (NhŞ Tö)	1	0	0	0		1	2	1	0	1	-1	0		0	0	0	0							409	1					3	0	0		0			456	999	1		-100			12	\script\skill\ÆÕÍ¨¹¥»÷\ÕÙ»½ºóôà.lua												
865	T­¬ng T­	4	0	0	0		27	12	2		1	-1	1		1	0	0	0																				0	-1	1	18	100				\script\skill\·òÆŞ¼¼ÄÜ\·òÆŞ´«ËÍ.lua												
866	Hãa ®iÖp	5	0	0	0		27	12	2		1	-1	1		1	0	0	0																				48	450	1	18	100				\script\skill\·òÆŞ¼¼ÄÜ\·òÆŞ¸´»î.lua						cost_goods_id	66108	cost_goods_num	1			
867	§iÖp LuyÕn	5	0	0	0		27	12	2		1	-1	1		1	0	0	0																				0	450	1	18	100				\script\skill\·òÆŞ¼¼ÄÜ\·òÆŞ¸¨Öú.lua		skill_cast_interval	5400			cost_goods_id	66108	cost_goods_num	2			
868	???						1																																																			
869	???						1																																																			
870	R¶i kÑo mõng	1	0	0	0		1	0	2		1	-1	0		1	0	0	0																					9999		2	-100																
871	Ph¸o th¨ng thiªn	20					50																		413	0					4		0		0	1					2	-100			24			skill_param1	24	skill_param2	24							
890	Khu vùc H¸i thuèc	1	0	0	0		50																																		90	100																
891	Hç trî MiÔn dŞch 1	4	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÃâÒß×´Ì¬¹â»·1.lua												
892	Hç trî MiÔn dŞch 2	4	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÃâÒß×´Ì¬¹â»·2.lua												
893	Hç trî t¨ng sinh lùc tèi ®a	10	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\Ôö¼ÓÉúÃüÉÏÏŞ¹â»·.lua												
894	Hç trî t¨ng néi lùc tèi ®a	10	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\Ôö¼ÓÄÚÁ¦ÉÏÏŞ¹â»·.lua												
895	Hç trî håi sinh lùc	10	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\»ØÃü¹â»·.lua												
896	Hç trî xuÊt chiªu	10	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\·¢ÕĞ¹â»·.lua												
897	Hç trî Néi, ngo¹i kİch	5	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27					1	1	2					6	9999	19	37	100			1	\script\skill\ÆÕÍ¨¹¥»÷\ÄÚÍâ¹¥¹â»·.lua												
898	Søc m¹nh t¹m th¬i n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\Á¦Á¿ÔİÊ±Ìá¸ß.lua												
899	Néi c«ng t¹m thêi n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\ÄÚ¹¦ÔİÊ±Ìá¸ß.lua												
900	G©n cèt t¹m thêi n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\¸ù¹ÇÔİÊ±Ìá¸ß.lua												
901	Th©n ph¸p t¹m thêi n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\Éí·¨ÔİÊ±Ìá¸ß.lua												
902	Linh ho¹t t¹m thêi n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\¶´²ìÔİÊ±Ìá¸ß.lua												
904	§éc s¸t th­¬ng t¹m thêi n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\¹Æ¶¾ÉËº¦ÔİÊ±Ìá¸ß.lua												
905	Tèc ®é di chuyÓn t¹m thêi n©ng cao	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\ÆäËû\ÒÆ¶¯ËÙ¶ÈÔİÊ±Ìá¸ß.lua												
906	Gi¶m tÊn c«ng hµng lo¹t NPC	10	0	0	0		1	1	1	0	0	-1	0		0	0	0	0							20	6					2	1	0		0			456	600	3	17	100			10	\script\skill\npc¼¼ÄÜ\NPC·¶Î§½µ·À×Óµ¯Èº.lua												
907	ChuyÓn thuéc tİnh c«ng kİch NPC (¢m)	10	0	0	0		1	1	0	1	0	-1	0		0	0	0	0							15	6					1	1	2					456	600	19	17	100			1	\script\skill\npc¼¼ÄÜ\NPC×ªÊôĞÔ¹¥»÷£¨Òõ£©.lua												
908	TÊn c«ng mÊt phÇn tr¨m m¸u NPC	10	0	0	0		1	1	1	0	0	-1	0		0	0	0	0								6					1	1	2					456	600	1	17	100			1	\script\skill\npc¼¼ÄÜ\NPC°Ù·Ö±ÈµôÑª¹¥»÷.lua												
909	L­u HuyÕt NPC	10	0	0	0		1	1	0	1	0	-1	0		0	0	0	0							414	3					1	1	2					456	9999	1	3	100			1	\script\skill\npc¼¼ÄÜ\NPC·¶Î§Á÷Ñª.lua												
910	§éc L­u HuyÕt NPC	10	0	0	0		1	1	1	1	0	-1	0		0	0	0	0							415	3					1	1	2					456	600	1	3	100			1	\script\skill\npc¼¼ÄÜ\NPCĞ¡·¶Î§Ñª¹Æ.lua												
911	Vò NhuËn Chóng Sinh	10	0	0	0		50	12	1	1	1	-1	0		1	0	0	0							417	9					1	0	2					6	999	1	9	100			1	\script\skill\Ì«ÊØ¼¼ÄÜ\ÓêÈóÖÚÉú.lua												
912	Thiªn Gi¸ng Cam L©m	10	0	0	0		50	12	1	1	1	-1	0		1	0	0	0							417	9					1	0	2					6	999	1	9	100			1	\script\skill\Ì«ÊØ¼¼ÄÜ\Ìì½µ¸ÊÁØ.lua												
913	Tu La T¸i ThÕ	10	0	0	0		50	12	1		0	-1	0		1	0	0	0							416	18					1	0	2					2	9999	3	18	100			1	\script\skill\Ì«ÊØ¼¼ÄÜ\ĞŞÂŞÔÙÊÀ.lua												
914	BOSS §¸nh h×nh qu¹t 1 (ngo¹i) 1	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-1.lua												
915	BOSS §¸nh h×nh qu¹t 1 (néi) 1	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-1.lua												
916	BOSS §¸nh h×nh qu¹t 2 (ngo¹i) 1	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷2-1.lua												
917	BOSS §¸nh h×nh qu¹t 2 (néi) 1	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷2-1.lua												
918	BOSS §¸nh h×nh qu¹t 3 (ngo¹i) 1	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							419	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-1.lua												
919	BOSS §¸nh h×nh qu¹t 3 (néi)1	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							419	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-1.lua												
920	BOSS §¸nh h×nh qu¹t 4 (ngo¹i) 1	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷4-1.lua												
921	BOSS §¸nh h×nh qu¹t 4 (néi) 1	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			8	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷4-1.lua												
922	BOSS §¸nh h×nh qu¹t liªn tôc (ngo¹i) 1	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0					923	9	420	6					2		5					456	9999	1	19	100			2	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷1.lua												
923	BOSS §¸nh h×nh qu¹t liªn tôc (ngo¹i)(Tö)1	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							420	6					2		5					456	9999	1		100			8	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷(×Ó)1.lua												
924	BOSS §¸nh h×nh qu¹t liªn tôc (néi)1	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0					925	9	420	6					2		5					456	9999	1	19	100			2	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷1.lua												
925	BOSS §¸nh h×nh qu¹t liªn tôc (néi)(Tö)1	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							420	6					2		5					456	9999	1		100			8	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷(×Ó)1.lua												
926	Ph¹m vi boss g©y ®éc s¸t	20	0	0	7		0	9	1	2	2	-1	0		0	0	0	0							229	6			1		1		2					456	500	1	17	-100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§¶¾ÉËº¦.lua												
927	Ph¹m vi boss gi¶m tèc	20	0	0	7		0	0	1	0	2	-1	0		0	0	0	0							421	6					1		2					456	500	1	17	100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§¼õËÙ.lua												
928	Ph¹m vi boss cho¸ng	20	0	0	7		0	0	1	0	2	-1	0		0	0	0	0							422	6					1		2					456	500	1	17	100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§³Ù»º.lua												
929	Ph¹m vi boss ®øng yªn	20	0	0	7		0	0	1	0	2	-1	0		0	0	0	0							218	6					1		2					456	500	1	17	100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§¶¨Éí.lua												
930	Ph¹m vi boss h«n mª	20	0	0	7		0	0	1	0	2	-1	0		0	0	0	0							216	6					1		2					456	500	1	17	100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§Ë¯Ãß.lua												
931	Ph¹m vi boss cho¸ng	20	0	0	7		0	0	1	0	2	-1	0		0	0	0	0							214	6					1		2					456	500	1	17	100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§Ñ£ÔÎ.lua												
932	Ph¹m vi boss hçn lo¹n	20	0	0	7		0	0	1	0	2	-1	0		0	0	0	0							215	6					1		2					456	500	1	17	100			1	\script\skill\npc¼¼ÄÜ\boss·¶Î§»ìÂÒ.lua												
933	boss huyÕt cæ c«ng kİch	10	0	0	0		0	16	1	1	0	-1	0		0	0	0	0								18			2	2								456	400	1	20	100				\script\skill\npc¼¼ÄÜ\bossÑª¹Æ¹¥»÷.lua												
934	MÊt m¸u theo thêi gian	10	0	0	0		1	8	1	1	1	-1	0		1	0	0	0							132	27	225				1	1	2					6	450	10	37	100			1	\script\skill\npc¼¼ÄÜ\°´Ê±¼äµôÑª.lua												
935	BOSS §¸nh h×nh qu¹t 1 (ngo¹i) 2	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-2.lua												
936	BOSS §¸nh h×nh qu¹t 1 (néi) 2	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-2.lua												
937	BOSS §¸nh h×nh qu¹t 2 (ngo¹i) 2	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷2-2.lua												
938	BOSS §¸nh h×nh qu¹t 2 (néi) 2	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷2-2.lua												
939	BOSS §¸nh h×nh qu¹t 3 (ngo¹i) 2	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							419	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-2.lua												
940	BOSS §¸nh h×nh qu¹t 3 (néi) 2	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							419	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷1-2.lua												
941	BOSS §¸nh h×nh qu¹t 4 (ngo¹i) 2	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷4-2.lua												
942	BOSS §¸nh h×nh qu¹t 4 (néi)2	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							418	6					2		5					456	9999	1	19	100			9	\script\skill\npc¼¼ÄÜ\bossÉÈĞÍ¹¥»÷4-2.lua												
943	BOSS §¸nh h×nh qu¹t liªn tôc (ngo¹i) 2	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0					944	9	424	6					2		5					456	9999	1	19	100			3	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷2.lua												
944	BOSS §¸nh h×nh qu¹t liªn tôc (ngo¹i)(Tö) 2	20	0	0	0		0	0	2	0	1	-1	0		0	0	0	0							424	6					2		5					456	9999	1		100			9	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷(×Ó)2.lua												
945	BOSS §¸nh h×nh qu¹t liªn tôc (néi) 2	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0					946	9	424	6					2		5					456	9999	1	19	100			3	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷2.lua												
946	BOSS §¸nh h×nh qu¹t liªn tôc (néi)(Tö) 2	20	0	0	0		0	4	2	1	1	-1	0		0	0	0	0							424	6					2		5					456	9999	1		100			9	\script\skill\npc¼¼ÄÜ\bossÁ¬ĞøÉÈĞÍ¹¥»÷(×Ó)2.lua												
947	NPC c«ng kİch ngo¹i c«ng nhanh chËm	20	0	0	7		0	0	2	0	2	-1	0		0	0	0	0							423	6					1		2					456	9999	1	17	100			1	\script\skill\ÆÕÍ¨¹¥»÷\npcÆÕÍ¨¹¥»÷.lua												
