name	temp
T©y B¾c Tr¸ng H¸n	T©y B¾c Tr¸ng H¸n
T©y B¾c Yªn H¸n	T©y B¾c Yªn H¸n
NhÊt PhÈm §­êng MËt Sø	NhÊt PhÈm §­êng MËt Sø
Cao thñ quan ngo¹i	Cao thñ quan ngo¹i
NhÊt PhÈm §­êng ¸m S¸y Sø	NhÊt PhÈm §­êng ¸m S¸y Sø
KÎ ®µo mé	KÎ ®µo mé
T©y H¹ Vâ SÜ	T©y H¹ Vâ SÜ
T©y H¹ Dòng SÜ	T©y H¹ Dòng SÜ
D­îc Nh©n	D­îc Nh©n
Ng­êi c©y	Ng­êi c©y
Sa M¹c Hµnh Nh©n	Sa M¹c Hµnh Nh©n
§äat B¶o Nh©n	§äat B¶o Nh©n
Xu©n ThËp Tam n­¬ng	Xu©n ThËp Tam n­¬ng
Phi Th­êng §¹o nh©n	Phi Th­êng §¹o nh©n
Cæ D­¬ng Thó	Cæ D­¬ng Thó
Di Tu kh¸ch	Di Tu kh¸ch
§éc tý	§éc tý
L×a ch©n	L×a ch©n
L·nh qu©n t­îng binh m·	L·nh qu©n t­îng binh m·
TrÊn Mé Thó	TrÊn Mé Thó
TrÊn mé l·nh qu©n	TrÊn mé l·nh qu©n
T©y H¹ Ph¸p v­¬ng	T©y H¹ Ph¸p v­¬ng
Thñ lÜnh D­îc nh©n	Thñ lÜnh D­îc nh©n
§éc Hµnh l·o xµ	§éc Hµnh l·o xµ
Ngò Hµnh Sø Kim	Ngò Hµnh Sø Kim
Ngò Hµnh Sø Méc	Ngò Hµnh Sø Méc
Ngò Hµnh Sø Thñy	Ngò Hµnh Sø Thñy
Ngò Hµnh Sø Háa	Ngò Hµnh Sø Háa
Ngò Hµnh Sø Thæ	Ngò Hµnh Sø Thæ
Nguyªn h×nh Hoan T­îng	Nguyªn h×nh Hoan T­îng
HuyÕt Ma Nh©n	HuyÕt Ma Nh©n
Tr¶o V­¬ng	Tr¶o V­¬ng
D­îc Nh©n Th¶o	D­îc Nh©n Th¶o
TÇn BÊt Tri	TÇn BÊt Tri
TrÇn BÊt Vi	TrÇn BÊt Vi
M· BÊt TiÒn	M· BÊt TiÒn
V­¬ng BÊt Phµm	V­¬ng BÊt Phµm
C«n Lu©n Nam ®Ö tö	C«n Lu©n Nam ®Ö tö
TÝch D­¬ng c¨n kh«i	TÝch D­¬ng c¨n kh«i
TÝch D­¬ng c¨n hoµng	TÝch D­¬ng c¨n hoµng
TÝch D­¬ng c¨n hång	TÝch D­¬ng c¨n hång
Viªn Phi V©n 	Viªn Phi V©n 
C« L©u v­¬ng	C« L©u v­¬ng
Chóa O¸n Hån	Chóa O¸n Hån
D­îc thÊt thñ vÖ	D­îc thÊt thñ vÖ
Ngò Hµnh TrËn Sø	Ngò Hµnh TrËn Sø
Thñ mé nh©n	Thñ mé nh©n
Thñ Mé T­íng Qu©n	Thñ Mé T­íng Qu©n
Chu BÊt HoÆc	Chu BÊt HoÆc
T©y B¾c Quû T­¬ng §Çu	T©y B¾c Quû T­¬ng §Çu
Quèc Tö Gi¸m tuÇn kh¶o	Quèc Tö Gi¸m tuÇn kh¶o
Mai Quý Hoa Lam	Mai Quý Hoa Lam
Mai Quý Hoa Tö	Mai Quý Hoa Tö
Binh sÜ Håi Phong tr¹i	Binh sÜ Håi Phong tr¹i
Tinh anh Håi Phong tr¹i	Tinh anh Håi Phong tr¹i
Håi Phong Tr¹i §éi Tr­ëng	Håi Phong Tr¹i §éi Tr­ëng
Thñ vÖ tr¹i ngùa	Thñ vÖ tr¹i ngùa
Thñ vÖ Kho¸ng tr­êng	Thñ vÖ Kho¸ng tr­êng
Thñ vÖ kho l­¬ng	Thñ vÖ kho l­¬ng
Thñ vÖ Méc tr­êng	Thñ vÖ Méc tr­êng
Thèng lÜnh Håi Phong tr¹i	Thèng lÜnh Håi Phong tr¹i
Thèng lÜnh Thñ Trô	Thèng lÜnh Thñ Trô
TrÊn Mé Trô	TrÊn Mé Trô
Kh«ng cã nÕn vµ ngän ®uèc	Kh«ng cã nÕn vµ ngän ®uèc
§«ng B¾c TrÊn mé T­íng qu©n	§«ng B¾c TrÊn mé T­íng qu©n
§«ng Nam TrÊn mé T­íng qu©n	§«ng Nam TrÊn mé T­íng qu©n
T©y B¾c TrÊn mé T­íng qu©n	T©y B¾c TrÊn mé T­íng qu©n
T©y Nam TrÊn mé T­íng qu©n	T©y Nam TrÊn mé T­íng qu©n
Quû tïy tïng	Quû tïy tïng
Quû Kh«i Lçi	Quû Kh«i Lçi
Quû ThÞ Tïng	Quû ThÞ Tïng
Quû n« béc	Quû n« béc
Kim Kú Sø	Kim Kú Sø
Méc Kú Sø	Méc Kú Sø
Thñy Kú Sø	Thñy Kú Sø
Háa Kú Sø	Háa Kú Sø
Thæ Kú Sø	Thæ Kú Sø
Sa m¹c b¶o r­¬ng	Sa m¹c b¶o r­¬ng
HuyÕt Ma Nh©nHoan T­îng 	HuyÕt Ma Nh©nHoan T­îng 
Quû T­¬ng §ÇuHoan T­îng 	Quû T­¬ng §ÇuHoan T­îng 
TrÊn mé T­íng qu©nHoan T­îng 	TrÊn mé T­íng qu©nHoan T­îng 
Thèng lÜnh t­îng binhHoanT­îng 	Thèng lÜnh t­îng binhHoanT­îng 
TrÊn Mé ThóHoan T­îng 	TrÊn Mé ThóHoan T­îng 
Lý Nguyªn Kh¸nh	Lý Nguyªn Kh¸nh
Nam hå yªu	Nam hå yªu
N÷ hå yªu	N÷ hå yªu
Yªu c¬ Ba T­	T¶ hé ph¸p
T©y Vùc H·n Phô	Hång bµo sø gi¶3
XÝch LuyÖn Háa Hå	Yªu Hå3
LiÖt Nhan Li Long	Phi Thiªn3
¢m NhËt Sø 	H÷u hé ph¸p
Minh NhËt Sø	H¾c bµo sø gi¶1
Gian TÕ Minh gi¸o	Nam ®Ö tö1
§Ö Tö Minh gi¸o	Nam ®Ö tö2
T­îng binh m· Vò VÖ	§ång t­îng
T­îng binh m· ThÞ VÖ	KiÕm t­îng
T­îng binh m· Th©n VÖ	Th­¬ng t­îng
TÇm B¶o Nh©n	§äat B¶o Nh©n
B¹ch Phi	Nam hå yªu
Tö Yªn	N÷ hå yªu
T­îng binh m· Hé VÖ	Cung t­îng
Lam Kú ThÝch Kh¸ch	Lam Kú ThÝch Kh¸ch
ThÝch Kh¸ch Hoµng Kú	ThÝch Kh¸ch Hoµng Kú
ThÝch Kh¸ch Hång Kú	ThÝch Kh¸ch Hång Kú
ThÝch Kh¸ch H¾c Kú	ThÝch Kh¸ch H¾c Kú
ThÝch Kh¸ch B¹ch Kú	ThÝch Kh¸ch B¹ch Kú
Ma Hãa Tèng Binh	ZM_mohuasongbing
Ma Hãa Liªu Binh	ZM_mohualiaobing
Th¹ch Nh©n	ZM_shiren
Thô Qu¸i	ZM_shuguai
