EnhanceID	SuccessRate	Item_Count	Item_G	Item_D	Item_P	Gem_Op	Gem_Socket	NeedMoney	Stuff_1_Need	Stuff_1_Count	Stuff_1_GDP	SampleItem_1	StuffName_1	Stuff_2_Need	Stuff_2_Count	Stuff_2_GDP	SampleItem_2	StuffName_2	Stuff_3_Need	Stuff_3_Count	Stuff_3_GDP	SampleItem_3	StuffName_3	Stuff_4_Need	Stuff_4_Count	Stuff_4_GDP	SampleItem_4	StuffName_4
177	100	1	0	9	30196	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
178	100	1	0	9	30197	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
179	100	1	0	9	30197	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
180	100	1	0	9	30197	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
181	100	1	0	9	30198	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
182	100	1	0	9	30198	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
183	100	1	0	9	30198	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
184	100	1	0	11	30199	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
185	100	1	0	11	30199	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
186	100	1	0	11	30199	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
187	100	1	0	11	30200	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
188	100	1	0	11	30200	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
189	100	1	0	11	30200	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
190	100	1	0	11	30201	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
191	100	1	0	11	30201	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
192	100	1	0	11	30201	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
193	100	1	0	11	30202	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
194	100	1	0	11	30202	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
195	100	1	0	11	30202	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
196	100	1	0	13	30203	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
197	100	1	0	13	30203	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
198	100	1	0	13	30203	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
199	100	1	0	13	30204	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
200	100	1	0	13	30204	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
201	100	1	0	13	30204	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
202	100	1	0	12	30205	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
203	100	1	0	12	30205	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
204	100	1	0	12	30205	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
205	100	1	0	12	30206	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
206	100	1	0	12	30206	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
207	100	1	0	12	30206	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
208	100	1	0	3	30207	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
209	100	1	0	3	30207	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
210	100	1	0	3	30207	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
211	100	1	0	8	30208	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
212	100	1	0	8	30208	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
213	100	1	0	8	30208	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
214	100	1	0	0	30209	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
215	100	1	0	0	30209	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
216	100	1	0	0	30209	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
217	100	1	0	1	30210	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
218	100	1	0	1	30210	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
219	100	1	0	1	30210	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
220	100	1	0	2	30211	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
221	100	1	0	2	30211	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
222	100	1	0	2	30211	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
223	100	1	0	10	30212	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
224	100	1	0	10	30212	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
225	100	1	0	10	30212	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
226	100	1	0	0	30213	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
227	100	1	0	0	30213	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
228	100	1	0	0	30213	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
229	100	1	0	5	30214	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
230	100	1	0	5	30214	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
231	100	1	0	5	30214	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
232	100	1	0	2	30215	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
233	100	1	0	2	30215	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
234	100	1	0	2	30215	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
235	100	1	0	9	30216	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
236	100	1	0	9	30216	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
237	100	1	0	9	30216	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
238	100	1	0	6	30217	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
239	100	1	0	6	30217	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
240	100	1	0	6	30217	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
241	100	1	0	4	30218	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
242	100	1	0	4	30218	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
243	100	1	0	4	30218	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
244	100	1	0	7	30219	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
245	100	1	0	7	30219	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
246	100	1	0	7	30219	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
247	100	1	0	11	30220	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
248	100	1	0	11	30220	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
249	100	1	0	11	30220	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
250	100	1	0	2	30221	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
251	100	1	0	2	30221	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
252	100	1	0	2	30221	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
253	100	1	0	13	30222	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
254	100	1	0	13	30222	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
255	100	1	0	13	30222	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
256	100	1	0	12	30223	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
257	100	1	0	12	30223	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
258	100	1	0	12	30223	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
259	100	1	0	3	30224	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
260	100	1	0	3	30224	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
261	100	1	0	3	30224	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
262	100	1	0	3	30225	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
263	100	1	0	3	30225	0	2		1	2	2;22;102	2;22;102	Huy’tTr›chThπch Lv2	1	2	2;22;202	2;22;202	Nguy÷tBπchThπch Lv2	1	2	2;22;302	2;22;302	HÊ Ph∏ch Thπch C p 2	1	2	2;22;402	2;22;402	Hæc Di÷u Thπch C p 2
264	100	1	0	3	30225	0	3		1	3	2;22;103	2;22;103	Huy’tTr›chThπch Lv3	1	3	2;22;203	2;22;203	Nguy÷tBπchThπch Lv3	1	3	2;22;303	2;22;303	HÊ Ph∏ch Thπch C p 3	1	3	2;22;403	2;22;403	Hæc Di÷u Thπch C p 3
265	100	1	0	8	30226	0	1		1	1	2;22;101	2;22;101	Huy’tTr›chThπch Lv1	1	1	2;22;201	2;22;201	Nguy÷tBπchThπch Lv1	1	1	2;22;301	2;22;301	HÊ Ph∏ch Thπch C p 1	1	1	2;22;401	2;22;401	Hæc Di÷u Thπch C p 1
