ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID																														
970	四灵无双诀	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]%<enter><color=White>激起强劲气流保护周身<enter>受到任何攻击有 <color=Blue0>[=state_0-589824]% <color=White>概率<enter>将攻击者 <color=Blue1>反震击退<enter><color=White>所有辅助效果持续时间缩短 <color=Blue1>[=state_3]%{<enter><color=White>所有辅助效果削弱 <color=Blue1>[=state_2/-1]%}<enter><color=White>同时闪避值增加 <color=Blue1>[=state_1] <color=White>点<enter><color=White>持续时间 <color=Green1>120 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>180 <color=White>秒		100			沾衣十八跌													秘籍\沾衣十八跌.3e	1			秘籍\沾衣十八跌A.wav		秘籍\沾衣十八跌A.wav	9	秘籍\沾衣十八跌B.wav							沾衣十八跌.spr	强大的内气围绕身体四周，如果贸然攻击<enter>会被气流反震	Gold	踏雪无痕	<color=White>自身移动速度提高 <color=Blue1>10%<enter><color=White>增加全属性 <color=Blue1>5<color=White>点																																	
975	金刚般若功	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=Blue0>[=state_0p]% <color=White>概率使周围 <color=Yellow>[=skill_valid_object?392:怪物,456:所有敌方单位] <color=Blue1>被迷惑{<enter><color=White>同时提高目标攻击力 <color=Blue1>[=state_2]%}<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>30 <color=White>秒<enter><color=White>永久效果<enter><color=White>外功攻击提高 <color=Blue1>[=977=state_0]%<color=White>		100			金刚伏魔圈(刀),金刚伏魔圈(棍)		秘籍\mj001_a(金刚伏魔圈).3e	2														秘籍\金刚伏魔圈A.wav											金刚伏魔圈.spr	金刚法阵，伏魔卫道，凡入阵范围者，心志尽乱，<enter>不知所从	Gold	般若灵音	<color=White>降低移动速度 <color=Blue1>15%																																	
978	潜龙寂灭功	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>发动 <color=Blue1>潜龙状态<enter><color=White>攻击有50%概率使敌人减速 <color=Blue1>[=skill_display_persist_time]%<enter><color=White>攻击使敌人后仰概率提高 <color=Blue1>[=state_0]%<enter><color=White>内功点数防御增加 <color=Blue1>[=state_2] <color=White>点<enter><color=White>自身被击退概率降低 <color=Blue1>[=state_1]%<enter><color=White>自身被睡眠、混乱概率降低 <color=Blue1>[=state_4]%<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>60 <color=White>秒<enter><enter><color=White>永久效果<enter><color=White>增加生命上限 <color=Blue1>[=980=state_0] <color=White>点		100			潜龙神功		秘籍\mj00_b(潜龙神功).3e	1										秘籍\mj00_c(潜龙神功).3e	1			秘籍\潜龙神功B.wav		秘籍\潜龙神功A.wav	9								潜龙神功.spr	至阳真气如潜龙长啸而发，拳似龙爪、腿如龙尾、身若蛟龙，<enter>招招如磬龙盘柱，使敌再无可逃	Gold	寂灭无常	<color=White>增加内功点数防御 <color=Blue1>50<enter><color=White>降低被击退、混乱、睡眠概率 <color=Blue1>5%<enter><color=White>提高攻击使敌人减速概率 <color=Blue1>10%																																	
979	潜龙寂灭功(招)									秘籍\mj00_b(潜龙神功).3e	1										秘籍\mj00_c(潜龙神功).3e	1			秘籍\潜龙神功B.wav		秘籍\潜龙神功A.wav	9																																													
981	无尘菩提功	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>发动 <color=Blue1>无尘状态<enter><color=White>每半秒生命回复 <color=Blue1>[=state_0/100]%<enter><color=White>外功比例防御提高 <color=Blue1>[=state_1]%<enter><color=White>移动速度提高 <color=Blue1>[=state_2]%<enter><color=White>武功被打断概率降低 <color=Blue1>[=state_3]%<enter><color=White>状态下攻击力降低 <color=Blue1>[=state_4]%<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <enter><color=White>秒<enter><color=White>武功使用间隔 <color=Green1>180 <color=White>秒<enter><enter><color=White>永久效果<enter><color=White>增加生命上限 <color=Blue1>[=983=state_1] <color=White>点<enter><color=White>增加外功防御点数 <color=Blue1>[=983=state_0] <color=White>点		100			无尘神功		秘籍\mj003_a(无尘神功).3e	1										秘籍\mj003_b(无尘神功).3e	1			秘籍\无尘神功.wav				少林\五转指C.wav							无尘神功.spr	抛却尘世杂念，进入无尘之境，自身几近不灭金身，<enter>来去行云流水，同时戾气全无，出手亦难伤人	Gold	无相无劫	<color=White>每秒回内 <color=Blue1>3%<enter><color=White>内功比例防御提高 <color=Blue1>20%<enter><color=White>移动速度提高 <color=Blue1>20%																																	
982	无尘菩提功(招)									秘籍\mj003_a(无尘神功).3e	1										秘籍\mj003_b(无尘神功).3e	1			秘籍\无尘神功.wav				少林\五转指C.wav																																												
984	天罗连珠网	<color=Blue2>主动陷阱辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1个 <color=Red1>机关<enter><color=White>设置一个持续180秒的陷阱<enter>触发后天罗地网从天而降<enter>将 <color=Blue1>[=416=skill_param2?200:小,400:大] <color=White>范围目标围在中间<enter>网持久度 <color=Blue1>[=416=damage_0] <color=White>点<enter><color=White>网持续时间 <color=Green1>12 <color=White>秒<enter>陷阱埋设数量限制 <color=Blue1>[=skill_missle_num] <color=White>个<enter><color=White>武功使用间隔 <color=Green1>2 <color=White>秒<enter><color=Gray>(效果关联 力量)<enter><enter><color=White>永久效果<enter><color=White>增加生命上限 <color=Blue1>[=985=state_0] <color=White>点<enter><color=White>增加内力上限 <color=Blue1>[=985=state_1] <color=White>点		100			暗器暴击																												天罗地网.spr	机关虽小，却蕴无穷巧力，一旦触发，天罗地网从天而降，<enter>待到发觉，已如瓮中之鳖，力不从心矣	Gold																																			
986	如意金顶功	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>发动 <color=Blue1>锁元状态<enter><color=Gold>观音诀 <color=White>转换为 <color=Gold>锁元功<enter><color=White>内外功比例防御提高 <color=Blue1>[=state_2]%<enter><color=Gold>普济众生 <color=White>使用间隔延长 <color=Blue1>6 <color=White>秒<enter><color=White>锁元功效果：使目标在 <color=Green1>12 <color=White>秒内每秒掉血 <color=Blue1>[=417=state_1] <color=White>点<enter><color=Blue1>对怪物有4倍伤害<enter><color=White><color=White>锁元功使用间隔 <color=Green1>5 <color=White>秒<enter><color=White>锁元状态持续时间 <color=Green1>10 <color=White>分钟<enter>锁元状态使用间隔 <color=Green1>30 <color=White>秒<enter><color=Gray>(效果关联 内功 根骨)<enter><enter><color=White>永久效果<enter><color=White>攻击辅助与防御辅助持续时间延长 <color=Blue1>[=987=state_0]%		100			如意锁元功		秘籍\mj005_a(如意锁元功).3e	2										秘籍\mj005_b(如意锁元功).3e	1			秘籍\如意锁元功.wav											如意锁元功.spr	无边佛法，可生万物如意，心存戾气者，三魂皆散，<enter>五脏俱损	Gold	迷途似海	<color=White>延长目标掉血持续时间 <color=Blue1>3 <color=White>秒			417																														
988	碧海绝音曲	<color=Green3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>快发三道琴声攻击直线敌人<enter>第一道攻击力 <color=Blue1>[=damage_0]<enter><color=White>第二、三道攻击力 <color=Blue1>[=989=damage_0]<enter><color=White>琴声把敌人 <color=Blue1>超强击退<enter><color=White>武功使用间隔 <color=Green1>20 <color=White>秒<enter><color=Gray>(五行 由武器决定)<enter><color=Gray>(效果关联 内功)<enter><enter><color=White>永久效果<enter><color=White>增加生命上限 <color=Blue1>[=991=state_0] <color=White>点		100			碧海潮生曲																												碧海潮生曲.spr	琴声好似浪尖呼啸而出，若无金刚之定力，必似浪卷珍珠，<enter>行踪难觅，是为碧海潮生曲也	Gold	惊涛拍岸	<color=White>第一道琴声 <color=Blue1>攻击范围扩大<enter><color=White>第一道琴声 <color=Blue1>穿透攻击																																	
992	混沌镇岳掌	<color=Blue3>主动高级冲刺攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=Blue1>冲刺攻击<enter><color=White>猛发5拳，威力由自身基本属性决定<enter>每拳攻击力 <color=Blue1>[=407=damage_0]<enter><color=White>攻击打断敌人武功概率提高 <color=Blue1>[=407=damage_2]%<enter><color=White>同时使敌人 <color=Blue1>减速[=407=state_0]%<enter><color=White><color=Blue1>不受攻击反弹<enter><color=White>持续时间 <color=Green1>[=407=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>12 <color=White>秒<enter><color=Gray>(五行 由武器决定)<enter><color=Gray>(效果关联 力量 根骨 身法 内功 洞察)<enter><enter><color=White>永久效果<enter><color=White>增加生命上限 <color=Blue1>[=995=state_0] <color=White>点<enter><color=White>增加内力上限 <color=Blue1>[=995=state_1] <color=White>点		100			舍身诀(刀)																												混沌五岳拳.spr	纵身冲刺至敌身前，以迅雷之势对敌人连发五拳，<enter>力道刚中有柔，可回避敌人反弹之力	Gold	撼岳八方	<color=White>降低外功攻击力 <color=Blue1>10%<enter><color=White>降低外功比例防御 <color=Blue1>5%<enter><color=White>降低命中值 <color=Blue1>100<enter><color=White>降低闪避值 <color=Blue1>100<enter><color=White>降低武功施展速度 <color=Blue1>10%			407																														
993	镇岳掌法							六合拳法		秘籍\mj007_a(混沌五岳拳).3e	1																												撼岳八方																																		
996	揆天游龙棍	<color=Blue3>主动高级外功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>运全身功力挥棍砸地产生强劲气流<enter>攻击力 <color=Blue1>[=damage_0]<enter><color=Blue0>[=damage_1p]% <color=White>概率将周围敌人 <color=Blue1>击倒<enter><color=White>武功使用间隔 <color=Green1>18 <color=White>秒<enter><color=Gray>(五行 由武器决定)<enter><color=Gray>(效果关联 身法 洞察)<enter><enter><color=White>永久效果<enter><color=Gold>霸王卸甲 <color=White>施展速度提高 <color=Blue1>[=998=state_0-7929856]%<enter><color=White>增加生命上限 <color=Blue1>[=998=state_1] <color=White>点<enter><color=White>增加命中值 <color=Blue1>[=998=state_2] <color=White>点		100			揆天大阖棍		秘籍\mj008_a(揆天大阖棍).3e	1														秘籍\揆天大阖棍A.wav											揆天大阖棍.spr	运起全身劲力挥动棍子砸地，激起强大的气流将附近的<enter>敌人击倒，同时致敌重伤	Gold	游龙甩尾	<color=White>附加攻击力 <color=Blue1>500 <color=White>点<enter><color=Blue1>击倒																																	
999	幻影迷踪剑	<color=Green3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>对单体敌人瞬间发出幻影般剑气<enter>第一式攻击力 <color=Blue1>[=damage_0] <color=White>攻击 <color=Blue1>[=skill_missle_num] <color=White>次<enter>第二式攻击力 <color=Blue1>[=1000=damage_0]<enter><color=White>有[=1000=state_0p]%概率使目标 <color=Blue1>混乱2秒<enter><color=White>武功使用间隔 <color=Green1>20 <color=White>秒<enter><color=Gray>(五行 由武器决定)<enter><color=Gray>(效果关联 内功)<enter><enter><color=White>永久效果<enter><color=White>增加内力上限 <color=Blue1>[=1002=state_0] <color=White>点		100			幻影无形剑																												幻影无形剑.spr	瞬间发劲对敌人射出数道无形剑气，致敌重伤，<enter>且可使敌章法全乱	Gold	剑影飞霜	<color=White>最后一剑攻击力提高 <color=Blue1>40%<enter><color=White>30%概率 <color=Blue1>混乱2秒			425																														
1000	幻影迷踪剑(子)																																						剑影飞霜																																		
1003	君子截风诀	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>飞快的用笔风对目标点穴<enter>使目标 <color=Blue1>定身 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter>并有 <color=Blue0>[=1004=state_0p]% <color=White>概率在 <color=Green1>[=1004=skill_effect_persist_time] <color=White>秒内<enter><color=White>使目标 <color=Blue1>麻痹<enter><color=White>同时外功比例防御削减 <color=Blue1>[=1004=state_2]%<enter><color=White>武功使用间隔 <color=Green1>18 <color=White>秒<enter><enter><color=White>永久效果<enter><color=Gold>上清无极功 <color=White>施展速度提高 <color=Blue1>[=1006=state_1-10354688]%<enter><color=White>增加笔伤害 <color=Blue1>[=1006=state_0] <color=White>点<enter><color=White>增加生命上限 <color=Blue1>[=1006=state_2] <color=White>点<enter><color=White>增加命中值 <color=Blue1>[=1006=state_3] <color=White>点		100			君子功		秘籍\mj010_a(君子功).3e	1								秘籍\mj010_c(君子功).3e	2									秘籍\君子功.wav							君子功.spr	凌空点穴，使敌无法动弹，经脉真气受阻，运功不畅，<enter>全身破绽尽现	Gold	影灭风疾	<color=White>麻痹时间延长 <color=Blue1>2 <color=White>秒<enter><color=White>降低攻击力 <color=Blue1>25%			422																														
1004	君子截风诀(子)																																						影灭风疾																																		
1007	镇军飞龙枪	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>身先士卒进入高昂的冲杀状态{<enter><color=White>内外功比例防御削减 <color=Blue1>[=state_0]%}{<enter><color=White>内外功比例防御增强 <color=Blue1>[=state_2]%}<enter><color=White>同时增加内外功点数防御 <color=Blue1>[=state_7] <color=White>点<enter><color=White>缩短 <color=Gold>杨家奔狼枪 <color=White>使用间隔时间 <color=Blue1>[=state_4>/18] <color=White>秒<enter><color=White>缩短 <color=Gold>杨家倒海枪 <color=White>使用间隔时间 <color=Blue1>[=state_5>/18] <color=White>秒<enter><color=White>缩短 <color=Gold>杨家御马术 <color=White>使用间隔时间 <color=Blue1>[=state_6>/18] <color=White>秒<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter>武功使用间隔 <color=Green1>120 <color=White>秒<enter><enter><color=White>永久效果<enter><color=White>所有技能发挥最大攻击概率 <color=Blue1>[=1009=state_0]%<enter><color=White>增加命中值 <color=Blue1>[=1009=state_1] <color=White>点		100	镇军三啸诀				秘籍\mj011_a(镇军三啸诀).3e	1										秘籍\mj011_b(镇军三啸诀).3e	2														镇军三啸诀.spr	身先士卒进入高昂的冲杀状态，扬鞭御马，疾行好似奔狼、<enter>枪风宛若倒海	Gold	蛟龙出水	<color=White>持续时间延长 <color=Blue1>2 <color=White>秒<enter><color=White>提高完全闪避 <color=Blue1>30%																																	
1008	镇军飞龙枪(招)									秘籍\mj011_a(镇军三啸诀).3e	1										秘籍\mj011_b(镇军三啸诀).3e	2																																																			
1010	穿云落虹箭	<color=Blue3>主动高级外功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>穿云神箭以坠月之势攻击目标<enter>命中后将产生爆炸，攻击力 <color=Blue1>[=damage_0]<enter><color=White>爆炸威力 <color=Blue1>不衰减<enter><color=White>攻击打断敌人武功概率提高 <color=Blue1>[=damage_1]%<enter><color=White>武功使用间隔 <color=Green1>20 <color=White>秒<enter><enter><color=White>永久效果<enter><color=Gold>杨家碎金箭 <color=White>施展速度提高 <color=Blue1>[=1012=state_0-48562176]%<enter><color=White>增加生命上限 <color=Blue1>[=1012=state_1] <color=White>点<enter><color=White>增加内力上限 <color=Blue1>[=1012=state_2] <color=White>点		100	穿云坠月箭				秘籍\mj012_a(穿云坠月箭).3e	6														杨门\拉弓声2.wav		武当\炙阳剑气B.wav	9								穿云坠月箭.spr	穿云神箭以坠月之势伤害敌，激起千层气浪，尽扫周围一切	Gold	临渊坠虹	<color=White>降低目标移动速度 <color=Blue1>30% <color=White>持续6秒																																	
1013	幽冥封魔诀	<color=Glod>特殊邪咒	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>上古的邪咒吸取尸体中的怨气<enter>封印低于 <color=Blue1>[=imme_0] <color=White>级的尸体<enter><enter><color=White>永久效果<enter><color=Gold>幽冥封魔咒 <color=White>使自身所受伤害 <color=Blue1>[=1014=state_0]% <color=White>由僵尸承担<enter><color=White>提高自身生命比例上限 <color=Blue1>[=1014=state_1]%<enter><color=White>增加武功出招概率 <color=Blue1>[=1014=state_2]%<enter><color=White>增加内外功点数防御 <color=Blue1>[=1014=state_3] <color=White>点		100			:???°?ü?ê???°,???°?ü?ê??oó		????\708_c(?°áé′ó·¨).3e	6	-1							五毒\708_a(邪灵大法).3e	1					五毒\邪灵大法A.wav	-6										幽冥幻鬼诀.spr	古老的邪咒使自身与尸体生命相连，并且可以封印尸体，随身携带	Gold																																			
1015	幻灵蛊	<color=Gray>灵系特殊防御蛊	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>需要消耗1只 <color=Red1>[=cost_goods_id?1114138:灵蛊,1114139:玲珑蛊,1114140:七彩小仙蛊]<enter><color=White>释放一只灵性极强的蛊<enter>使自身所有能力提高 <color=Blue1>[=state_0]%<enter><color=White>并有 <color=Blue0>[=state_5]% <color=White>概率受到伤害减半{<enter><color=White>七彩小仙蛊[=skill_display_persist_time?1:可]激活蛊组合防御效果}<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>[=skill_cast_interval/18] <color=White>秒<enter><enter><color=White>永久效果<enter><color=White>增加根骨和洞察各 <color=Blue1>[=1016=state_0] <color=White>点		100			??1?													五毒\724_b(灵蛊).3e	2			五毒\毒蛊.wav	9										灵蛊.spr	五毒灵系特殊防御蛊术，灵力极强的小蛊，大大提高主人的能力	Gold																																			
1017	太乙心法	<color=Purple>入门武功	<color=White>限制武器使用 <color=Blue1>剑<enter><color=White>打坐时每10秒增加内力回复 <color=Blue1>[=state_0] <color=White>点<enter>内力上限提高 <color=Blue1>[=state_1]%<enter><color=White>提高内伤回复速度 <color=Blue1>[=state_2]%}<enter><color=Blue1>流派防御修正<enter><color=Blue1>流派药效修正<enter>		100																															太乙心法.spr	昆仑弟子入门心法,有助于内气回复	Gold																																			
1018	雷祭	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]% <enter><color=White>以道符祭天，唤雷<enter>自身处于 <color=Blue1>雷祭状态<enter><color=White>可以施展所有 <color=Blue1>雷系 <color=White>符法<enter><color=White>雷祭不可被某些武功消除<enter><color=White>持续时间 <color=Green1>300 <color=White>秒<enter><color=White>		100			风祭		昆仑\801_a(雷祭).3e	1	-1									昆仑\801_a(雷祭).3e	1	其他\剑c_发散_红.3e	4	昆仑\雷祭.wav						剑.blade	标准男.Ani	白色1.Mtl			雷祭.spr	昆仑符法，燃符祭天，做雷鸣之云气	Gold																																			
1019	风祭	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]% <enter><color=White>以道符祭天，起风<enter>自身处于 <color=Blue1>风祭状态<enter><color=White>可以施展所有 <color=Blue1>风系 <color=White>符法<enter><color=White>风祭不可被某些武功消除<enter><color=White>持续时间 <color=Green1>300 <color=White>秒<enter><color=White>		100			风祭		昆仑\802_a(风祭).3e	1	-1									昆仑\802_a(风祭).3e	1			昆仑\风祭.wav						剑.blade	标准男.Ani	白色1.Mtl			风祭.spr	昆仑符法，燃符祭天，做风啸之云气	Gold																																			
1020	天雷符	<color=Red3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>将雷电之力蕴于掌心，以浑厚内力推出<enter>对敌人攻击力 <color=Blue1>[=damage_0] <color=White>点<enter><color=White>需要 <color=Blue1>雷祭 <color=White>状态<enter><color=Gray>(效果关联 内功)		160			天雷符		昆仑\804_a(天雷符).3e	1														昆仑\天雷符.wav						剑.blade	标准男.Ani	白色1.Mtl			天雷符.spr	昆仑初级雷系符法，以天雷之力穿透邪魔	Gold	瓦釜雷鸣	<color=White>攻击力提高 <color=Blue1>20% 																																	
1021	冰风诀	<color=Red3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>挥出一股旋风<enter>对敌人攻击力 <color=Blue1>[=damage_0] <color=White>点<enter>对敌人造成 <color=Blue1>迟缓效果<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter>需要 <color=Blue1>风祭 <color=White>状态<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 内功 洞察)		100			冰风诀		昆仑\803_a(冰风诀).3e	1														昆仑\冰风诀.wav						剑.blade	标准男.Ani	白色1.Mtl			冰风诀.spr	昆仑初级风系符法，冰屑伴随旋风制敌，可使敌人迟缓	Gold	雪虐风饕	<color=White>击退目标 <color=Blue1>3 <color=White>格																																	
1022	御风诀	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>短时间提高自身移动速度 <color=Blue1>[=state_0]%<enter><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>需要 <color=Blue1>风祭 <color=White>状态<enter><color=White>武功使用间隔 <color=Green1>20 <color=White>秒<enter><color=Gray>(效果关联 内功)		100			御风诀		昆仑\805_a(御风诀).3e	1										昆仑\805_b(御风诀).3e	1			昆仑\御风诀.wav											御风诀.spr	昆仑初级风系符法，疾风绕体，短时间内极大提高自身移动速度	Gold	冯虚御风	<color=White>提高自身必闪 <color=Blue1>30% <color=White>持续5秒																																	
1023	狂雷符	<color=Red3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>在一定范围内随机出现九道落雷<enter>每道落雷攻击力 <color=Blue1>[=damage_0] <color=White>点<enter><color=White>需要 <color=Blue1>雷祭 <color=White>状态<enter><color=Gray>(效果关联 内功)		100			狂雷符		昆仑\806_a(狂雷符).3e	2														昆仑\狂雷符.wav						剑.blade	标准男.Ani	白色1.Mtl			狂雷符.spr	昆仑中级雷系符法，引狂奔天雷，燃灭一切妖孽	Gold	晴空霹雳	<color=White>每道闪电击中目标造成 <color=Blue1>后仰 <color=White>效果<enter><color=White>攻击力提高 <color=Blue1>20% 																																	
1024	轰雷符	<color=Red3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>在指定位置出现一道落雷<enter>落雷初始攻击力 <color=Blue1>[=damage_0] <color=White>点<enter><color=White>并且对周围敌人造成每秒 <color=Blue1>[=state_0] <color=White>点的持续伤害<enter><color=White>同时降低敌人移动速度 <color=Blue1>[=state_1]% <enter><color=White><color=White>持续时间 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter><color=White>需要 <color=Blue1>雷祭 <color=White>状态<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 内功 洞察)		100			轰雷符		昆仑\808_a(轰雷符).3e	1														昆仑\轰雷符.wav						剑.blade	标准男.Ani	白色1.Mtl			轰雷符.spr	昆仑中级雷系符法，灭顶雷霆从天而降，且波及周围敌人	Gold	滚雷延绵	<color=White>持续伤害延长 <color=Blue1>3 <color=White>秒																																	
1025	扬沙诀	<color=Purple>被动武功	<color=White>增加生命上限 <color=Blue1>[=state_0] <color=White>点<enter><color=White>受到减速效果和定身效果持续时间缩短 <color=Blue1>[=state_1]%		100																				昆仑\扬沙诀.wav											扬沙诀.spr	昆仑中级心法，狂沙护体，血气奔涌	Gold																																			
1026	罡风诀	<color=Red3>主动中级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>在周身刮起罡风席卷敌人<enter><color=White>罡风攻击力 <color=Blue1>[=damage_0] <enter><color=White>并将敌人 <color=Blue1>击退<enter><color=White>需要 <color=Blue1>风祭 <color=White>状态<enter><color=White>武功使用间隔 <color=Green1>15 <color=White>秒<enter><color=Gray>(效果关联 内功)		100			罡风诀		昆仑\809_a(罡风诀).3e	1														昆仑\罡风诀.wav						剑.blade	标准男.Ani	白色1.Mtl			罡风诀.spr	昆仑中级风系符法，召强劲罡风，吹开敌人	Gold	风雨如晦	<color=White>降低目标移动速度 <color=Blue1>50% <color=White>持续3秒																																	
1027	爆雷符	<color=Red3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>唤落雷于一点然后向四周爆开<enter><color=White>爆发出 <color=Blue1>[=skill_missle_num] <color=White>道落雷<enter><color=White>每道落雷攻击力 <color=Blue1>[=damage_0]<enter><color=White>需要 <color=Blue1>雷祭 <color=White>状态<enter><color=Gray>(效果关联 内功)		28			爆雷符		昆仑\810_a(爆雷符).3e	2														昆仑\轰雷符.wav						剑.blade	标准男.Ani	白色1.Mtl			爆雷符.spr	昆仑高级雷系符法，唤雷垂直落下爆炸伤敌	Gold	电闪雷鸣	<color=White>额外爆发 <color=Blue1>3 <color=White>道落雷	怒雷破元	<color=White>额外爆发 <color=Blue1>6 <color=White>道落雷																															
1028	仙风流散诀	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>用仙风形成屏障保护自己<enter><color=White>化解 <color=Blue1>[=state_0]% <color=White>的承受伤害<enter><color=White>持续时间 <color=Green1>300 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>60 <color=White>秒		100			仙风流散诀		昆仑\811_a(仙风流散诀).3e	1										昆仑\811_b(仙风流散诀).3e	1			昆仑\仙风流散诀.wav						剑.blade	标准男.Ani	白色1.Mtl			仙风流散诀.spr	昆仑高级风系符法，仙气云绕周身，<enter>减少昆仑弟子所承受的伤害	Gold	风绕霞生	<color=White>提高自身内外功比例防御 <color=Blue1>5% 																																	
1029	五雷正法符	<color=Red3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>引五道落雷攻击指定地点<enter><color=White>每道落雷每秒攻击力 <color=Blue1>[=damage_0] <enter><color=White>并消耗敌人内力 <color=Blue1>[=imme_0]%<enter><color=White>持续时间 <color=Green1>7 <color=White>秒<enter><color=White>需要 <color=Blue1>雷祭 <color=White>状态<enter><color=White>武功使用间隔 <color=Green1>60 <color=White>秒<enter><color=Gray>(效果关联 内功)		87			五雷正法符		昆仑\812_a(五雷正法符).3e	1	-1													昆仑\五雷正法符.wav						剑.blade	标准男.Ani	白色1.Mtl			五雷正法符.spr	昆仑高级雷系符法，以五雷震慑不洁之妖孽	Gold	五雷轰顶	<color=White>攻击力提高 <color=Blue1>20% <enter><color=White>减速 <color=Blue1>50% <color=White>持续 <color=Blue1>2 <color=White>秒	九天雷动	<color=White>攻击力提高 <color=Blue1>50% <enter><color=White>减速 <color=Blue1>75% <color=White>持续 <color=Blue1>2 <color=White>秒																															
