道具种类	具体类别	详细类别	五行属性	等级	银两	数量	师门声望	铜钱	是否做交易记录	道具名称（必须放最后，程序不读）
0	101	1123	0	8	15000000		8000			四海侠之豪气装
0	101	1124	0	8	15000000		8000			四海侠之豪气装
0	101	1201	0	4	70000		250			叫花裤
0	101	1202	0	4	70000		250			叫花裤
0	101	1203	0	4	70000		250			叫花裤
0	101	1204	0	4	70000		250			叫花裤
0	101	1221	0	8	15000000		8000			八袋弟子之聚义装
0	101	1222	0	8	15000000		8000			八袋弟子之聚义装
0	101	1223	0	8	15000000		8000			八袋弟子之聚义装
0	101	1224	0	8	15000000		8000			八袋弟子之聚义装
0	101	1401	0	4	70000		250			清修装
0	101	1402	0	4	70000		250			清修装
0	101	1403	0	4	70000		250			清修装
0	101	1404	0	4	70000		250			清修装
0	101	1421	0	8	15000000		8000			无我道人之四象法装
0	101	1422	0	8	15000000		8000			无我道人之四象法装
0	101	1423	0	8	15000000		8000			无我道人之四象法装
0	101	1424	0	8	15000000		8000			无我道人之四象法装
0	101	1501	0	4	70000		250			清风装
0	101	1502	0	4	70000		250			清风装
0	101	1503	0	4	70000		250			清风装
0	101	1504	0	4	70000		250			清风装
0	101	1521	0	8	15000000		8000			闲云侠道之灵风装
0	101	1522	0	8	15000000		8000			闲云侠道之灵风装
0	101	1523	0	8	15000000		8000			闲云侠道之灵风装
0	101	1524	0	8	15000000		8000			闲云侠道之灵风装
0	101	1701	0	4	70000		250			轻骑装
0	101	1702	0	4	70000		250			轻骑装
0	101	1703	0	4	70000		250			轻骑装
0	101	1704	0	4	70000		250			轻骑装
0	101	1721	0	8	15000000		8000			奋武将军之精甲装
0	101	1722	0	8	15000000		8000			奋武将军之精甲装
0	101	1723	0	8	15000000		8000			奋武将军之精甲装
0	101	1724	0	8	15000000		8000			奋武将军之精甲装
0	101	1801	0	4	70000		250			弩手装
0	101	1802	0	4	70000		250			弩手装
0	101	1803	0	4	70000		250			弩手装
0	101	1804	0	4	70000		250			弩手装
0	101	1821	0	8	15000000		8000			奋威将军之精甲装
0	101	1822	0	8	15000000		8000			奋威将军之精甲装
0	101	1823	0	8	15000000		8000			奋威将军之精甲装
0	101	1824	0	8	15000000		8000			奋威将军之精甲装
0	101	2001	0	4	70000		250			夺魄装
0	101	2002	0	4	70000		250			夺魄装
0	101	2003	0	4	70000		250			夺魄装
0	101	2004	0	4	70000		250			夺魄装
0	101	2021	0	8	15000000		8000			黑无常之猛毒装
0	101	2022	0	8	15000000		8000			黑无常之猛毒装
0	101	2023	0	8	15000000		8000			黑无常之猛毒装
0	101	2024	0	8	15000000		8000			黑无常之猛毒装
0	101	2101	0	4	70000		250			毒蚕装
0	101	2102	0	4	70000		250			毒蚕装
0	101	2103	0	4	70000		250			毒蚕装
0	101	2104	0	4	70000		250			毒蚕装
0	101	2121	0	8	15000000		8000			白无常之诡毒装
0	101	2122	0	8	15000000		8000			白无常之诡毒装
0	101	2123	0	8	15000000		8000			白无常之诡毒装
0	101	2124	0	8	15000000		8000			白无常之诡毒装
0	102	211	0	6	1000000		1500			混元扳指
0	102	212	0	6	1000000		1500			混元扳指
0	102	311	0	6	1000000		1500			禅修扳指
0	102	312	0	6	1000000		1500			禅修扳指
0	102	411	0	6	1000000		1500			斗僧扳指
0	102	412	0	6	1000000		1500			斗僧扳指
0	102	611	0	6	1000000		1500			护卫牌
0	102	612	0	6	1000000		1500			护卫牌
0	102	613	0	6	1000000		1500			护卫牌
0	102	614	0	6	1000000		1500			护卫牌
0	102	811	0	6	1000000		1500			彩羽戒
0	102	812	0	6	1000000		1500			彩羽戒
0	102	911	0	6	1000000		1500			梵音戒
0	102	912	0	6	1000000		1500			梵音戒
0	102	1111	0	6	1000000		1500			除奸佩
0	102	1112	0	6	1000000		1500			除奸佩
0	102	1113	0	6	1000000		1500			除奸佩
0	102	1114	0	6	1000000		1500			除奸佩
0	102	1211	0	6	1000000		1500			惩恶佩
0	102	1212	0	6	1000000		1500			惩恶佩
0	102	1213	0	6	1000000		1500			惩恶佩
0	102	1214	0	6	1000000		1500			惩恶佩
0	102	1411	0	6	1000000		1500			入观令
0	102	1412	0	6	1000000		1500			入观令
0	102	1413	0	6	1000000		1500			入观令
0	102	1414	0	6	1000000		1500			入观令
0	102	1511	0	6	1000000		1500			少阳佩
0	102	1512	0	6	1000000		1500			少阳佩
0	102	1513	0	6	1000000		1500			少阳佩
0	102	1514	0	6	1000000		1500			少阳佩
0	102	1711	0	6	1000000		1500			校尉令
0	102	1712	0	6	1000000		1500			校尉令
0	102	1713	0	6	1000000		1500			校尉令
0	102	1714	0	6	1000000		1500			校尉令
0	102	1811	0	6	1000000		1500			都尉令
0	102	1812	0	6	1000000		1500			都尉令
0	102	1813	0	6	1000000		1500			都尉令
0	102	1814	0	6	1000000		1500			都尉令
0	102	2011	0	6	1000000		1500			催命佩
0	102	2012	0	6	1000000		1500			催命佩
0	102	2013	0	6	1000000		1500			催命佩
0	102	2014	0	6	1000000		1500			催命佩
0	102	2111	0	6	1000000		1500			蚀心佩
0	102	2112	0	6	1000000		1500			蚀心佩
0	102	2113	0	6	1000000		1500			蚀心佩
0	102	2114	0	6	1000000		1500			蚀心佩
2	1	395	0	1	10000		80			达摩堂令一
2	1	396	0	1	500000		3000			达摩堂令二
2	1	397	0	1	10000		80			罗汉堂令一
2	1	398	0	1	500000		3000			罗汉堂令二
2	1	399	0	1	10000		80			藏经阁令一
2	1	400	0	1	500000		3000			藏经阁令二
2	1	401	0	1	10000		80			天机令一
2	1	402	0	1	500000		3000			天机令二
2	1	403	0	1	10000		80			白莲花令一
2	1	404	0	1	500000		3000			白莲花令二
2	1	405	0	1	10000		80			玉韵令一
2	1	406	0	1	500000		3000			玉韵令二
2	1	407	0	1	10000		80			执法长老令一
2	1	408	0	1	500000		3000			执法长老令二
2	1	409	0	1	10000		80			掌棒长老令一
2	1	410	0	1	500000		3000			掌帮长老令二
2	1	411	0	1	10000		80			掌经令一
2	1	412	0	1	500000		3000			掌经令二
2	1	413	0	1	10000		80			太乙令一
2	1	414	0	1	500000		3000			太乙令二
2	1	415	0	1	10000		80			龙骧将令一
2	1	416	0	1	500000		3000			龙骧将令二
2	1	417	0	1	10000		80			虎翼将令一
2	1	418	0	1	500000		3000			虎翼将令二
2	1	419	0	1	10000		80			阎罗令一
2	1	420	0	1	500000		3000			阎罗令二
2	1	421	0	1	10000		80			蛊尊令一
2	1	422	0	1	500000		3000			蛊尊令二
2	2	467	0	8	200000					精制丝线
2	2	468	0	8	200000					精炼黑金
0	109	133	0	1				20		德意战袍
0	109	134	0	1				20		德意战袍
0	109	135	0	1				20		德意战袍
0	109	136	0	1				20		德意战袍
0	109	137	0	1				20		桑巴战袍
0	109	138	0	1				20		桑巴战袍
0	109	139	0	1				20		桑巴战袍
0	109	140	0	1				20		桑巴战袍
0	109	141	0	1				20		阿根战袍
0	109	142	0	1				20		阿根战袍
0	109	143	0	1				20		阿根战袍
0	109	144	0	1				20		阿根战袍
0	109	145	0	1				20		不列颠战袍
0	109	146	0	1				20		不列颠战袍
0	109	147	0	1				20		不列颠战袍
0	109	148	0	1				20		不列颠战袍
0	109	149	0	1				20		比萨战袍
0	109	150	0	1				20		比萨战袍
0	109	151	0	1				20		比萨战袍
0	109	152	0	1				20		比萨战袍
0	109	153	0	1				20		爱菲尔战袍
0	109	154	0	1				20		爱菲尔战袍
0	109	155	0	1				20		爱菲尔战袍
0	109	156	0	1				20		爱菲尔战袍
0	109	157	0	1				20		风车战袍
0	109	158	0	1				20		风车战袍
0	109	159	0	1				20		风车战袍
0	109	160	0	1				20		风车战袍
0	109	161	0	1				20		斗牛战袍
0	109	162	0	1				20		斗牛战袍
0	109	163	0	1				20		斗牛战袍
0	109	164	0	1				20		斗牛战袍
0	109	165	0	1				20		葡国战袍
0	109	166	0	1				20		葡国战袍
0	109	167	0	1				20		葡国战袍
0	109	168	0	1				20		葡国战袍
0	109	169	0	1				20		捷客战袍
0	109	170	0	1				20		捷客战袍
0	109	171	0	1				20		捷客战袍
0	109	172	0	1				20		捷客战袍
2	1	509	0	1	10000					契约书
0	102	221	0	1	30000000		18000			伏魔金刚之战意扳指
0	102	222	0	1	30000000		18000			伏魔金刚之战意扳指
0	102	223	0	1	30000000		18000			伏魔金刚之战意玉戒
0	102	224	0	1	30000000		18000			伏魔金刚之战意玉戒
0	102	321	0	1	30000000		18000			传经法师之禅静扳指
0	102	322	0	1	30000000		18000			传经法师之禅静扳指
0	102	323	0	1	30000000		18000			传经法师之禅静玉戒
0	102	324	0	1	30000000		18000			传经法师之禅静玉戒
0	102	421	0	1	30000000		18000			护法罗汉之斗气扳指
0	102	422	0	1	30000000		18000			护法罗汉之斗气扳指
0	102	423	0	1	30000000		18000			护法罗汉之斗气玉戒
0	102	424	0	1	30000000		18000			护法罗汉之斗气玉戒
0	102	621	0	1	30000000		18000			秘毒刺客之隐秘佩
0	102	622	0	1	30000000		18000			秘毒刺客之隐秘佩
0	102	623	0	1	30000000		18000			秘毒刺客之隐秘佩
0	102	624	0	1	30000000		18000			秘毒刺客之隐秘佩
0	102	625	0	1	30000000		18000			秘毒刺客之隐秘环
0	102	626	0	1	30000000		18000			秘毒刺客之隐秘环
0	102	627	0	1	30000000		18000			秘毒刺客之隐秘环
0	102	628	0	1	30000000		18000			秘毒刺客之隐秘环
0	102	821	0	1	30000000		18000			紫竹使之法云玉戒
0	102	822	0	1	30000000		18000			紫竹使之法云玉戒
0	102	823	0	1	30000000		18000			紫竹使之法云翠戒
0	102	824	0	1	30000000		18000			紫竹使之法云翠戒
0	102	921	0	1	30000000		18000			海月使之法音玉戒
0	102	922	0	1	30000000		18000			海月使之法音玉戒
0	102	923	0	1	30000000		18000			海月使之法音翠戒
0	102	924	0	1	30000000		18000			海月使之法音翠戒
0	102	1121	0	1	30000000		18000			四海侠之豪气佩
0	102	1122	0	1	30000000		18000			四海侠之豪气佩
0	102	1123	0	1	30000000		18000			四海侠之豪气佩
0	102	1124	0	1	30000000		18000			四海侠之豪气佩
0	102	1125	0	1	30000000		18000			四海侠之豪气戒
0	102	1126	0	1	30000000		18000			四海侠之豪气戒
0	102	1127	0	1	30000000		18000			四海侠之豪气戒
0	102	1128	0	1	30000000		18000			四海侠之豪气戒
0	102	1221	0	1	30000000		18000			八袋弟子之聚义佩
0	102	1222	0	1	30000000		18000			八袋弟子之聚义佩
0	102	1223	0	1	30000000		18000			八袋弟子之聚义佩
0	102	1224	0	1	30000000		18000			八袋弟子之聚义佩
0	102	1225	0	1	30000000		18000			八袋弟子之聚义戒
0	102	1226	0	1	30000000		18000			八袋弟子之聚义戒
0	102	1227	0	1	30000000		18000			八袋弟子之聚义戒
0	102	1228	0	1	30000000		18000			八袋弟子之聚义戒
0	102	1421	0	1	30000000		18000			无我道人之四象法戒
0	102	1422	0	1	30000000		18000			无我道人之四象法戒
0	102	1423	0	1	30000000		18000			无我道人之四象法戒
0	102	1424	0	1	30000000		18000			无我道人之四象法戒
0	102	1425	0	1	30000000		18000			无我道人之四象法环
0	102	1426	0	1	30000000		18000			无我道人之四象法环
0	102	1427	0	1	30000000		18000			无我道人之四象法环
0	102	1428	0	1	30000000		18000			无我道人之四象法环
0	102	1521	0	1	30000000		18000			闲云侠道之灵风戒
0	102	1522	0	1	30000000		18000			闲云侠道之灵风戒
0	102	1523	0	1	30000000		18000			闲云侠道之灵风戒
0	102	1524	0	1	30000000		18000			闲云侠道之灵风戒
0	102	1525	0	1	30000000		18000			闲云侠道之灵风环
0	102	1526	0	1	30000000		18000			闲云侠道之灵风环
0	102	1527	0	1	30000000		18000			闲云侠道之灵风环
0	102	1528	0	1	30000000		18000			闲云侠道之灵风环
0	102	1721	0	1	30000000		18000			奋武将军之令符
0	102	1722	0	1	30000000		18000			奋武将军之令符
0	102	1723	0	1	30000000		18000			奋武将军之令符
0	102	1724	0	1	30000000		18000			奋武将军之令符
0	102	1725	0	1	30000000		18000			奋武将军之号旗
0	102	1726	0	1	30000000		18000			奋武将军之号旗
0	102	1727	0	1	30000000		18000			奋武将军之号旗
0	102	1728	0	1	30000000		18000			奋武将军之号旗
0	102	1821	0	1	30000000		18000			奋威将军之令符
0	102	1822	0	1	30000000		18000			奋威将军之令符
0	102	1823	0	1	30000000		18000			奋威将军之令符
0	102	1824	0	1	30000000		18000			奋威将军之令符
0	102	1825	0	1	30000000		18000			奋威将军之号旗
0	102	1826	0	1	30000000		18000			奋威将军之号旗
0	102	1827	0	1	30000000		18000			奋威将军之号旗
0	102	1828	0	1	30000000		18000			奋威将军之号旗
0	102	2021	0	1	30000000		18000			黑无常之猛毒血佩
0	102	2022	0	1	30000000		18000			黑无常之猛毒血佩
0	102	2023	0	1	30000000		18000			黑无常之猛毒血佩
0	102	2024	0	1	30000000		18000			黑无常之猛毒血佩
0	102	2025	0	1	30000000		18000			黑无常之猛毒黑戒
0	102	2026	0	1	30000000		18000			黑无常之猛毒黑戒
0	102	2027	0	1	30000000		18000			黑无常之猛毒黑戒
0	102	2028	0	1	30000000		18000			黑无常之猛毒黑戒
0	102	2121	0	1	30000000		18000			白无常之诡毒血佩
0	102	2122	0	1	30000000		18000			白无常之诡毒血佩
0	102	2123	0	1	30000000		18000			白无常之诡毒血佩
0	102	2124	0	1	30000000		18000			白无常之诡毒血佩
0	102	2125	0	1	30000000		18000			白无常之诡毒黑戒
0	102	2126	0	1	30000000		18000			白无常之诡毒黑戒
0	102	2127	0	1	30000000		18000			白无常之诡毒黑戒
0	102	2128	0	1	30000000		18000			白无常之诡毒黑戒
2	1	510	0	1	1			0		西域宝刀
2	1	511	0	1	1			0		驼绒手套
2	1	512	0	1	1			0		暗烟原石
2	1	513	0	1	1			0		阴魄原石
2	1	514	0	1	1			0		西域精金
2	1	515	0	1	1			0		大鹏蛋
2	1	516	0	1	1			0		雪精原石
2	1	517	0	1	1			0		琥珀原石
2	1	518	0	1	1			0		大鹏羽
2	1	519	0	1	1			0		夜光杯
2	1	520	0	1	1			0		青金原石
2	1	521	0	1	1			0		驼绒
2	1	522	0	1	1			0		西域灵药
2	1	523	0	1	1			0		金刚原石
2	1	524	0	1	1			0		骆驼肉
2	1	525	0	1	1			0		绿柱原石
2	0	515	0	1	800000					庆典焰火
2	0	519	0	1	50000					月饼主料二
2	0	520	0	1	50000					月饼主料三
2	0	521	0	1	1000					月饼辅料一
2	0	522	0	1	1000					月饼辅料二
2	0	523	0	1	1000					月饼辅料三
2	0	524	0	1	1000					高温炭火
2	0	525	0	1	1000					低温炭火
0	200	36	0	1	500			0		方士器
0	200	37	0	1	5200			0		术士器
2	17	1	0	1	100	100		0		蛊虫
2	3	220	0	1	300			0		中雪球
2	3	217	0	1	500			0		炸弹中雪球
2	1	1071	0	1	20000000		12000			伏魔金刚之战意刀谱
2	1	1072	0	1	20000000		12000			伏魔金刚之战意棍谱
2	1	1073	0	1	20000000		12000			传经法师之禅静杖谱
2	1	1074	0	1	20000000		12000			护法罗汉之斗气手谱
2	1	1075	0	1	20000000		12000			秘毒刺客之隐秘针谱
2	1	1076	0	1	20000000		12000			紫竹使之法云剑谱
2	1	1077	0	1	20000000		12000			海月使之法音琴谱
2	1	1078	0	1	20000000		12000			四海侠之豪气手谱
2	1	1079	0	1	20000000		12000			八袋弟子之聚义棒谱
2	1	1080	0	1	20000000		12000			无我道人之四象法剑谱
2	1	1081	0	1	20000000		12000			闲云侠道之灵风刺谱
2	1	1082	0	1	20000000		12000			奋武将军之透甲枪谱
2	1	1083	0	1	20000000		12000			奋威将军之穿甲弓谱
2	1	1084	0	1	20000000		12000			黑无常之猛毒刀谱
2	1	1085	0	1	20000000		12000			白无常之诡毒爪谱
2	1	2003	0	1	1000					Low Sky Oristone
2	1	2004	0	1	10000					Mid Sky Oristone
2	1	2005	0	1	1000000					High Sky Oristone
2	1	2006	0	1	1000					Low Earth Oristone
2	1	2007	0	1	10000					Mid Earth Oristone
2	1	2008	0	1	1000000					High Earth Oristone
2	1	2009	0	1	1000					Low Human Oristone
2	1	2010	0	1	10000					Mid Human Oristone
2	1	2011	0	1	1000000					High Human Oristone
1	5	5	0	1	500			0		FengXiang Warp Charm
2	1	912	0	1	1000					SoulGather Charm
0	103	231	0	8	0		12000			School No.4
0	100	231	0	8	0		12000			
0	101	231	0	8	0		12000			
0	102	231	0	8	0		12000			
0	102	235	0	8	0		12000			
0	3	231	0	8	0		12000			
0	5	231	0	8	0		12000			
0	103	232	0	8	0		12000			
0	100	232	0	8	0		12000			
0	101	232	0	8	0		12000			
0	102	232	0	8	0		12000			
0	102	236	0	8	0		12000			
0	3	232	0	8	0		12000			
0	5	232	0	8	0		12000			
0	103	331	0	8	0		12000			
0	100	331	0	8	0		12000			
0	101	331	0	8	0		12000			
0	102	331	0	8	0		12000			
0	102	335	0	8	0		12000			
0	8	331	0	8	0		12000			
0	103	332	0	8	0		12000			
0	100	332	0	8	0		12000			
0	101	332	0	8	0		12000			
0	102	332	0	8	0		12000			
0	102	336	0	8	0		12000			
0	8	332	0	8	0		12000			
0	103	431	0	8	0		12000			
0	100	431	0	8	0		12000			
0	101	431	0	8	0		12000			
0	102	431	0	8	0		12000			
0	102	435	0	8	0		12000			
0	0	431	0	8	0		12000			
0	103	432	0	8	0		12000			
0	100	432	0	8	0		12000			
0	101	432	0	8	0		12000			
0	102	432	0	8	0		12000			
0	102	436	0	8	0		12000			
0	0	432	0	8	0		12000			
0	103	631	0	8	0		12000			
0	100	631	0	8	0		12000			
0	101	631	0	8	0		12000			
0	102	631	0	8	0		12000			
0	102	635	0	8	0		12000			
0	1	631	0	8	0		12000			
0	103	632	0	8	0		12000			
0	100	632	0	8	0		12000			
0	101	632	0	8	0		12000			
0	102	632	0	8	0		12000			
0	102	636	0	8	0		12000			
0	1	632	0	8	0		12000			
0	103	633	0	8	0		12000			
0	100	633	0	8	0		12000			
0	101	633	0	8	0		12000			
0	102	633	0	8	0		12000			
0	102	637	0	8	0		12000			
0	1	633	0	8	0		12000			
0	103	634	0	8	0		12000			
0	100	634	0	8	0		12000			
0	101	634	0	8	0		12000			
0	102	634	0	8	0		12000			
0	102	638	0	8	0		12000			
0	1	634	0	8	0		12000			
0	103	831	0	8	0		12000			
0	100	831	0	8	0		12000			
0	101	831	0	8	0		12000			
0	102	831	0	8	0		12000			
0	102	835	0	8	0		12000			
0	2	831	0	8	0		12000			
0	103	832	0	8	0		12000			
0	100	832	0	8	0		12000			
0	101	832	0	8	0		12000			
0	102	832	0	8	0		12000			
0	102	836	0	8	0		12000			
0	2	832	0	8	0		12000			
0	103	931	0	8	0		12000			
0	100	931	0	8	0		12000			
0	101	931	0	8	0		12000			
0	102	931	0	8	0		12000			
0	102	935	0	8	0		12000			
0	10	931	0	8	0		12000			
0	103	932	0	8	0		12000			
0	100	932	0	8	0		12000			
0	101	932	0	8	0		12000			
0	102	932	0	8	0		12000			
0	102	936	0	8	0		12000			
0	10	932	0	8	0		12000			
0	103	1131	0	8	0		12000			
0	100	1131	0	8	0		12000			
0	101	1131	0	8	0		12000			
0	102	1131	0	8	0		12000			
0	102	1135	0	8	0		12000			
0	0	1131	0	8	0		12000			
0	103	1132	0	8	0		12000			
0	100	1132	0	8	0		12000			
0	101	1132	0	8	0		12000			
0	102	1132	0	8	0		12000			
0	102	1136	0	8	0		12000			
0	0	1132	0	8	0		12000			
0	103	1133	0	8	0		12000			
0	100	1133	0	8	0		12000			
0	101	1133	0	8	0		12000			
0	102	1133	0	8	0		12000			
0	102	1137	0	8	0		12000			
0	0	1133	0	8	0		12000			
0	103	1134	0	8	0		12000			
0	100	1134	0	8	0		12000			
0	101	1134	0	8	0		12000			
0	102	1134	0	8	0		12000			
0	102	1138	0	8	0		12000			
0	0	1134	0	8	0		12000			
0	103	1231	0	8	0		12000			
0	100	1231	0	8	0		12000			
0	101	1231	0	8	0		12000			
0	102	1231	0	8	0		12000			
0	102	1235	0	8	0		12000			
0	5	1231	0	8	0		12000			
0	103	1232	0	8	0		12000			
0	100	1232	0	8	0		12000			
0	101	1232	0	8	0		12000			
0	102	1232	0	8	0		12000			
0	102	1236	0	8	0		12000			
0	5	1232	0	8	0		12000			
0	103	1233	0	8	0		12000			
0	100	1233	0	8	0		12000			
0	101	1233	0	8	0		12000			
0	102	1233	0	8	0		12000			
0	102	1237	0	8	0		12000			
0	5	1233	0	8	0		12000			
0	103	1234	0	8	0		12000			
0	100	1234	0	8	0		12000			
0	101	1234	0	8	0		12000			
0	102	1234	0	8	0		12000			
0	102	1238	0	8	0		12000			
0	5	1234	0	8	0		12000			
0	103	1431	0	8	0		12000			
0	100	1431	0	8	0		12000			
0	101	1431	0	8	0		12000			
0	102	1431	0	8	0		12000			
0	102	1435	0	8	0		12000			
0	2	1431	0	8	0		12000			
0	103	1432	0	8	0		12000			
0	100	1432	0	8	0		12000			
0	101	1432	0	8	0		12000			
0	102	1432	0	8	0		12000			
0	102	1436	0	8	0		12000			
0	2	1432	0	8	0		12000			
0	103	1433	0	8	0		12000			
0	100	1433	0	8	0		12000			
0	101	1433	0	8	0		12000			
0	102	1433	0	8	0		12000			
0	102	1437	0	8	0		12000			
0	2	1433	0	8	0		12000			
0	103	1434	0	8	0		12000			
0	100	1434	0	8	0		12000			
0	101	1434	0	8	0		12000			
0	102	1434	0	8	0		12000			
0	102	1438	0	8	0		12000			
0	2	1434	0	8	0		12000			
0	103	1531	0	8	0		12000			
0	100	1531	0	8	0		12000			
0	101	1531	0	8	0		12000			
0	102	1531	0	8	0		12000			
0	102	1535	0	8	0		12000			
0	9	1531	0	8	0		12000			
0	103	1532	0	8	0		12000			
0	100	1532	0	8	0		12000			
0	101	1532	0	8	0		12000			
0	102	1532	0	8	0		12000			
0	102	1536	0	8	0		12000			
0	9	1532	0	8	0		12000			
0	103	1533	0	8	0		12000			
0	100	1533	0	8	0		12000			
0	101	1533	0	8	0		12000			
0	102	1533	0	8	0		12000			
0	102	1537	0	8	0		12000			
0	9	1533	0	8	0		12000			
0	103	1534	0	8	0		12000			
0	100	1534	0	8	0		12000			
0	101	1534	0	8	0		12000			
0	102	1534	0	8	0		12000			
0	102	1538	0	8	0		12000			
0	9	1534	0	8	0		12000			
0	103	1731	0	8	0		12000			
0	100	1731	0	8	0		12000			
0	101	1731	0	8	0		12000			
0	102	1731	0	8	0		12000			
0	102	1735	0	8	0		12000			
0	6	1731	0	8	0		12000			
0	103	1732	0	8	0		12000			
0	100	1732	0	8	0		12000			
0	101	1732	0	8	0		12000			
0	102	1732	0	8	0		12000			
0	102	1735	0	8	0		12000			
0	6	1732	0	8	0		12000			
0	103	1733	0	8	0		12000			
0	100	1733	0	8	0		12000			
0	101	1733	0	8	0		12000			
0	102	1733	0	8	0		12000			
0	102	1737	0	8	0		12000			
0	6	1733	0	8	0		12000			
0	103	1734	0	8	0		12000			
0	100	1734	0	8	0		12000			
0	101	1734	0	8	0		12000			
0	102	1734	0	8	0		12000			
0	102	1738	0	8	0		12000			
0	6	1734	0	8	0		12000			
0	103	1831	0	8	0		12000			
0	100	1831	0	8	0		12000			
0	101	1831	0	8	0		12000			
0	102	1831	0	8	0		12000			
0	102	1835	0	8	0		12000			
0	4	1831	0	8	0		12000			
0	103	1832	0	8	0		12000			
0	100	1832	0	8	0		12000			
0	101	1832	0	8	0		12000			
0	102	1832	0	8	0		12000			
0	102	1836	0	8	0		12000			
0	4	1832	0	8	0		12000			
0	103	1833	0	8	0		12000			
0	100	1833	0	8	0		12000			
0	101	1833	0	8	0		12000			
0	102	1833	0	8	0		12000			
0	102	1837	0	8	0		12000			
0	4	1833	0	8	0		12000			
0	103	1834	0	8	0		12000			
0	100	1834	0	8	0		12000			
0	101	1834	0	8	0		12000			
0	102	1834	0	8	0		12000			
0	102	1838	0	8	0		12000			
0	4	1834	0	8	0		12000			
0	103	2031	0	8	0		12000			
0	100	2031	0	8	0		12000			
0	101	2031	0	8	0		12000			
0	102	2031	0	8	0		12000			
0	102	2035	0	8	0		12000			
0	7	2031	0	8	0		12000			
0	103	2032	0	8	0		12000			
0	100	2032	0	8	0		12000			
0	101	2032	0	8	0		12000			
0	102	2032	0	8	0		12000			
0	102	2036	0	8	0		12000			
0	7	2032	0	8	0		12000			
0	103	2033	0	8	0		12000			
0	100	2033	0	8	0		12000			
0	101	2033	0	8	0		12000			
0	102	2033	0	8	0		12000			
0	102	2037	0	8	0		12000			
0	7	2033	0	8	0		12000			
0	103	2034	0	8	0		12000			
0	100	2034	0	8	0		12000			
0	101	2034	0	8	0		12000			
0	102	2034	0	8	0		12000			
0	102	2038	0	8	0		12000			
0	7	2034	0	8	0		12000			
0	103	2131	0	8	0		12000			
0	100	2131	0	8	0		12000			
0	101	2131	0	8	0		12000			
0	102	2131	0	8	0		12000			
0	102	2135	0	8	0		12000			
0	11	2131	0	8	0		12000			
0	103	2132	0	8	0		12000			
0	100	2132	0	8	0		12000			
0	101	2132	0	8	0		12000			
0	102	2132	0	8	0		12000			
0	102	2136	0	8	0		12000			
0	11	2132	0	8	0		12000			
0	103	2133	0	8	0		12000			
0	100	2133	0	8	0		12000			
0	101	2133	0	8	0		12000			
0	102	2133	0	8	0		12000			
0	102	2137	0	8	0		12000			
0	11	2133	0	8	0		12000			
0	103	2134	0	8	0		12000			
0	100	2134	0	8	0		12000			
0	101	2134	0	8	0		12000			
0	102	2134	0	8	0		12000			
0	102	2138	0	8	0		12000			
0	11	2134	0	8	0		12000			
0	103	241	0	9	0		15000			5th School Set 
0	100	241	0	9	0		15000			
0	101	241	0	9	0		15000			
0	102	241	0	9	0		15000			
0	102	245	0	9	0		15000			
0	3	241	0	9	0		15000			
0	5	241	0	9	0		15000			
0	103	242	0	9	0		15000			
0	100	242	0	9	0		15000			
0	101	242	0	9	0		15000			
0	102	242	0	9	0		15000			
0	102	246	0	9	0		15000			
0	3	242	0	9	0		15000			
0	5	242	0	9	0		15000			
0	103	341	0	9	0		15000			
0	100	341	0	9	0		15000			
0	101	341	0	9	0		15000			
0	102	341	0	9	0		15000			
0	102	345	0	9	0		15000			
0	8	341	0	9	0		15000			
0	103	342	0	9	0		15000			
0	100	342	0	9	0		15000			
0	101	342	0	9	0		15000			
0	102	342	0	9	0		15000			
0	102	346	0	9	0		15000			
0	8	342	0	9	0		15000			
0	103	441	0	9	0		15000			
0	100	441	0	9	0		15000			
0	101	441	0	9	0		15000			
0	102	441	0	9	0		15000			
0	102	445	0	9	0		15000			
0	0	441	0	9	0		15000			
0	103	442	0	9	0		15000			
0	100	442	0	9	0		15000			
0	101	442	0	9	0		15000			
0	102	442	0	9	0		15000			
0	102	446	0	9	0		15000			
0	0	442	0	9	0		15000			
0	103	641	0	9	0		15000			
0	100	641	0	9	0		15000			
0	101	641	0	9	0		15000			
0	102	641	0	9	0		15000			
0	102	645	0	9	0		15000			
0	1	641	0	9	0		15000			
0	103	642	0	9	0		15000			
0	100	642	0	9	0		15000			
0	101	642	0	9	0		15000			
0	102	642	0	9	0		15000			
0	102	646	0	9	0		15000			
0	1	642	0	9	0		15000			
0	103	643	0	9	0		15000			
0	100	643	0	9	0		15000			
0	101	643	0	9	0		15000			
0	102	643	0	9	0		15000			
0	102	647	0	9	0		15000			
0	1	643	0	9	0		15000			
0	103	644	0	9	0		15000			
0	100	644	0	9	0		15000			
0	101	644	0	9	0		15000			
0	102	644	0	9	0		15000			
0	102	648	0	9	0		15000			
0	1	644	0	9	0		15000			
0	103	841	0	9	0		15000			
0	100	841	0	9	0		15000			
0	101	841	0	9	0		15000			
0	102	841	0	9	0		15000			
0	102	845	0	9	0		15000			
0	2	841	0	9	0		15000			
0	103	842	0	9	0		15000			
0	100	842	0	9	0		15000			
0	101	842	0	9	0		15000			
0	102	842	0	9	0		15000			
0	102	846	0	9	0		15000			
0	2	842	0	9	0		15000			
