enum_core	string
LOC_K_ENEMY_UNITNAME	Cõu nh©n\n
LOC_K_WEAPON_DETAILTYPE	§¹o cô cô thÓ
LOC_K_KIND_FILE_SECT1	Tªn tËp tin h­íng dÉn tõng phÇn
LOC_K_KIND_FILE_SECT2	B¶ng ®éng t¸c vò khÝ liªn quan 1
LOC_K_KIND_FILE_SECT3	B¶ng ®éng t¸c vò khÝ liªn quan 2
LOC_K_KIND_FILE_SECT4	B¶ng thø tù h×nh c¸c ®éng t¸c
LOC_K_KIND_FILE_SECT5	Nguån gèc t­ liÖu
LOC_K_WEAPON_PARTICULARTYPE	Ph©n lo¹i chi tiÕt
LOC_K_WEAPON_SKILLID	Sè id kü n¨ng vËt lý t­¬ng øng
LOC_K_MESSAGE_SYSTEM_ANNOUCE_HEAD	Chó ý
LOC_K_KIND_NAME_SECT	Lo¹i h×nh nh©n vËt
LOC_K_KIND_NAME_SPECIAL	NPC ®Æc thï
LOC_K_KIND_NAME_NORMAL	NPC phæ th«ng
LOC_L_CANT_OPEN	Kh«ng thÓ më %s
LOC_L_TONG_TAX	<%s>ThuÕ suÊt thµnh: %u\r\n
LOC_L_SHAREDATABASE_0	T¹o ra mét b¶o vËt %d, %d,%d\n
LOC_L_SHAREDATABASE_1	T¹o ra mét ng«i sao may m¾n %s  %d, %d,%d\n
LOC_L_SHAREDATABASE_2	T¹o ra mét Boss Hoµng Kim %s  index = %d Sid=%d  %d, %d,%d\n
LOC_L_NPC_0	[TrÞ sè]%s bÞ %d ®iÓm ®éc s¸t nguyªn thñy
LOC_L_NPC_1	[TrÞ sè]%s bÞ %d ®iÓm ma ph¸p nguyªn thñy
LOC_L_NPC_2	[TrÞ sè]%s chÞu s¸t th­¬ng thùc tÕ: %d
LOC_L_NPC_3	[TrÞ sè]%s ph¶n ®ßn %d
LOC_L_NPC_4	[TrÞ sè]%s tû lÖ hÊp thô ma ph¸p: %d
LOC_L_NPC_5	[TrÞ sè]%s NÐ tr¸nh
LOC_L_NPC_14	[TrÞ sè]AttackRating %d : Defense %d: RandomPercent (%d, %d)
LOC_L_NPC_15	[error]Lçi nghiªm träng, kh«ng ®äc ®­îc d÷ liÖu %s
LOC_L_NPC_16	Yªu cÇu ®­a vµo Npc %d kh«ng hîp lÖ!
LOC_L_NPCATTRIBM_0	[TrÞ sè]%s b¨ng s¸t t¨ng (%d)
LOC_L_NPCATTRIBM_1	[TrÞ sè]%s háa s¸t t¨ng (%d)
LOC_L_NPCATTRIBM_2	[TrÞ sè]%s l«i s¸t t¨ng (%d)
LOC_L_NPCATTRIBM_3	[TrÞ sè]%s toµn bé c«ng kÝch vËt lý t¨ng %d%
LOC_L_NPCATTRIBM_4	[TrÞ sè]%s c«ng kÝch vËt lý tÇm xa t¨ng %d%
LOC_L_NPCATTRIBM_5	[TrÞ sè]%s c«ng kÝch vËt lý tay kh«ng t¨ng %d%
LOC_L_NPCATTRIBM_6	[TrÞ sè]%s c«ng kÝch vËt lý cËn chiÕn t¨ng %d%
LOC_L_NPCATTRIBM_7	[TrÞ sè]%s c«ng kÝch vËt lý vò khÝ cËn chiÕn %d t¨ng %d%
LOC_L_NPCATTRIBM_8	[TrÞ sè]%s Tr¹ng th¸i ®éc: mçi %d l­ît sÏ ph¸t t¸c 1 lÇn %d, tæng céng cã %d l­ît
LOC_L_NPCATTRIBM_9	[TrÞ sè]%s s¸t th­¬ng vËt lý t¨ng (%d)
LOC_L_NPCATTRIBM_10	[TrÞ sè]%s phßng ngù Ngò Hµnh t¨ng (%d)
LOC_L_NPCATTRIBM_11	[TrÞ sè]%s TÊt c¶ kü n¨ng t¨ng %d cÊp, ch­a hoµn thµnh
LOC_L_NPCATTRIBM_12	[TrÞ sè] §é chÝnh x¸c %s t¨ng %d% (%d ®iÓm)
LOC_L_NPCATTRIBM_13	[TrÞ sè]%s Tèc ®é c«ng kÝch t¨ng %d
LOC_L_NPCATTRIBM_14	[TrÞ sè]%s Tèc ®é ma ph¸p t¨ng %d
LOC_L_NPCATTRIBM_15	[TrÞ sè]%s Phe hiÖn t¹i ®æi sang %d
LOC_L_NPCATTRIBM_16	[TrÞ sè]%s Kh¸ng b¨ng t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_17	[TrÞ sè]%s §é chÝ m¹ng t¨ng %d%
LOC_L_NPCATTRIBM_18	[TrÞ sè]%s §é nhanh nhÑn t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_19	[TrÞ sè]%s Kü n¨ng hÖ Thæ t¨ng %d cÊp
LOC_L_NPCATTRIBM_20	[TrÞ sè]%s Tinh Lùc hiÖn t¹i t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_21	[TrÞ sè]%s Håi phôc ®é nhanh §é chÝnh x¸c t¨ng %d
LOC_L_NPCATTRIBM_22	[TrÞ sè]%s Tèc ®é di chuyÓn t¨ng %d
LOC_L_NPCATTRIBM_23	[TrÞ sè]%s Kü n¨ng hÖ Háa t¨ng %d cÊp
LOC_L_NPCATTRIBM_24	[TrÞ sè]%s Thêi gian ®ãng b¨ng gi¶m %d%
LOC_L_NPCATTRIBM_25	[TrÞ sè]%s ChÊn ®éng t¨ng %d%
LOC_L_NPCATTRIBM_26	[TrÞ sè]%s Møc sinh lùc t¨ng %d% (%d ®iÓm) 
LOC_L_NPCATTRIBM_27	[TrÞ sè]%s Tæng Sinh lùc +%d ®iÓm
LOC_L_NPCATTRIBM_28	[TrÞ sè]%s Tèc ®é håi phôc Sinh lùc +%d ®iÓm
LOC_L_NPCATTRIBM_29	[TrÞ sè]%s Sinh lùc +%d ®iÓm
LOC_L_NPCATTRIBM_30	[TrÞ sè]%s Kh¸ng l«i t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_31	[TrÞ sè]%s MF t¨ng %d, ch­a hoµn thµnh
LOC_L_NPCATTRIBM_32	[TrÞ sè] Møc néi lùc %s t¨ng %d% (%d ®iÓm)
LOC_L_NPCATTRIBM_33	[TrÞ sè]%s Tæng Néi lùc +%d ®iÓm
LOC_L_NPCATTRIBM_34	[TrÞ sè]%s Tèc ®é håi phôc Néi lùc +%d ®iÓm
LOC_L_NPCATTRIBM_35	[TrÞ sè]%s Néi lùc +%d ®iÓm
LOC_L_NPCATTRIBM_36	[TrÞ sè]%s HÊp thô s¸t th­¬ng %d%,  kÐo dµi %d khung h×nh
LOC_L_NPCATTRIBM_37	[TrÞ sè]%s Ph¶n ®ßn vËt lý cËn chiÕn t¨ng %d%
LOC_L_NPCATTRIBM_38	[TrÞ sè]%s ph¶n ®ßn vËt lý cËn chiÕn t¨ng %d
LOC_L_NPCATTRIBM_39	[TrÞ sè]%s Kü n¨ng hÖ Kim t¨ng %d cÊp, ch­a hoµn thµnh
LOC_L_NPCATTRIBM_40	[TrÞ sè]%s Phßng thñ vËt lý t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_41	[TrÞ sè]%s S¸t th­¬ng chuyÓn hãa néi lùc t¨ng %d%
LOC_L_NPCATTRIBM_42	[TrÞ sè]%s §éc s¸t gi¶m %d
LOC_L_NPCATTRIBM_43	[TrÞ sè]%s Kh¸ng ®éc t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_44	[TrÞ sè]%s Thêi gian tróng ®éc gi¶m %d%
LOC_L_NPCATTRIBM_45	[TrÞ sè]%s Ph¶n ®ßn tÇm xa t¨ng %d
LOC_L_NPCATTRIBM_46	[TrÞ sè]%s Ph¶n ®ßn tÇm xa t¨ng %d%
LOC_L_NPCATTRIBM_47	[TrÞ sè]%s Tr¹ng th¸i gi¶m tèc ®é ch­ëng ph¸p trë thµnh %d
LOC_L_NPCATTRIBM_48	[TrÞ sè]%s Møc thÓ lùc t¨ng %d% (%d ®iÓm) 
LOC_L_NPCATTRIBM_49	[TrÞ sè]%s Tæng ThÓ lùc +%d ®iÓm
LOC_L_NPCATTRIBM_50	[TrÞ sè]%s Tèc ®é håi phôc ThÓ lùc +%d ®iÓm
LOC_L_NPCATTRIBM_51	[TrÞ sè]%s ThÓ lùc +%d ®iÓm
LOC_L_NPCATTRIBM_52	[TrÞ sè]%s Hót sinh lùc %d% (t¨ng thªm %d ®iÓm) 
LOC_L_NPCATTRIBM_53	[TrÞ sè]%s Hót néi lùc %d% (t¨ng thªm %d ®iÓm) 
LOC_L_NPCATTRIBM_54	[TrÞ sè]%s Hót thÓ lùc %d% (t¨ng thªm %d ®iÓm) 
LOC_L_NPCATTRIBM_55	[TrÞ sè]%s Søc m¹nh hiÖn t¹i t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_56	[TrÞ sè]%s Thêi gian cho¸ng gi¶m %d
LOC_L_NPCATTRIBM_57	[TrÞ sè]%s Ph¹m vi quan s¸t t¨ng %d
LOC_L_NPCATTRIBM_58	[TrÞ sè]%s Søc sèng hiÖn t¹i t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_59	[TrÞ sè]%s Kü n¨ng hÖ Thñy t¨ng %d cÊp, ch­a hoµn thµnh
LOC_L_NPCATTRIBM_60	[TrÞ sè]%s Kü n¨ng hÖ Méc t¨ng %d cÊp, ch­a hoµn thµnh
LOC_L_NPCATTRIBM_61	[TrÞ sè]%s Kh¸ng Háa t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_62	[TrÞ sè]%s Phßng ngù t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_63	[TrÞ sè]%s B¨ng s¸t t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_64	[TrÞ sè]%s Háa s¸t t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_65	[TrÞ sè]%s L«i s¸t t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_66	[TrÞ sè]%s §éc s¸t t¨ng %d ®iÓm 
LOC_L_NPCATTRIBM_67	[TrÞ sè]%s dïng thuèc båi bæ sinh lùc,  trong vßng %d h×nh,  mçi 10 khung h×nh sÏ håi phôc %d ®iÓm sinh lùc
LOC_L_NPCATTRIBM_68	[TrÞ sè]%s dïng thuèc båi bæ néi lùc,  trong vßng %d h×nh,  mçi 10 khung h×nh sÏ kh«i phôc %d néi lùc
LOC_L_NPCATTRIBM_69	[TrÞ sè]%s Tæng phßng thñ vËt lý t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_70	[TrÞ sè]%s Tæng kh¸ng b¨ng t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_71	[TrÞ sè]%s Tæng kh¸ng háa t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_72	[TrÞ sè]%s Tæng kh¸ng l«i t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_73	[TrÞ sè]%s Tæng kh¸ng ®éc t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_74	[TrÞ sè]%s Tæng kh¸ng ngò hµnh t¨ng %d ®iÓm
LOC_L_NPCATTRIBM_75	[TrÞ sè]%s Lµm cho¸ng t¨ng %d%
LOC_L_NPCATTRIBM_76	[TrÞ sè]%s ChÝ m¹ng t¨ng %d
LOC_L_NPCATTRIBM_77	[TrÞ sè]%s S¸t th­¬ng vËt lý t¨ng (%d)
LOC_L_NPCATTRIBM_78	[TrÞ sè]%s MiÔn dÞch tr¹ng th¸i trë thµnh %d
LOC_L_NPCSET_0	Kh«ng t×m thÊy d÷ liÖu: %s, xin th«ng b¸o cho bé phËn kü thuËt!
LOC_L_NPCSET_1	Kh«ng t×m thÊy d÷ liÖu: %s
LOC_L_NPCTEMPLATE_0	Kh«ng t×m thÊy %s\n
LOC_L_NPCTEMPLATE_1	[%s] sai sãt trong viÖc sö dông [%s] trong GetNpcLevelData, xin h·y kiÓm tra\n
LOC_L_NPCTEMPLATE_2	sai sãt trong viÖc sö dông [%s] trong GetNpcLevelData, xin h·y kiÓm tra\n
LOC_L_NPCTEMPLATE_3	Kh«ng t×m thÊy id chiªu thøc [%s], xin kiÓm tra l¹i!
LOC_L_PLAYER_9	[TrÞ sè]%s t¨ng thªm %d ®iÓm kinh nghiÖm
LOC_L_PLAYER_10	%s(%s) ë %d lu©n phiªn nhÆt %d l­îng\n
LOC_L_PLAYER_12	[%s][%s] §· b¸n %s cho %s, thêi gian t¹o thµnh: %d\r\n
LOC_L_PLAYER_13	Thêi gian giao dÞch: th¸ng %d ngµy %d %d giê %d phót %d gi©y! \r\n\r\n
LOC_L_PLAYER_18	[trade]trade B¾t ®Çu giao dÞch víi %s!
LOC_L_PLAYER_19	[trade]trade nhËn ®­îc tin tøc vÒ tiÒn cña ®èi ph­¬ng: %d
LOC_L_PLAYER_20	[trade]trade Giao dÞch thµnh c«ng!
LOC_L_PLAYER_21	[trade]trade Hñy bá giao dÞch!
LOC_L_PLAYER_22	Tµi kho¶n b¹n ®ang cã vÊn ®Ò, xin h·y liªn l¹c bé phËn hç trî kh¸ch hµng!
LOC_L_PLAYER_23	D÷ liÖu tµi kho¶n cña ®èi ph­¬ng cã vÊn ®Ò.
LOC_L_PLAYER_24	R­¬ng ®ang bÞ khãa! Më khãa míi cã thÓ giao dÞch!
LOC_L_PLAYER_25	RECEIVER:%s T_CONTENT:%d-sè thø tù cña b¹n lµ mËt khÈu cña %s: \n%s
LOC_L_PLAYERCHAT_0	[chat] D÷ liÖu t¸n gÉu cã vÊn ®Ò!
LOC_L_PLAYERSET_4	Script %s kh«ng thÓ ®äc, cã thÓ do tËp tin bÞ lçi!
LOC_L_PlayerSet_AutohangItem	%s nhËn ®­îc %s\n
LOC_L_PLAYERSTALL_30	[%02d:%02d:%02d]: %s<%s> t¹i %s<%s> bá ra %d ®Ó mua [%s]\r\n
LOC_L_PLAYERSTALL_31	[Unknown Time]: %s<%s> t¹i %s<%s> bá ra %d ®Ó mua [%s]\r\n
LOC_L_PLAYERSTALL_32	Thêi gian sinh ra cña [%s] lµ (%u)\r\n\r\n
LOC_L_PlayerTrade_0	[trade]trade nhËn ®­îc tin tøc tr¹ng th¸i giao dÞch: PhÝa ta ®· khãa %d §èi ph­¬ng ®· khãa %d PhÝa ta x¸c nhËn %d §èi ph­¬ng x¸c nhËn %d
LOC_L_BuySell_1	%s(%s) ë %d lu©n phiªn b¸n %s, nhËn ®­îc %d l­îng\n
LOC_L_ITEM_0	Trang bÞ cña %s(%s) bÞ xãa bÊt th­êng\n
LOC_L_ItemList_0	%s(%s) nhËn ®­îc trang bÞ cña %s(%s): %d\n
LOC_L_ItemList_1	[ITEM]ItemListIdx:%d, Item:%d, ItemId:%d
LOC_L_ItemList_2	Khi %s(%s) xãa trang bÞ %d,  th× nã ®· thuéc quyÒn së h÷u cña %d \n 
LOC_L_ItemList_3	[trade]trade §èi t­îng bá ®i vËt phÈm: id:%d  PosX:%d  PosY:%d  Width:%d  Height:%d
LOC_L_ItemList_4	[trade]trade Thuéc tÝnh 1 vËt phÈm nµy:Genre:%d  Detail:%d  Particur:%d  Series:%d
LOC_L_ItemList_5	[trade]trade Thuéc tÝnh 2 vËt phÈm nµy: Level:%d  Luck:%d  RandomSeed:%d  Version:%d  Durability:%d
LOC_L_ItemList_6	[trade]trade Thuéc tÝnh 3 vËt phÈm nµy MagicLevel: %d %d %d %d %d %d
LOC_L_ItemList_7	[%s] LËp mËt m· r­¬ng!
LOC_L_ItemList_8	GM thiÕt lËp mËt m· r­¬ng cho [%s]!
LOC_L_ItemList_9	[%s] hñy bá mËt m· r­¬ng!
LOC_L_ItemList_10	GM hñy bá mËt m· r­¬ng cho [%s]!
LOC_L_ItemList_11	[%s] §æi mËt m·!
LOC_L_ItemList_12	GM khãa r­¬ng cña [%s]!
LOC_L_ItemList_13	GM më khãa r­¬ng cña [%s]!
LOC_L_ItemSet_0	%s t×m kiÕm thÊt b¹i, xin kiÓm tra l¹i ®­êng dÉn!
LOC_L_KLibOfBPT_0	[Thuéc tÝnh ma ph¸p] 5 thuéc tÝnh phßng ngù %s t¨ng %d
LOC_L_KLibOfBPT_1	[Thuéc tÝnh ma ph¸p]m_CMAIT [tiÒn tè hËu tè][lo¹i h×nh][ngò hµnh][®¼ng cÊp}\n
LOC_L_KLibOfBPT_2	[Thuéc tÝnh ma ph¸p]m_CMAIT[%d][%d][%d][%d]: Count = %3d, %s  \n
LOC_L_Core_0	Kh«ng thÓ më tËp tin\\settings\\game_setting.ini, xin kiÓm tra l¹i! \n
LOC_L_Core_1	[Math] §Æt nÒn mãng hµm sè t¸m häc thÊt b¹i!
LOC_L_Core_2	[Script]Script chiÕm kh«ng gian %d
LOC_L_Core_3	Kh«ng thÓ më tËp tin %s! \n
LOC_L_Core_4	Sè l­îng h×nh t­îng nh©n vËt %d
LOC_L_Core_7	%s Script thiÕt lËp ®¼ng cÊp NPC kh«ng thÓ ®äc, cã thÓ tËp tin bÞ lçi!
LOC_L_ProtocolProcess_0	[trade]trade §èi ph­¬ng thªm vµo vËt phÈm, m¸y kh¸ch thÊt b¹i!!!
LOC_L_ProtocolProcess_1	[trade]trade §èi ph­¬ng ®· thªm vµo vËt phÈm id:%d  PosX:%d  PosY:%d
LOC_L_ProtocolProcess_2	[trade]trade Thuéc tÝnh 1 vËt phÈm nµy Genre:%d  quality:%d Detail:%d  Particur:%d  Series:%d
LOC_L_ProtocolProcess_3	[trade]trade Thuéc tÝnh 2 vËt phÈm nµy: Level:%d  Luck:%d  RandomSeed:%d  Version:%d  Durability:%d
LOC_L_Missle_0	Tõ tËp tin \\settings\\skill\\missles.txt ®äc sè ID cña missle lµ %d ph¸t sinh lçi
LOC_L_SkillList_0	Sè l­îng kü n¨ng Npc v­ît qu¸ 50!!! Xin h·y kiÓm tra l¹i!!!
LOC_L_SkillList_1	Hµm sè Param2PCoordinate nhËn ®­îc tham sè kh«ng hîp lÖ! nParam1 ,nParam2 [%d,%d], nPX,nPY
LOC_L_SkillList_4	T¹o ra h×nh ¶nh chiªu thøc missle thÊt b¹i !!! %s
LOC_L_Skills_0	Kh«ng thÓ ®äc tËp tin %s cña Script thiÕt lËp kü n¨ng, xin h·y x¸c nhËn sù tån t¹i vµ có ph¸p cã sai sãt g× hay kh«ng!
LOC_L_Skills_1	Lçi nghiªm träng! Kh«ng thÓ nhËn ®­îc script thiÕt lËp cña kü n¨ng [%s], xin h·y kiÓm tra l¹i sù tån t¹i vµ có ph¸p! \n
LOC_L_Skills_2	Lóc häc ®­îc kü n¨ng nµy ®¼ng cÊp lµ %d (%s,%s), bÞ lçi! Xin kiÓm tra l¹i file gèc!!,
LOC_L_Skills_3	Tõ tËp tin setting kü n¨ng \\settings\\skill\\skills.txt, lÊy ®­îc ID kü n¨ng lµ %d ®· ph¸t sinh lçi.
LOC_L_Skills_4	Kh«ng ®äc ®­îc script kü n¨ng: %s
LOC_L_ScriptFuns_0	Error!Say §èi tho¹i script qu¸ dµi, xin chØnh l¹i. %s
LOC_L_LuaFuns_0	Kh«ng t×m thÊy Script chØ ®Þnh
LOC_L_SortScript_0	[Script] ®äc Script %s, ph¸t sinh lçi, Script nµy kh«ng ®äc ®­îc!! Xin kiÓm tra l¹i!!
LOC_L_SortScript_1	[Script] Lçi nghiªm träng, sè l­îng script v­ît giíi h¹n %d! xin lËp tøc gi¶i quyÕt!!
LOC_L_SortScript_2	[Script] Tæng dung l­îng Script v­ît qu¸ %d, lçi nghiªm träng, xin kiÓm tra l¹i!
LOC_L_SortScript_3	§äc tËp tin %s ph¸t sinh lçi
LOC_L_CoreServerShell_0	[error] KÝch cì kh«ng phï hîp
LOC_L_CoreServerShell_1	[error] KÝch cì kh«ng phï hîp <%d>, should %d, but %d\n
LOC_L_GMCOMMAND_0	Thi hµnh GM chØ lÖnh, ph¸t sinh biÕn cè! \n
LOC_MSG_GET_EXP	B¹n nhËn ®­îc %d ®iÓm kinh nghiÖm!
LOC_MSG_DEC_EXP	B¹n tæn thÊt %d ®iÓm kinh nghiÖm!
LOC_MSG_LEVEL_UP	B¹n lªn cÊp %d.
LOC_MSG_LEADER_LEVEL_UP	§¼ng cÊp thèng so¸i t¨ng: %d.
LOC_MSG_GET_ATTRIBUTE_POINT	B¹n nhËn ®­îc %d ®iÓm tiÒm n¨ng!
LOC_MSG_GET_SKILL_POINT	B¹n nhËn ®­îc %d ®iÓm kü n¨ng!
LOC_MSG_GET_ATTRIBUTE_SKILL_POINT	B¹n nhËn ®­îc %d ®iÓm kü n¨ng vµ %d ®iÓm tiÒm n¨ng!
LOC_MSG_SKILL_BEYOND_ATTACKRADIUS	Môc tiªu qu¸ xa, kh«ng thÓ sö dông vâ c«ng nµy!
LOC_MSG_TEAM_AUTO_REFUSE_INVITE	Tù ®éng tõ chèi lêi mêi tæ ®éi!
LOC_MSG_TEAM_NOT_AUTO_REFUSE_INVITE	HiÓn thÞ lêi mêi tæ ®éi.
LOC_MSG_TEAM_SEND_INVITE	B¹n mêi %.32s nhËp ®éi!
LOC_MSG_TEAM_SEND_CREATE	B¹n ®· lËp ra mét nhãm.
LOC_MSG_TEAM_CANT_CREATE	Kh«ng thÓ lËp nhãm t¹i khu vùc nµy!
LOC_MSG_TEAM_CANT_INVITE	T©n thñ kh«ng thÓ mêi tæ ®éi ng­êi kh¸c phe ph¸i!
LOC_MSG_TEAM_GET_INVITE	%.32s mêi b¹n nhËp ®éi!
LOC_MSG_TEAM_REFUSE_INVITE	Lêi mêi tæ ®éi %.32s ch­a nhËn ®­îc ®ång ý!
LOC_MSG_TEAM_REFUSE_APPLY_JOIN	Xin phÐp gia nhËp ®éi %.32s ch­a nhËn ®­îc ®ång ý!
LOC_MSG_TEAM_CREATE	B¹n ®· lËp ra mét nhãm.
LOC_MSG_TEAM_CREATE_FAIL	LËp nhãm thÊt b¹i.
LOC_MSG_TEAM_CANNOT_CREATE	B¹n hiÖn t¹i kh«ng thÓ tæ ®éi!
LOC_MSG_TEAM_TARGET_CANNOT_ADD_TEAM	HiÖn t¹i ®èi ph­¬ng kh«ng thÓ tæ ®éi!
LOC_MSG_TEAM_TARGET_NOT_CAPTAIN	§èi ph­¬ng kh«ng ph¶i ®éi tr­ëng!
LOC_MSG_TEAM_OPEN	Nhãm b¹n hiÖn t¹i cho phÐp kÕt n¹p thªm thµnh viªn!
LOC_MSG_TEAM_CLOSE	Nhãm b¹n hiÖn t¹i kh«ng cho phÐp kÕt n¹p thªm thµnh viªn!
LOC_MSG_TEAM_ADD_MEMBER	%.32s ®· gia nhËp nhãm!
LOC_MSG_TEAM_SELF_ADD	B¹n ®· gia nhËp nhãm cña %.32s
LOC_MSG_TEAM_DISMISS_CAPTAIN	B¹n ®· gi¶i t¸n nhãm cña m×nh!
LOC_MSG_TEAM_DISMISS_MEMBER	%.32s ®· gi¶i t¸n nhãm!
LOC_MSG_TEAM_DISMISS	Nhãm cña b¹n ®· gi¶i t¸n!
LOC_MSG_TEAM_KICK_ONE	%.32s bÞ trôc xuÊt khái nhãm!
LOC_MSG_TEAM_BE_KICKEN	B¹n bÞ trôc xuÊt khái nhãm!
LOC_MSG_TEAM_APPLY_ADD	%.32s xin phÐp gia nhËp
LOC_MSG_TEAM_APPLY_ADD_SELF_MSG	B¹n xin gia nhËp nhãm cña %.32s!
LOC_MSG_TEAM_LEAVE	%.32s rêi khái nhãm!
LOC_MSG_TEAM_LEAVE_SELF_MSG	B¹n ®· rêi khái nhãm %s! 
LOC_MSG_TEAM_CHANGE_CAPTAIN_FAIL1	Giao chøc vÞ ®éi tr­ëng thÊt b¹i!
LOC_MSG_TEAM_CHANGE_CAPTAIN_FAIL2	%32s kh«ng ®ñ tµi l·nh ®¹o!
LOC_MSG_TEAM_CHANGE_CAPTAIN_FAIL3	Nhãm cña b¹n kh«ng thÓ phã th¸c cho T©n thñ!
LOC_MSG_TEAM_CHANGE_CAPTAIN	%.32s ®¶m nhiÖm §éi tr­ëng!
LOC_MSG_TEAM_CHANGE_CAPTAIN_SELF	B¹n ®­îc %.32s giao nhiÖm vô ®éi tr­ëng!
LOC_MSG_TEAM_AUTO_CAPTAIN_SELF	B¹n ®­îc hÖ thèng chØ ®Þnh lµm ®éi tr­ëng!
LOC_MSG_TEAM_AUTO_CAPTAIN	%.32s ®­îc hÖ thèng chØ ®Þnh lµm ®éi tr­ëng!
LOC_MSG_TEAM_ERROR01	§éi tr­ëng do hÖ thèng chØ ®Þnh kh«ng thÓ tiÕp nhËn thµnh viªn!
LOC_MSG_TEAM_ERROR02	§éi tr­ëng do hÖ thèng chØ ®Þnh kh«ng thÓ trôc xuÊt thµnh viªn!
LOC_MSG_TEAM_ERROR03	§éi tr­ëng do hÖ thèng chØ ®Þnh kh«ng thÓ trôc xuÊt thµnh viªn!
LOC_MSG_TEAM_ERROR04	§éi tr­ëng do hÖ thèng chØ ®Þnh kh«ng thÓ mêi gia nhËp nhãm!
LOC_MSG_TEAM_ERROR05	§éi tr­ëng do hÖ thèng chØ ®Þnh kh«ng thÓ më ®éi ngò!
LOC_MSG_TEAM_OPP_REJECT_INVITE	%.32s kh«ng muèn nhËp ®éi!
LOC_MSG_TEAM_OPP_REJECT_JOIN	%.32s kh«ng tiÕp nhËn ng­êi míi!
LOC_MSG_TEAM_OPP_PK_STATUS_NOT_SAME	%.32s vµ b¹n kh¸c tr¹ng th¸i PK
LOC_MSG_TEAM_PICK_TEAMMATE	Tù do nhÆt
LOC_MSG_TEAM_PICK_LEADER	ChØ cã ®éi tr­ëng nhÆt vËt phÈm!
LOC_MSG_TEAM_PICK_ORDER	C¸c thµnh viªn lu©n phiªn nhÆt vËt phÈm!
LOC_MSG_TEAM_PICK_SELF	Thµnh viªn nhÆt vËt phÈm cña chÝnh m×nh!
LOC_MSG_CHAT_APPLY_ADD_FRIEND	B¹n mêi %.32s kÕt giao h¶o h÷u.
LOC_MSG_CHAT_FRIEND_HAD_IN	%.32s trë thµnh h¶o h÷u cña b¹n.
LOC_MSG_CHAT_GET_FRIEND_APPLY	%.32s mêi b¹n kÕt h¶o h÷u.
LOC_MSG_CHAT_REFUSE_FRIEND	%32s ch­a tr¶ lêi lêi mêi kÕt giao h¶o h÷u.
LOC_MSG_CHAT_ADD_FRIEND_FAIL	Thªm %.32s vµo danh s¸ch h¶o h÷u thÊt b¹i.
LOC_MSG_CHAT_ADD_FRIEND_SUCCESS	B¹n vµ %.32s trë thµnh h¶o h÷u.
LOC_MSG_CHAT_ADD_COUPLE_SUCCESS	B¹n vµ %.32s trë thµnh vî chång!
LOC_MSG_CHAT_CREATE_TEAM_FAIL1	Ph©n nhãm h¶o h÷u thÊt b¹i!
LOC_MSG_CHAT_CREATE_TEAM_FAIL2	Tªn nhãm nµy ®· tån t¹i!
LOC_MSG_CHAT_CREATE_TEAM_FAIL3	Sè l­îng nhãm ®· v­ît giíi h¹n!
LOC_MSG_CHAT_RENAME_TEAM_FAIL	§æi tªn nhãm thÊt b¹i!
LOC_MSG_CHAT_DELETE_TEAM_FAIL1	Gi¶i t¸n nhãm thÊt b¹i!
LOC_MSG_CHAT_DELETE_TEAM_FAIL2	Kh«ng thÓ gi¶i t¸n nhãm!
LOC_MSG_CHAT_FRIEND_ONLINE	%.32s lªn m¹ng råi!
LOC_MSG_CHAT_FRIEND_OFFLINE	%.32s rêi m¹ng råi!
LOC_MSG_CHAT_FRIEND_DELETE	%.32s bÞ trôc xuÊt!
LOC_MSG_CHAT_DELETE_FRIEND	B¹n ®· c¾t quan hÖ h¶o h÷u víi %32!
LOC_MSG_CHAT_DISMISS_FRIEND	%.32s ®· c¾t quan hÖ h¶o h÷u víi b¹n!
LOC_MSG_CHAT_DISMISS_BROTHER	%.32s ®· c¾t quan hÖ th©n nh©n víi b¹n!
LOC_MSG_CHAT_DISMISS_MATE	%.32s ®· hñy quan hÖ phu thª víi b¹n!
LOC_MSG_CHAT_DISMISS_RELATION	%.32s ®· hñy quan hÖ víi b¹n!
LOC_MSG_CHAT_MSG_FROM_FRIEND	%.32s gëi tin nh¾n!
